OTU ID	ASV1_Mesorhizobium	ASV1032_unknown	ASV104_Mesorhizobium	ASV1049_unknown	ASV106_Mesorhizobium	ASV108_Mesorhizobium	ASV109_Mesorhizobium	ASV11_unknown	ASV110_ANPR	ASV111_Mesorhizobium	ASV112_Mesorhizobium	ASV1168_ANPR	ASV117_ANPR	ASV118_Mesorhizobium	ASV119_Rhizobacter	ASV1191_unknown	ASV12_Mesorhizobium	ASV120_ANPR	ASV121_Mesorhizobium	ASV1223_Mesorhizobium	ASV1224_Duganella	ASV124_Mesorhizobium	ASV125_unknown	ASV1257_unknown	ASV1258_ANPR	ASV126_unknown	ASV133_ANPR	ASV135_unknown	ASV137_ANPR	ASV139_ANPR	ASV1395_unknown	ASV1396_unknown	ASV141_Pseudomonas	ASV142_unknown	ASV1430_unknown	ASV1431_unknown	ASV144_ANPR	ASV1447_Rugamonas	ASV145_unknown	ASV146_unknown	ASV1464_unknown	ASV15_Mesorhizobium	ASV153_ANPR	ASV154_ANPR	ASV156_Duganella	ASV157_unknown	ASV158_Mesorhizobium	ASV160_Mesorhizobium	ASV161_Mesorhizobium	ASV162_ANPR	ASV165_Herbaspirillum	ASV166_Mesorhizobium	ASV17_ANPR	ASV170_Mesorhizobium	ASV171_Pseudomonas	ASV176_unknown	ASV178_unknown	ASV18_ANPR	ASV185_unknown	ASV188_Mesorhizobium	ASV197_Mesorhizobium	ASV2_Mesorhizobium	ASV202_unknown	ASV21_ANPR	ASV215_Mesorhizobium	ASV217_Mesorhizobium	ASV218_Variovorax	ASV22_Mesorhizobium	ASV229_Achromobacter	ASV231_Mesorhizobium	ASV234_Achromobacter	ASV244_ANPR	ASV247_Mesorhizobium	ASV249_Duganella	ASV250_Mesorhizobium	ASV254_ANPR	ASV26_Mesorhizobium	ASV261_ANPR	ASV27_unknown	ASV274_Mesorhizobium	ASV28_Pseudomonas	ASV281_Mesorhizobium	ASV292_Mesorhizobium	ASV3_ANPR	ASV306_Mesorhizobium	ASV307_unknown	ASV31_Mesorhizobium	ASV311_ANPR	ASV315_Duganella	ASV32_ANPR	ASV33_ANPR	ASV336_Mesorhizobium	ASV34_ANPR	ASV343_Mesorhizobium	ASV348_unknown	ASV35_Mesorhizobium	ASV359_Mesorhizobium	ASV36_Mesorhizobium	ASV37_unknown	ASV375_unknown	ASV380_ANPR	ASV382_Mesorhizobium	ASV386_unknown	ASV39_unknown	ASV391_Duganella	ASV392_unknown	ASV396_unknown	ASV4_Mesorhizobium	ASV401_Caulobacter	ASV41_unknown	ASV421_unknown	ASV426_unknown	ASV427_ANPR	ASV43_unknown	ASV451_ANPR	ASV458_unknown	ASV47_Mesorhizobium	ASV48_Pseudomonas	ASV49_ANPR	ASV498_unknown	ASV50_ANPR	ASV51_Mesorhizobium	ASV519_Methylovorus	ASV523_unknown	ASV53_ANPR	ASV55_ANPR	ASV56_ANPR	ASV560_unknown	ASV569_unknown	ASV57_Pseudomonas	ASV58_ANPR	ASV581_unknown	ASV59_ANPR	ASV591_unknown	ASV6_Mesorhizobium	ASV60_Mesorhizobium	ASV61_ANPR	ASV626_Azorhizophilus	ASV63_unknown	ASV632_unknown	ASV637_ANPR	ASV64_Mesorhizobium	ASV646_ANPR	ASV66_Mesorhizobium	ASV667_unknown	ASV67_Mesorhizobium	ASV68_Mesorhizobium	ASV70_Caulobacter	ASV71_unknown	ASV717_Pseudomonas	ASV72_ANPR	ASV733_unknown	ASV74_ANPR	ASV747_unknown	ASV748_Mesorhizobium	ASV75_ANPR	ASV756_Mesorhizobium	ASV76_Mesorhizobium	ASV77_Caulobacter	ASV78_ANPR	ASV8_Mesorhizobium	ASV80_ANPR	ASV81_Mesorhizobium	ASV82_ANPR	ASV836_Rhizobacter	ASV84_Mesorhizobium	ASV852_Mesorhizobium	ASV853_Caulobacter	ASV869_ANPR	ASV87_Mesorhizobium	ASV879_Mesorhizobium	ASV89_ANPR	ASV9_ANPR	ASV920_ANPR	ASV93_ANPR	ASV95_ANPR	ASV954_unknown	ASV97_ANPR	ASV98_unknown
ASV348_unknown	0.0470	0.0879	0.0409	0.2468	0.0010	0.0559	0.0010	0.0010	0.0459	0.0190	0.9740	0.2418	0.0010	0.0010	0.0410	0.0050	0.0010	0.0020	0.0020	0.1459	0.3356	0.0020	0.0479	0.0020	0.0369	0.0010	0.1039	0.0339	0.0649	0.0010	0.0030	0.0969	0.1089	0.0010	0.0020	0.0010	0.0389	0.1169	0.4206	0.4765	0.0040	0.0200	0.1808	0.0649	0.2887	0.0100	0.0010	0.0020	0.1628	0.0040	0.9530	0.0509	0.0010	0.0010	0.5334	0.0020	0.0020	0.0010	0.0010	0.0699	0.0160	0.8412	0.0020	0.0010	0.0929	0.0559	0.0809	0.0010	0.7462	0.0539	0.2927	0.0280	0.0010	0.8981	0.0489	0.0010	0.0020	0.0010	0.0010	0.5804	0.4006	0.0010	0.0020	0.0010	0.1628	0.2667	0.0010	0.9960	0.9081	0.0010	0.0010	0.0300	0.0010	0.8911	1.0000	0.0260	0.0949	0.0010	0.0010	0.2867	0.2408	0.1029	0.1109	0.0010	0.1139	0.2428	0.4346	0.2018	0.0699	0.0010	0.2747	0.1588	0.1868	0.0459	0.2328	0.0569	0.0160	0.3756	0.0010	0.4525	0.0010	0.0010	0.0450	0.8941	0.0010	0.0010	0.0449	0.6294	0.0090	0.2887	0.0499	0.0549	0.0010	0.9461	0.0020	0.0070	0.0020	0.1868	0.0020	0.1488	0.3177	0.0010	0.5345	0.0010	0.0849	0.0010	0.0010	0.0979	0.0360	0.5974	0.0020	0.0060	0.0010	0.0639	0.0020	0.0010	0.0370	0.0010	0.0719	0.0010	0.0020	0.0010	0.0010	0.0010	0.4795	0.0010	0.3367	0.4725	0.0010	0.0140	0.0529	0.0010	0.0010	0.0020	0.0539	0.0010	0.0400	0.0010	0.0519
ASV35_Mesorhizobium	0.0010	0.2288	0.0300	0.5894	0.0010	0.0350	0.0519	0.0010	0.0330	0.0020	0.0040	0.6264	0.0360	0.1858	0.6893	0.2567	0.0020	0.0290	0.0330	0.0400	0.3836	0.1948	0.0210	0.0210	0.3397	0.0010	0.0290	0.0120	0.0090	0.0010	0.0080	0.0370	0.0649	0.0420	0.0120	0.0050	0.0150	0.3137	0.0130	0.0170	0.3586	0.0020	0.0010	0.0569	0.7353	0.8841	0.0210	0.0519	0.0040	0.0030	0.0559	0.0180	0.0779	0.0240	0.0719	0.0020	0.0010	0.0010	0.0200	0.0240	0.0060	0.6484	0.3656	0.0010	0.8831	0.0090	0.6953	0.0839	0.7433	0.0679	0.9261	0.0100	0.0360	0.8172	0.0130	0.0210	0.0769	0.0010	0.0030	0.0100	0.2557	0.0260	0.0070	0.0010	0.6234	0.0070	0.0040	0.4535	0.9221	0.0360	0.0020	0.0080	0.0020	0.0160	0.0260	1.0000	0.0180	0.0500	0.0010	0.0120	0.6384	0.0240	0.0130	0.0010	0.6304	0.0070	0.0180	0.2727	0.1019	0.0140	0.0040	0.0060	0.2118	0.0480	0.9351	0.0030	0.0010	0.0130	0.0010	0.0090	0.0450	0.0569	0.9810	0.1938	0.0340	0.0569	0.0390	0.2947	0.5784	0.0230	0.0350	0.0220	0.0430	0.0100	0.0020	0.0519	0.0030	0.0140	0.0669	0.0310	0.8941	0.1339	0.1039	0.0460	0.0030	0.1638	0.0010	0.5624	0.9850	0.0090	0.0020	0.1738	0.0070	0.0130	0.0430	0.0010	0.0180	0.1409	0.7622	0.0010	0.0010	0.0300	0.1538	0.0010	0.8202	0.0340	0.7063	0.0669	0.0180	0.0040	0.0050	0.0010	0.0020	0.0150	0.0370	0.0010	0.0330	0.0380	0.0420
ASV359_Mesorhizobium	0.0460	0.0839	0.0409	0.6733	0.0330	0.0579	0.1049	0.0120	0.0419	0.0360	0.0200	0.4665	0.1349	0.0579	0.6154	0.3776	0.0070	0.4495	0.1069	0.6573	0.0519	0.0190	0.0659	0.0749	0.0499	0.0190	0.2398	0.0569	0.9740	0.0769	0.0469	0.0020	0.0749	0.2617	0.0669	0.0519	0.0529	0.0809	0.4036	0.3407	0.2478	0.0010	0.7323	0.1119	0.0689	0.0579	0.2577	0.0759	0.0050	0.1079	0.4715	0.0499	0.6593	0.0769	0.0090	0.0320	0.1029	0.0160	0.1938	0.0779	0.0080	0.2168	0.0150	0.0200	0.0799	0.0519	0.1269	0.2947	0.1678	0.0489	0.2827	0.0549	0.1648	0.0679	0.0509	0.1019	0.4585	0.1459	0.0090	0.1349	0.5874	0.0729	0.0020	0.0140	0.1928	0.4805	0.0080	0.1139	0.0569	0.3457	0.0080	0.0010	0.0080	0.3067	0.0949	0.0180	1.0000	0.2597	0.0070	0.2787	0.9061	0.1079	0.2378	0.0110	0.0619	0.4456	0.3786	0.4865	0.0060	0.0070	0.2907	0.1019	0.3177	0.0499	0.2687	0.1099	0.0080	0.0599	0.0190	0.1079	0.2028	0.5025	0.2218	0.0050	0.2587	0.2038	0.0739	0.0100	0.6144	0.0949	0.0689	0.1069	0.3357	0.0619	0.0260	0.0150	0.1189	0.1079	0.1678	0.0030	0.0579	0.0070	0.1329	0.1798	0.0709	0.0060	0.0090	0.0989	0.0849	0.5854	0.0300	0.0699	0.0040	0.0609	0.1179	0.0180	0.0030	0.0120	0.0350	0.0150	0.0020	0.0080	0.0200	0.0180	0.3047	0.1309	0.3516	0.0020	0.0989	0.0250	0.0939	0.0130	0.0200	0.1219	0.0449	0.0120	0.0490	0.1778	0.0619
ASV36_Mesorhizobium	0.1029	0.2108	0.0829	0.3497	0.0010	0.1438	0.0010	0.0010	0.0869	0.0070	0.9441	0.3796	0.0010	0.0020	0.0450	0.0050	0.0010	0.0020	0.0010	0.0500	0.4296	0.0010	0.0559	0.0030	0.0969	0.0060	0.1499	0.0799	0.1279	0.0010	0.0020	0.2717	0.8931	0.0010	0.0020	0.0020	0.0509	0.6943	0.9780	0.8072	0.0070	0.0759	0.2118	0.1089	0.3057	0.0100	0.0010	0.0070	0.4286	0.0150	0.5285	0.1249	0.0010	0.0010	0.6873	0.0070	0.0030	0.0010	0.0010	0.3366	0.0110	0.6983	0.0010	0.0010	0.0849	0.0999	0.6643	0.0010	0.2797	0.1868	0.6284	0.1139	0.0010	0.7752	0.2377	0.0010	0.0030	0.0040	0.0010	0.7812	0.2907	0.0020	0.0120	0.0010	0.1528	0.5235	0.0010	0.8761	0.3856	0.0010	0.0010	0.0809	0.0010	0.5065	0.0010	0.0500	0.2597	1.0000	0.0010	0.8701	0.2927	0.6833	0.9910	0.0010	0.8321	0.4316	0.8382	0.3576	0.9171	0.0010	0.6693	0.3317	0.4086	0.1069	0.5225	0.2827	0.0320	0.9680	0.0010	0.8621	0.0010	0.0010	0.0709	0.5994	0.0010	0.0020	0.1958	0.6364	0.0070	0.6823	0.0669	0.2877	0.0010	0.7702	0.0010	0.0350	0.0050	0.6903	0.0010	0.7243	0.0769	0.0010	0.5704	0.0010	0.4046	0.0010	0.0010	0.1099	0.0579	0.7982	0.0040	0.0050	0.0010	0.1229	0.0010	0.0020	0.0440	0.0010	0.0919	0.0010	0.0759	0.0010	0.0010	0.0010	0.3786	0.0010	0.3347	0.9391	0.0040	0.0509	0.1289	0.0010	0.0010	0.0010	0.0859	0.0020	0.1259	0.0010	0.2128
ASV37_unknown	0.0070	0.0060	0.0010	0.8631	0.0010	0.0010	0.0010	0.0010	0.0010	0.0470	0.2927	0.8531	0.0010	0.0010	0.2278	0.0020	0.0010	0.0010	0.0010	0.4765	0.0140	0.0010	0.0030	0.0010	0.0040	0.0010	0.1768	0.0010	0.0859	0.0010	0.0010	0.0120	0.1439	0.0010	0.0010	0.0010	0.0010	0.0300	0.0310	0.0260	0.0010	0.0010	0.2378	0.0529	0.6024	0.0050	0.0010	0.0010	0.0220	0.0020	0.4216	0.0010	0.0010	0.0010	0.0869	0.0010	0.0010	0.0010	0.0010	0.0010	0.0010	0.3247	0.0010	0.0010	0.0849	0.0010	0.1129	0.0010	0.0470	0.0010	0.2657	0.0010	0.0010	0.2617	0.0010	0.0010	0.0010	0.0010	0.0010	0.0320	0.4835	0.0010	0.0010	0.0010	0.6793	0.0050	0.0010	0.5365	0.1668	0.0010	0.0010	0.0030	0.0010	0.0579	0.0010	0.0010	0.0070	0.0010	1.0000	0.0080	0.8921	0.0320	0.0110	0.0010	0.0420	0.0070	0.0210	0.8292	0.0609	0.0010	0.0050	0.0010	0.0809	0.0010	0.2697	0.0010	0.0070	0.0150	0.0010	0.0340	0.0010	0.0010	0.0370	0.0839	0.0010	0.0010	0.0020	0.1858	0.0060	0.0060	0.0010	0.0829	0.0010	0.0310	0.0010	0.0010	0.0010	0.0020	0.0010	0.0400	0.0799	0.0010	0.1508	0.0010	0.0480	0.0010	0.0010	0.0020	0.0140	0.0130	0.0010	0.0020	0.0010	0.0060	0.0010	0.0010	0.0020	0.0010	0.7572	0.0010	0.0010	0.0010	0.0010	0.0010	0.0490	0.0010	0.7173	0.0280	0.0010	0.0030	0.0020	0.0010	0.0010	0.0010	0.0010	0.0010	0.0030	0.0010	0.0010
ASV375_unknown	0.0240	0.0669	0.1259	0.5724	0.0010	0.0809	0.4076	0.0170	0.0809	0.0300	0.0110	0.3147	0.5245	0.0430	0.3027	0.7602	0.0120	0.1968	0.5924	0.9151	0.0709	0.0280	0.0849	0.2917	0.0769	0.0010	0.0909	0.0959	0.5235	0.0070	0.1429	0.1169	0.0170	0.1788	0.0759	0.0789	0.0719	0.1179	0.0010	0.0020	0.4056	0.0010	0.1578	0.0330	0.2697	0.0809	0.6703	0.2268	0.0120	0.0030	0.3117	0.0949	0.3786	0.6773	0.5634	0.0030	0.0010	0.0240	0.6424	0.0759	0.0619	0.0899	0.0310	0.0040	0.1409	0.0819	0.2028	0.2108	0.3237	0.1618	0.6953	0.0789	0.5844	0.5844	0.0929	0.4625	0.3996	0.0020	0.0010	0.0010	0.0010	0.2458	0.1808	0.0280	0.1988	0.0010	0.0030	0.9041	0.5634	0.4496	0.0020	0.0779	0.0140	0.0010	0.2867	0.0120	0.2787	0.8701	0.0080	1.0000	0.7073	0.1209	0.0010	0.0010	0.1469	0.0010	0.0010	0.0030	0.3067	0.0080	0.0010	0.0010	0.3906	0.0889	0.5075	0.0010	0.0050	0.0020	0.0030	0.0010	0.8621	0.6603	0.5944	0.9311	0.8292	0.3337	0.1059	0.4545	0.9201	0.0020	0.1269	0.1758	0.7143	0.0010	0.0010	0.0559	0.0010	0.0010	0.4186	0.2248	0.6593	0.0070	0.7023	0.9401	0.0869	0.0070	0.0010	0.1329	0.5195	0.0010	0.0010	0.5185	0.0080	0.0689	0.4306	0.0040	0.3586	0.0060	0.6633	0.0030	0.0010	0.0040	0.0090	0.0070	0.1469	0.5225	0.2607	0.1099	0.3027	0.0060	0.0010	0.0020	0.0110	0.1958	0.1029	0.0020	0.1059	0.7602	0.1079
ASV380_ANPR	0.3337	0.9251	0.4016	0.0020	0.4855	0.4206	0.2577	0.8202	0.4845	0.2218	0.4376	0.0010	0.4805	0.2398	0.5624	0.9101	0.8741	0.2238	0.3237	0.3417	0.1279	0.9630	0.5195	0.3966	0.3077	0.4436	0.0010	0.4086	0.8112	0.5974	0.2118	0.4845	0.2468	0.4905	0.8501	0.7632	0.8242	0.4495	0.3796	0.4675	0.2278	0.3227	0.3556	0.0030	0.2468	0.1698	0.1598	0.1189	0.8432	0.0250	0.4416	0.2677	0.2108	0.5245	0.2278	0.0749	0.2318	0.9740	0.5634	0.8921	0.7902	0.2877	0.6304	0.9530	0.1029	0.3257	0.8691	0.2368	0.3926	0.2637	0.2058	0.1698	0.4645	0.0989	0.3906	0.3756	0.1259	0.1479	0.7942	0.5235	0.1229	0.4615	0.9021	0.9750	0.0210	0.9550	0.6454	0.3477	0.2428	0.3257	0.9840	0.4306	0.9570	0.4486	0.2408	0.6384	0.9061	0.2927	0.8921	0.7073	1.0000	0.9381	0.4046	0.5055	0.9421	0.5265	0.4016	0.0619	0.4076	0.8711	0.5574	0.8212	0.0789	0.6723	0.5634	0.9351	0.6454	0.7013	0.4505	0.1469	0.2697	0.1988	0.2318	0.2927	0.3177	0.1728	0.8382	0.1608	0.9910	0.4565	0.6803	0.3976	0.2418	0.3796	0.9890	0.2088	0.2248	0.3417	0.1359	0.1329	0.0230	0.9151	0.0270	0.2358	0.6813	0.9630	0.8981	0.2877	0.0230	0.5015	0.2048	0.1668	0.7922	0.7512	0.1119	0.2727	0.5235	0.8162	0.1818	0.1998	0.3786	0.6314	0.7772	0.4176	0.3956	0.3497	0.0649	0.0669	0.9201	0.3916	0.9940	0.3367	1.0000	0.7902	0.5514	0.3197	0.5375	0.4306	0.3516
ASV382_Mesorhizobium	0.0170	0.0040	0.0779	0.9970	0.0649	0.0549	0.2627	0.0300	0.0589	0.6304	0.0549	0.7762	0.0949	0.1628	0.7902	0.3546	0.0350	0.3477	0.1678	0.6244	0.0499	0.1978	0.0499	0.0659	0.0559	0.0290	0.2727	0.0569	0.1638	0.0230	0.0609	0.0579	0.2907	0.1748	0.1129	0.0549	0.0489	0.0629	0.6104	0.1968	0.1928	0.0020	0.3377	0.9421	0.1648	0.5195	0.1109	0.0789	0.1189	0.2108	0.0030	0.0629	0.6144	0.3137	0.1758	0.1618	0.0909	0.0190	0.1568	0.0599	0.3097	0.8002	0.4186	0.0260	0.4775	0.0639	0.0130	0.4116	0.0749	0.0619	0.0909	0.0519	0.2887	0.1958	0.0679	0.2008	0.6034	0.1469	0.0410	0.7662	0.7632	0.0779	0.1049	0.0190	0.3287	0.1778	0.0260	0.5105	0.0919	0.2218	0.0140	0.0210	0.0589	0.1219	0.1029	0.0240	0.1079	0.6833	0.0320	0.1209	0.9381	1.0000	0.1878	0.0300	0.0619	0.1818	0.1269	0.5485	0.2367	0.0480	0.1658	0.0709	0.1628	0.0889	0.1419	0.0360	0.7393	0.2607	0.0350	0.3417	0.6374	0.2418	0.0809	0.2717	0.2458	0.1698	0.0469	0.3896	0.4156	0.1518	0.0649	0.0020	0.2308	0.3716	0.1958	0.0150	0.2587	0.2907	0.1289	0.1019	0.0669	0.2118	0.3317	0.3237	0.0010	0.2148	0.0030	0.0429	0.7153	0.1389	0.0480	0.1149	0.0689	0.0010	0.1668	0.0370	0.2258	0.1978	0.4486	0.0250	0.0110	0.0929	0.1698	0.0240	0.0879	0.2428	0.3457	0.1469	0.1029	0.4166	0.0360	0.0250	0.0509	0.1179	0.0729	0.0310	0.0020	0.2318	0.0659
ASV386_unknown	0.0290	0.0549	0.0889	0.7932	0.0030	0.0749	0.8911	0.0160	0.1508	0.0190	0.0030	0.3986	0.3736	0.0769	0.4925	0.8372	0.0210	0.9011	0.6623	0.9840	0.1079	0.0350	0.1059	0.2867	0.0689	0.0040	0.1149	0.0779	0.5235	0.0110	0.1409	0.1319	0.0080	0.8661	0.0809	0.0699	0.1319	0.1429	0.0010	0.0010	0.8122	0.0010	0.3117	0.0619	0.7882	0.0320	0.5514	0.2837	0.0060	0.0080	0.6933	0.1249	0.4446	0.6214	0.2837	0.0030	0.0030	0.0320	0.5015	0.0769	0.0470	0.0759	0.0270	0.0020	0.1199	0.1638	0.2627	0.3936	0.2567	0.2228	0.5295	0.0719	0.3696	0.4775	0.0729	0.5285	0.5295	0.0050	0.0050	0.0010	0.0010	0.6444	0.1429	0.0300	0.1708	0.0010	0.0030	0.8671	0.5275	0.5415	0.0060	0.0689	0.0190	0.0010	0.1109	0.0130	0.2378	0.9910	0.0110	0.0010	0.4046	0.1878	1.0000	0.0020	0.1239	0.0010	0.0010	0.0030	0.7502	0.0180	0.0010	0.0010	0.2727	0.1049	0.3746	0.0010	0.0080	0.0010	0.0030	0.0010	0.8791	0.8332	0.2468	0.6214	0.9900	0.9151	0.1419	0.6693	0.9161	0.0030	0.1229	0.1958	0.9201	0.0010	0.0010	0.0589	0.0020	0.0010	0.6084	0.5265	0.3676	0.0020	0.4026	0.4855	0.2527	0.0110	0.0020	0.0859	0.3836	0.0010	0.0040	0.5994	0.0160	0.0999	0.3546	0.0030	0.3097	0.0130	0.3986	0.0010	0.0020	0.0070	0.0020	0.0020	0.1249	0.8112	0.2727	0.1319	0.5175	0.0030	0.0010	0.0080	0.0140	0.4376	0.1039	0.0050	0.0579	0.7982	0.1419
ASV39_unknown	0.0010	0.0100	0.0010	0.2088	0.0010	0.0010	0.0010	0.0010	0.0010	0.0010	0.0290	0.5924	0.0010	0.0010	0.1379	0.0010	0.0010	0.0010	0.0010	0.7053	0.0050	0.0010	0.0020	0.0010	0.0110	0.0010	0.0090	0.0010	0.0450	0.0010	0.0010	0.0070	0.0210	0.0010	0.0010	0.0010	0.0010	0.0130	0.0050	0.0080	0.0020	0.0010	0.0340	0.0050	0.3786	0.0110	0.0010	0.0010	0.0040	0.0010	0.3127	0.0010	0.0010	0.0010	0.0749	0.0010	0.0010	0.0010	0.0010	0.0010	0.0010	0.1369	0.0020	0.0010	0.0480	0.0010	0.1628	0.0010	0.0210	0.0040	0.0849	0.0010	0.0010	0.1089	0.0010	0.0010	0.0010	0.0010	0.0010	0.0040	0.1209	0.0010	0.0010	0.0010	0.5495	0.0020	0.0010	0.8282	0.1708	0.0010	0.0010	0.0020	0.0010	0.0130	0.0010	0.0010	0.0110	0.0010	0.0010	0.0010	0.5055	0.0300	0.0020	1.0000	0.0370	0.0030	0.0020	0.2058	0.0270	0.0010	0.0010	0.0010	0.2857	0.0030	0.2717	0.0010	0.0020	0.0060	0.0010	0.0030	0.0010	0.0010	0.0250	0.0430	0.0010	0.0010	0.0010	0.1069	0.0040	0.0050	0.0010	0.0180	0.0010	0.0040	0.0010	0.0010	0.0010	0.0010	0.0010	0.0460	0.2827	0.0010	0.2957	0.0010	0.0220	0.0010	0.0010	0.0010	0.0190	0.0020	0.0010	0.0010	0.0010	0.0110	0.0010	0.0010	0.0020	0.0010	0.6374	0.0010	0.0010	0.0010	0.0020	0.0010	0.0360	0.0010	0.4745	0.0150	0.0010	0.0030	0.0010	0.0010	0.0010	0.0010	0.0030	0.0010	0.0070	0.0010	0.0030
ASV391_Duganella	0.0749	0.0539	0.0294	0.7213	0.0230	0.0284	0.1988	0.0629	0.0334	0.8901	0.4376	0.4286	0.8961	0.1838	0.0100	0.0170	0.0809	0.5814	0.5914	0.1329	0.0005	0.0140	0.0244	0.0274	0.0284	0.0509	0.1828	0.0304	0.0490	0.3397	0.0983	0.4979	0.6458	0.5474	0.0534	0.1763	0.0294	0.0005	0.4006	0.2987	0.0050	0.0060	0.1698	0.0859	0.0070	0.0020	0.3287	0.5779	0.0739	0.1129	0.5614	0.0294	0.2098	0.4335	0.8066	0.0160	0.1888	0.0539	0.1918	0.0214	0.1708	0.0120	0.0250	0.0440	0.0719	0.0394	0.0929	0.4306	0.0014	0.0474	0.0005	0.0234	0.1818	0.0050	0.0194	0.3207	0.8196	0.3836	0.0270	0.6843	0.0969	0.1099	0.0749	0.1089	0.3307	0.1439	0.0559	0.4905	0.0010	0.8761	0.0210	0.0314	0.0589	0.4176	0.1139	0.6304	0.0619	0.8321	0.0420	0.1469	0.9421	0.0619	0.1239	0.0370	1.0000	0.5015	0.2468	0.0999	0.2072	0.0070	0.0989	0.0439	0.1798	0.0244	0.1748	0.0569	0.6773	0.1838	0.0779	0.3766	0.8492	0.7063	0.0020	0.0369	0.7003	0.3606	0.0404	0.0429	0.0190	0.1818	0.0384	0.1553	0.5814	1.0000	0.1189	0.0110	0.0010	0.1489	0.7057	0.1303	0.0574	0.0250	0.4106	0.7992	0.0943	0.0529	0.0240	0.0005	0.0789	0.3846	0.0869	0.0319	0.0250	0.0384	0.2082	0.0270	0.5245	0.0240	0.0509	0.0190	0.0070	0.0150	0.0430	0.1109	0.0005	0.8741	0.2757	0.0240	0.2567	0.2507	0.0559	0.0450	0.0569	0.1958	0.0274	0.0390	0.0479	0.3986	0.0274
ASV392_unknown	0.0240	0.0969	0.1598	0.2747	0.0010	0.1119	0.7373	0.0320	0.0849	0.0440	0.0090	0.2338	0.4296	0.0899	0.2977	0.4995	0.0410	0.5215	0.5175	0.8452	0.1439	0.0480	0.2098	0.7872	0.0839	0.0090	0.0679	0.0969	0.6014	0.0030	0.2997	0.1169	0.0110	0.5814	0.1648	0.0999	0.1678	0.4036	0.0010	0.0010	0.3616	0.0010	0.2098	0.0400	0.4785	0.0619	0.5554	0.4715	0.0270	0.0060	0.3407	0.1109	0.3536	1.0000	0.5335	0.0020	0.0010	0.0400	0.2727	0.1139	0.0609	0.1039	0.0529	0.0140	0.1109	0.1339	0.5465	0.4855	0.4276	0.5155	0.4126	0.0809	0.5265	0.6424	0.0939	0.1988	0.1518	0.0040	0.0110	0.0010	0.0010	0.4176	0.2198	0.0280	0.0769	0.0010	0.0040	0.9830	0.7363	0.3866	0.0100	0.0749	0.0150	0.0010	0.2428	0.0070	0.4456	0.4316	0.0070	0.0010	0.5265	0.1818	0.0010	0.0030	0.5015	1.0000	0.0010	0.0080	0.7253	0.0110	0.0010	0.0010	0.6334	0.1279	0.5604	0.0030	0.0020	0.0020	0.0020	0.0010	0.6294	0.5694	0.7692	0.9011	0.6903	0.5165	0.1449	0.7752	0.7383	0.0020	0.1139	0.1928	0.5385	0.0010	0.0030	0.1039	0.0020	0.0010	0.2747	0.3387	0.6244	0.0110	0.9800	0.3806	0.1069	0.0170	0.0020	0.1728	0.5185	0.0010	0.0070	0.8791	0.0150	0.0939	0.4236	0.0010	0.6553	0.0210	0.7093	0.0130	0.0010	0.0070	0.0010	0.0080	0.2058	0.8661	0.1349	0.3337	0.6434	0.0010	0.0020	0.0050	0.0170	0.4096	0.1049	0.0060	0.1179	0.5634	0.1888
ASV396_unknown	0.0490	0.1009	0.1249	0.2747	0.0010	0.1219	0.7782	0.0280	0.1089	0.0130	0.0040	0.3736	0.5205	0.0989	0.2178	0.7093	0.0450	0.5884	0.5994	0.9431	0.2438	0.0470	0.3137	0.3736	0.0869	0.0030	0.0809	0.1319	0.5275	0.0190	0.1988	0.2378	0.0120	0.7423	0.3686	0.0859	0.1039	0.3157	0.0010	0.0010	0.9251	0.0030	0.2138	0.0470	0.2717	0.1179	0.7782	0.4126	0.0150	0.0110	0.1189	0.1189	0.4995	0.7922	0.4396	0.0010	0.0020	0.0390	0.6064	0.0909	0.0549	0.0849	0.0949	0.0170	0.1628	0.1409	0.3127	0.2817	0.4346	0.1658	0.6384	0.0749	0.3037	0.8452	0.0909	0.8012	0.8871	0.0020	0.0080	0.0010	0.0010	0.4775	0.1668	0.0470	0.0819	0.0010	0.0090	0.9301	0.5435	0.6643	0.0070	0.0430	0.0549	0.0010	0.4346	0.0180	0.3786	0.8382	0.0210	0.0010	0.4016	0.1269	0.0010	0.0020	0.2468	0.0010	1.0000	0.0030	1.0000	0.0380	0.0010	0.0010	0.4995	0.1179	0.2188	0.0010	0.0070	0.0010	0.0030	0.0010	0.4605	0.6883	0.9321	0.7143	0.8282	0.9181	0.0749	0.8352	0.7023	0.0020	0.1259	0.1489	0.9610	0.0010	0.0060	0.0659	0.0060	0.0010	0.9351	0.2937	0.4046	0.0090	0.5594	0.8801	0.0889	0.0240	0.0010	0.2298	0.6763	0.0010	0.0030	0.6823	0.0280	0.0649	0.5584	0.0030	0.7103	0.0330	0.5774	0.0020	0.0020	0.0220	0.0140	0.0050	0.3077	0.8472	0.2897	0.1738	0.9550	0.0080	0.0010	0.0010	0.0210	0.6973	0.1109	0.0040	0.0599	0.5754	0.1129
