OTU ID	ASV1_Mesorhizobium	ASV1032_unknown	ASV104_Mesorhizobium	ASV1049_unknown	ASV106_Mesorhizobium	ASV108_Mesorhizobium	ASV109_Mesorhizobium	ASV11_unknown	ASV110_ANPR	ASV111_Mesorhizobium	ASV112_Mesorhizobium	ASV1168_ANPR	ASV117_ANPR	ASV118_Mesorhizobium	ASV119_Rhizobacter	ASV1191_unknown	ASV12_Mesorhizobium	ASV120_ANPR	ASV121_Mesorhizobium	ASV1223_Mesorhizobium	ASV1224_Duganella	ASV124_Mesorhizobium	ASV125_unknown	ASV1257_unknown	ASV1258_ANPR	ASV126_unknown	ASV133_ANPR	ASV135_unknown	ASV137_ANPR	ASV139_ANPR	ASV1395_unknown	ASV1396_unknown	ASV141_Pseudomonas	ASV142_unknown	ASV1430_unknown	ASV1431_unknown	ASV144_ANPR	ASV1447_Rugamonas	ASV145_unknown	ASV146_unknown	ASV1464_unknown	ASV15_Mesorhizobium	ASV153_ANPR	ASV154_ANPR	ASV156_Duganella	ASV157_unknown	ASV158_Mesorhizobium	ASV160_Mesorhizobium	ASV161_Mesorhizobium	ASV162_ANPR	ASV165_Herbaspirillum	ASV166_Mesorhizobium	ASV17_ANPR	ASV170_Mesorhizobium	ASV171_Pseudomonas	ASV176_unknown	ASV178_unknown	ASV18_ANPR	ASV185_unknown	ASV188_Mesorhizobium	ASV197_Mesorhizobium	ASV2_Mesorhizobium	ASV202_unknown	ASV21_ANPR	ASV215_Mesorhizobium	ASV217_Mesorhizobium	ASV218_Variovorax	ASV22_Mesorhizobium	ASV229_Achromobacter	ASV231_Mesorhizobium	ASV234_Achromobacter	ASV244_ANPR	ASV247_Mesorhizobium	ASV249_Duganella	ASV250_Mesorhizobium	ASV254_ANPR	ASV26_Mesorhizobium	ASV261_ANPR	ASV27_unknown	ASV274_Mesorhizobium	ASV28_Pseudomonas	ASV281_Mesorhizobium	ASV292_Mesorhizobium	ASV3_ANPR	ASV306_Mesorhizobium	ASV307_unknown	ASV31_Mesorhizobium	ASV311_ANPR	ASV315_Duganella	ASV32_ANPR	ASV33_ANPR	ASV336_Mesorhizobium	ASV34_ANPR	ASV343_Mesorhizobium	ASV348_unknown	ASV35_Mesorhizobium	ASV359_Mesorhizobium	ASV36_Mesorhizobium	ASV37_unknown	ASV375_unknown	ASV380_ANPR	ASV382_Mesorhizobium	ASV386_unknown	ASV39_unknown	ASV391_Duganella	ASV392_unknown	ASV396_unknown	ASV4_Mesorhizobium	ASV401_Caulobacter	ASV41_unknown	ASV421_unknown	ASV426_unknown	ASV427_ANPR	ASV43_unknown	ASV451_ANPR	ASV458_unknown	ASV47_Mesorhizobium	ASV48_Pseudomonas	ASV49_ANPR	ASV498_unknown	ASV50_ANPR	ASV51_Mesorhizobium	ASV519_Methylovorus	ASV523_unknown	ASV53_ANPR	ASV55_ANPR	ASV56_ANPR	ASV560_unknown	ASV569_unknown	ASV57_Pseudomonas	ASV58_ANPR	ASV581_unknown	ASV59_ANPR	ASV591_unknown	ASV6_Mesorhizobium	ASV60_Mesorhizobium	ASV61_ANPR	ASV626_Azorhizophilus	ASV63_unknown	ASV632_unknown	ASV637_ANPR	ASV64_Mesorhizobium	ASV646_ANPR	ASV66_Mesorhizobium	ASV667_unknown	ASV67_Mesorhizobium	ASV68_Mesorhizobium	ASV70_Caulobacter	ASV71_unknown	ASV717_Pseudomonas	ASV72_ANPR	ASV733_unknown	ASV74_ANPR	ASV747_unknown	ASV748_Mesorhizobium	ASV75_ANPR	ASV756_Mesorhizobium	ASV76_Mesorhizobium	ASV77_Caulobacter	ASV78_ANPR	ASV8_Mesorhizobium	ASV80_ANPR	ASV81_Mesorhizobium	ASV82_ANPR	ASV836_Rhizobacter	ASV84_Mesorhizobium	ASV852_Mesorhizobium	ASV853_Caulobacter	ASV869_ANPR	ASV87_Mesorhizobium	ASV879_Mesorhizobium	ASV89_ANPR	ASV9_ANPR	ASV920_ANPR	ASV93_ANPR	ASV95_ANPR	ASV954_unknown	ASV97_ANPR	ASV98_unknown
ASV156_Duganella	0.1528	0.4925	0.0939	0.1149	0.6364	0.1848	0.9520	0.7263	0.4216	0.6663	0.6184	0.1399	0.7962	0.9850	0.0150	0.0749	0.7053	0.8851	0.5095	0.2687	0.0030	0.2458	0.2507	0.6643	0.4805	0.5544	0.0899	0.1748	0.3187	0.9031	0.4495	0.0409	0.0959	0.3457	0.8721	0.2038	0.2038	0.0070	0.4715	0.2757	0.0450	0.3497	0.5654	0.0949	1.0000	0.0110	0.9820	0.6623	0.4785	0.5255	0.4545	0.2577	0.6414	0.5125	0.0349	0.2887	0.9461	0.6414	0.7403	0.0719	0.9001	0.0190	0.1548	0.4925	0.0729	0.7093	0.5714	0.4316	0.0040	0.0829	0.0020	0.1279	0.4835	0.0010	0.1728	0.7183	0.2747	0.9001	0.5095	0.7862	0.2108	0.4495	0.4126	0.6004	0.6553	0.5205	0.5734	0.4006	0.0010	0.4955	0.6294	0.1159	0.6084	0.5764	0.2887	0.7353	0.0689	0.3057	0.6024	0.2697	0.2468	0.1648	0.7882	0.3786	0.0070	0.4785	0.2717	0.1808	0.0449	0.2498	0.4935	0.7453	0.9001	0.1308	0.9221	0.9940	0.8991	0.4965	0.6174	0.9121	0.2308	0.8921	0.0020	0.0160	0.3526	0.6913	0.2927	0.0090	0.0320	0.4565	0.1518	0.5554	0.7992	0.8531	0.4955	0.4985	0.0420	0.5754	0.3177	0.0449	0.7432	0.3566	0.3067	0.7343	0.3566	0.5524	0.4935	0.0030	0.0430	0.2677	0.5325	0.0649	0.3467	0.3426	0.3726	0.5365	0.0569	0.2488	0.0080	0.3297	0.3067	0.2288	0.3896	0.5944	0.0030	0.5155	0.1179	0.0140	0.9151	0.8342	0.2677	0.3816	0.6224	0.2198	0.4585	0.6254	0.2248	0.6553	0.1049
ASV157_unknown	0.4745	0.0529	0.6244	0.3307	0.0120	0.8022	0.0040	0.0050	0.7952	0.1818	0.5834	0.0989	0.0070	0.0400	0.0030	0.0030	0.0030	0.0020	0.0020	0.0240	0.0020	0.0010	0.5325	0.0030	0.0060	0.0629	0.2877	0.6963	0.7223	0.1998	0.0010	0.0859	0.3656	0.0040	0.0020	0.0050	0.6264	0.0020	0.0879	0.1399	0.0010	0.0100	0.6893	0.0290	0.0110	1.0000	0.0040	0.0030	0.0589	0.0509	0.5524	0.8881	0.0030	0.0060	0.1499	0.0230	0.0490	0.0050	0.0020	0.8442	0.0270	0.0420	0.0010	0.0030	0.0100	0.5844	0.3646	0.0050	0.0030	0.6424	0.0020	0.9391	0.0020	0.0010	0.9281	0.0110	0.0140	0.1768	0.0040	0.1099	0.0999	0.0060	0.0070	0.1369	0.1359	0.0649	0.0020	0.0729	0.0010	0.0070	0.0060	0.0320	0.0010	0.1479	0.0100	0.8841	0.0579	0.0100	0.0050	0.0809	0.1698	0.5195	0.0320	0.0110	0.0020	0.0619	0.1179	0.1918	0.3237	0.0010	0.0729	0.0080	0.1688	0.3936	0.3317	0.0070	0.0759	0.0430	0.0529	0.1429	0.0100	0.0080	0.0020	0.0140	0.0040	0.0030	0.4086	0.0470	0.0010	0.0450	0.7483	0.9301	0.0010	0.1758	0.0350	0.1718	0.0030	0.0270	0.0070	0.1069	0.6204	0.0010	0.5614	0.0050	0.9760	0.0010	0.0470	0.0010	0.0010	0.1409	0.0270	0.0010	0.0010	0.3327	0.0030	0.0240	0.0799	0.0010	0.0839	0.0110	0.0040	0.0020	0.0010	0.0689	0.0050	0.0030	0.0719	0.0180	0.0020	0.0450	0.0200	0.0230	0.0080	0.0080	0.7453	0.0200	0.0949	0.0030	0.6274
ASV158_Mesorhizobium	0.0589	0.1329	0.1808	0.4486	0.0010	0.0699	0.0010	0.0020	0.0479	0.0080	0.8482	0.2208	0.0010	0.0010	0.0280	0.0010	0.0010	0.0010	0.0010	0.1439	0.0699	0.0010	0.0739	0.0010	0.0399	0.0010	0.1029	0.0589	0.0619	0.0010	0.0020	0.1938	0.6663	0.0010	0.0010	0.0020	0.0419	0.2068	0.8012	0.9860	0.0020	0.0370	0.1399	0.0589	0.9820	0.0040	1.0000	0.0020	0.1459	0.0040	1.0000	0.0569	0.0010	0.0010	0.5984	0.0010	0.0030	0.0010	0.0010	0.0379	0.0080	0.8941	0.0030	0.0010	0.1029	0.0359	0.3377	0.0010	0.3596	0.2088	0.2947	0.0469	0.0020	0.9570	0.0659	0.0010	0.0010	0.0030	0.0010	0.6713	0.2827	0.0030	0.0030	0.0010	0.1419	0.5485	0.0010	0.7972	0.3936	0.0010	0.0010	0.0290	0.0010	0.2607	0.0010	0.0210	0.2577	0.0010	0.0010	0.6703	0.1598	0.1109	0.5514	0.0010	0.3287	0.5554	0.7782	0.4226	0.6104	0.0010	0.3996	0.1069	0.1578	0.0829	0.1718	0.0679	0.0080	0.6663	0.0010	0.8262	0.0010	0.0010	0.0410	0.5125	0.0010	0.0010	0.0789	0.9800	0.0090	0.5534	0.0599	0.0509	0.0010	0.8521	0.0010	0.0120	0.0010	0.5245	0.0020	0.0619	0.1618	0.0010	0.3956	0.0010	0.2228	0.0010	0.0010	0.0479	0.0410	0.4076	0.0010	0.0010	0.0010	0.1408	0.0020	0.0010	0.0529	0.0010	0.1758	0.0010	0.0050	0.0010	0.0010	0.0010	0.7832	0.0010	0.3756	0.6374	0.0010	0.0250	0.0679	0.0010	0.0010	0.0020	0.0349	0.0010	0.0699	0.0010	0.0529
ASV160_Mesorhizobium	0.0769	0.0719	0.0404	0.1908	0.0010	0.0334	0.0040	0.0010	0.0274	0.0250	0.6194	0.1758	0.0010	0.0010	0.0280	0.0030	0.0010	0.0030	0.0010	0.0869	0.0674	0.0010	0.0414	0.0005	0.0554	0.0010	0.0959	0.0584	0.1508	0.0010	0.0005	0.2941	0.1893	0.0020	0.0014	0.0014	0.0614	0.1223	0.2657	0.4965	0.0020	0.1548	0.1469	0.0420	0.6623	0.0030	0.0020	1.0000	0.1878	0.0090	0.7013	0.0254	0.0030	0.0010	0.4540	0.0030	0.0010	0.0010	0.0030	0.0973	0.0100	0.9011	0.0010	0.0010	0.0719	0.0404	0.2527	0.0040	0.0474	0.0344	0.0983	0.0314	0.0060	0.9071	0.0404	0.0050	0.0034	0.0020	0.0010	0.3966	0.7283	0.0030	0.0020	0.0020	0.3367	0.1738	0.0010	0.8382	0.9340	0.0030	0.0010	0.0354	0.0010	0.8941	0.0020	0.0519	0.0759	0.0070	0.0010	0.2268	0.1189	0.0789	0.2837	0.0010	0.5779	0.4715	0.4126	0.5874	0.5209	0.0010	0.1618	0.1558	0.1788	0.0544	0.2008	0.0799	0.0260	0.5724	0.0010	0.7972	0.0040	0.0040	0.0599	0.9600	0.0040	0.0040	0.0344	0.2467	0.0060	0.3766	0.0774	0.0704	0.0030	0.9700	0.0080	0.0460	0.0020	0.2118	0.0024	0.6428	0.0914	0.0010	0.8371	0.0020	0.3371	0.0010	0.0030	0.0494	0.0589	0.5265	0.0010	0.0040	0.0010	0.5269	0.0005	0.0010	0.0379	0.0020	0.1079	0.0010	0.0080	0.0010	0.0010	0.0010	0.2352	0.0010	0.2238	0.6703	0.0020	0.0110	0.0889	0.0010	0.0010	0.0030	0.0414	0.0010	0.0719	0.0010	0.0364
ASV161_Mesorhizobium	0.0180	0.1748	0.0819	0.9640	0.0030	0.0769	0.2258	0.0040	0.0679	0.0050	0.0010	0.7842	0.2537	0.5974	0.9940	0.2547	0.0020	0.3616	0.3666	0.7483	0.0629	0.0120	0.0829	0.1189	0.0490	0.0090	0.3247	0.0669	0.1379	0.0030	0.0709	0.1139	0.1528	0.2308	0.0579	0.0330	0.0709	0.0809	0.0340	0.0340	0.2498	0.0010	0.2937	0.2218	0.4785	0.0589	0.1459	0.1878	1.0000	0.0240	0.1648	0.0769	0.6194	0.2058	0.3866	0.0060	0.0060	0.0030	0.1968	0.0689	0.0010	0.0170	0.0669	0.0030	0.3147	0.0589	0.3417	0.2907	0.1129	0.0769	0.1489	0.0430	0.3766	0.1419	0.0789	0.1369	0.2278	0.0080	0.0080	0.0549	0.2507	0.1159	0.0100	0.0160	0.5794	0.0150	0.0070	0.9031	0.1758	0.3606	0.0100	0.0020	0.0040	0.0529	0.1628	0.0040	0.0050	0.4286	0.0220	0.0120	0.8432	0.1189	0.0060	0.0040	0.0739	0.0270	0.0150	0.0130	0.1858	0.0080	0.0100	0.0060	0.2527	0.1409	0.2717	0.0040	0.0020	0.0300	0.0290	0.0210	0.4795	0.5205	0.1508	0.2208	0.6064	0.4466	0.1069	0.2378	0.8292	0.0360	0.1139	0.1518	0.4955	0.0240	0.0220	0.1149	0.0110	0.0120	0.2038	0.1069	0.1389	0.0110	0.2977	0.3077	0.0819	0.0120	0.0020	0.0340	0.0809	0.0250	0.0040	0.2667	0.0070	0.1469	0.1459	0.0030	0.0859	0.0270	0.4715	0.0040	0.0010	0.0060	0.0100	0.0120	0.1339	0.1648	0.9620	0.0959	0.2168	0.0050	0.0030	0.0030	0.0120	0.1049	0.0969	0.0050	0.0430	0.2208	0.0979
ASV162_ANPR	0.0020	0.3267	0.0170	0.0010	0.0010	0.0290	0.0050	0.0030	0.0300	0.0030	0.0340	0.0280	0.0060	0.3137	0.3896	0.0320	0.0020	0.0040	0.0060	0.9241	0.0609	0.0100	0.0440	0.0070	0.0160	0.0010	0.0010	0.0120	0.3087	0.0010	0.0020	0.1189	0.0050	0.0180	0.0080	0.0010	0.0090	0.1229	0.0080	0.0110	0.0380	0.0659	0.1528	0.0010	0.5255	0.0509	0.0040	0.0090	0.0240	1.0000	0.7752	0.0240	0.0150	0.0270	0.2028	0.0010	0.0010	0.0040	0.0100	0.0120	0.0080	0.1109	0.0020	0.0010	0.0160	0.0200	0.6174	0.0070	0.1588	0.0529	0.1788	0.0120	0.0100	0.3017	0.0190	0.0060	0.0140	0.0010	0.0030	0.0120	0.0250	0.0100	0.0050	0.0080	0.0549	0.0080	0.0040	0.3297	0.1968	0.0070	0.0010	0.0160	0.0030	0.0130	0.0040	0.0030	0.1079	0.0150	0.0020	0.0030	0.0250	0.2108	0.0080	0.0010	0.1129	0.0060	0.0110	0.0230	0.2607	0.0020	0.0030	0.0080	0.5105	0.0430	0.0969	0.0080	0.0020	0.0579	0.0010	0.0010	0.0160	0.0060	0.1369	0.2627	0.0140	0.0050	0.0370	0.3866	0.0959	0.0460	0.0340	0.2997	0.0080	0.0070	0.0020	0.1518	0.0010	0.0010	0.0150	0.1239	0.4386	0.0110	0.9610	0.0180	0.1558	0.0250	0.0030	0.0769	0.0140	0.0040	0.0010	0.0320	0.0020	0.0889	0.0150	0.0010	0.0380	0.0050	0.8472	0.0010	0.0400	0.0010	0.0500	0.0010	0.2048	0.0080	0.0470	0.1399	0.0050	0.0120	0.0020	0.0010	0.0020	0.0140	0.0140	0.0010	0.0539	0.0010	0.0549
ASV165_Herbaspirillum	0.1518	0.2158	0.2038	0.9261	0.3666	0.0819	0.9770	0.4376	0.0509	0.8911	0.0509	0.9550	0.9021	0.7642	0.3576	0.9371	0.4486	0.8142	0.8422	0.4625	0.1538	0.9780	0.0989	0.6993	0.1678	0.5804	0.3736	0.1508	0.0699	0.0999	0.8382	0.5624	0.4705	0.8811	0.5165	0.1588	0.0519	0.1848	0.4486	0.4815	0.3586	0.1359	0.3157	0.3606	0.4545	0.5524	1.0000	0.7013	0.1648	0.7752	1.0000	0.1079	0.8651	0.7103	0.7253	0.6444	0.3397	0.2807	0.8222	0.1708	0.5904	0.5724	0.3067	0.3686	0.0370	0.1738	0.2967	0.6863	0.8671	0.0490	0.8601	0.0460	0.5814	0.7502	0.0619	0.8771	0.3496	0.6024	0.4256	0.9221	0.2428	0.4356	0.7403	0.2068	0.0490	0.5295	0.4625	0.9191	0.5984	0.9161	0.2258	0.0490	0.3826	0.1788	0.9530	0.0559	0.4715	0.5285	0.4216	0.3117	0.4416	0.0030	0.6933	0.3127	0.5614	0.3407	0.1189	0.3986	0.5305	0.6693	0.2198	0.0689	0.7762	0.0779	0.4875	0.1059	0.9021	0.9620	0.2557	0.9950	0.5704	0.7353	0.8032	0.2667	0.5225	0.9690	0.1079	0.4436	0.6184	0.6284	0.0949	0.0020	0.9071	0.7173	0.2398	0.2008	0.8901	0.6364	0.6044	0.8352	0.2458	0.9900	0.1768	0.8402	0.0030	0.6943	0.1439	0.1738	0.1399	0.4505	0.5225	0.7662	0.7892	0.0030	0.4995	0.2937	0.4555	0.9351	0.1469	0.2707	0.2068	0.9141	0.9620	0.3946	0.5754	0.6633	0.0939	0.6643	0.3237	0.5584	0.1179	0.3097	0.4156	0.9590	0.0619	0.1349	0.0569	0.8292	0.0849
ASV166_Mesorhizobium	0.0549	0.0579	0.0005	0.9710	0.0020	0.0005	0.0589	0.0010	0.0005	0.3766	0.2747	0.8182	0.0419	0.0030	0.6693	0.0549	0.0010	0.0559	0.0559	0.9960	0.0294	0.0010	0.0005	0.0404	0.0194	0.0010	0.4166	0.0005	0.2218	0.0020	0.0374	0.0314	0.0504	0.2327	0.0244	0.0264	0.0005	0.0334	0.1568	0.1209	0.1299	0.0150	0.7982	0.2028	0.2577	0.8881	0.0569	0.0254	0.0769	0.0240	0.1079	1.0000	0.6703	0.0829	0.0594	0.0150	0.0070	0.0020	0.0469	0.0014	0.0759	0.6933	0.0110	0.0010	0.1508	0.0005	0.0559	0.1828	0.0354	0.0014	0.0594	0.0005	0.0899	0.0849	0.0014	0.0549	0.0434	0.0070	0.0010	0.2138	0.8202	0.0749	0.0509	0.0010	0.6633	0.0829	0.0020	0.1838	0.0659	0.0679	0.0010	0.0174	0.0020	0.2138	0.0509	0.0180	0.0499	0.1249	0.0010	0.0949	0.2677	0.0629	0.1249	0.0010	0.0294	0.1109	0.1189	0.6394	0.0404	0.0010	0.1648	0.0349	0.0889	0.0005	0.0739	0.0339	0.5305	0.0949	0.0010	0.3526	0.0989	0.2048	0.0519	0.1378	0.4425	0.0819	0.0005	0.1109	0.1449	0.0679	0.0005	0.0254	0.0799	0.1658	0.0020	0.0010	0.0050	0.0799	0.2052	0.0424	0.0384	0.3866	0.0549	0.0919	0.0214	0.0689	0.0020	0.0334	0.0460	0.0819	0.0030	0.0869	0.0010	0.0304	0.0264	0.0020	0.0459	0.0050	0.8831	0.0010	0.0310	0.0060	0.6913	0.0020	0.0324	0.0559	0.5904	0.0529	0.0459	0.2148	0.0469	0.0010	0.0020	0.0389	0.0014	0.0010	0.0379	0.0979	0.0005
ASV17_ANPR	0.1369	0.3437	0.0889	0.1109	0.0010	0.2278	0.0010	0.0010	0.1049	0.0130	0.8921	0.2478	0.0010	0.0010	0.0330	0.0010	0.0010	0.0010	0.0030	0.0290	0.1179	0.0010	0.3317	0.0050	0.2198	0.0010	0.1578	0.3806	0.0529	0.0010	0.0020	0.2328	0.7532	0.0010	0.0010	0.0010	0.2907	0.1678	0.3506	0.5285	0.0110	0.1089	0.1039	0.0809	0.6414	0.0030	0.0010	0.0030	0.6194	0.0150	0.8651	0.6703	1.0000	0.0010	0.9760	0.0010	0.0010	0.0010	0.0020	0.5644	0.0320	0.9720	0.0020	0.0010	0.0959	0.1628	0.9690	0.0010	0.1918	0.4865	0.1489	0.2468	0.0010	0.4266	0.5864	0.0010	0.0050	0.0060	0.0010	0.5145	0.9880	0.0010	0.0150	0.0010	0.2557	0.3576	0.0010	0.5435	0.5764	0.0010	0.0010	0.0889	0.0010	0.8671	0.0010	0.0779	0.6593	0.0010	0.0010	0.3786	0.2108	0.6144	0.4446	0.0010	0.2098	0.3536	0.4995	0.6404	0.6953	0.0010	0.5155	0.1229	0.7642	0.4625	0.8531	0.1548	0.0090	0.3896	0.0010	0.6983	0.0020	0.0010	0.0490	0.5674	0.0010	0.0010	0.4066	0.5075	0.0040	0.2617	0.2987	0.5205	0.0010	0.6374	0.0060	0.0999	0.0010	0.2108	0.0030	0.5594	0.3147	0.0010	0.7532	0.0010	0.8482	0.0010	0.0020	0.0689	0.0599	0.6563	0.0010	0.0030	0.0010	0.3526	0.0020	0.0010	0.0759	0.0010	0.1409	0.0010	0.0599	0.0010	0.0020	0.0010	0.1019	0.0010	0.2887	0.6434	0.0020	0.0310	0.1349	0.0010	0.0010	0.0010	0.2058	0.0010	0.3786	0.0010	0.3896
ASV170_Mesorhizobium	0.0849	0.1049	0.0889	0.3307	0.0010	0.1229	0.0020	0.0010	0.0959	0.0190	0.8941	0.3107	0.0020	0.0010	0.0420	0.0160	0.0010	0.0010	0.0010	0.0739	0.1798	0.0010	0.2268	0.0050	0.0679	0.0010	0.1508	0.0939	0.1129	0.0010	0.0020	0.0739	0.8062	0.0010	0.0030	0.0010	0.0959	0.7692	0.4366	0.7722	0.0130	0.0160	0.2098	0.1548	0.5125	0.0060	0.0010	0.0010	0.2058	0.0270	0.7103	0.0829	0.0010	1.0000	0.3117	0.0040	0.0030	0.0010	0.0010	0.0829	0.0190	0.9850	0.0010	0.0010	0.0779	0.0739	0.1798	0.0010	0.1628	0.2867	0.4066	0.1099	0.0010	0.4595	0.2048	0.0010	0.0020	0.0050	0.0010	0.7473	0.3447	0.0020	0.0030	0.0010	0.2058	0.4725	0.0010	0.9830	0.5135	0.0010	0.0010	0.0619	0.0010	0.6204	0.0010	0.0240	0.0769	0.0010	0.0010	0.6773	0.5245	0.3137	0.6214	0.0010	0.4335	1.0000	0.7922	0.3397	0.3836	0.0010	0.3407	0.1558	0.1778	0.1738	0.6074	0.1269	0.0140	0.7123	0.0010	0.5904	0.0010	0.0010	0.0749	0.1239	0.0010	0.0010	0.1458	0.8382	0.0040	0.3187	0.4056	0.0809	0.0010	0.9680	0.0040	0.0130	0.0040	0.4885	0.0010	0.2867	0.1029	0.0010	0.4705	0.0010	0.2308	0.0010	0.0010	0.1189	0.0350	0.5584	0.0020	0.0030	0.0010	0.2337	0.0030	0.0010	0.0370	0.0020	0.7942	0.0020	0.0060	0.0010	0.0010	0.0010	0.3466	0.0010	0.1928	0.3297	0.0030	0.0360	0.1229	0.0020	0.0010	0.0020	0.0999	0.0010	0.0939	0.0010	0.1328
ASV171_Pseudomonas	0.1189	0.1089	0.0364	0.1718	0.1159	0.0374	0.7712	0.1109	0.0354	0.8082	0.8901	0.1209	0.6094	0.4795	0.0989	0.5814	0.1439	0.3676	0.6004	0.4575	0.1343	0.0669	0.0284	0.5499	0.0424	0.3027	0.1718	0.0424	0.3197	0.3297	0.1373	0.0014	0.9445	0.9011	0.3241	0.1883	0.0334	0.1023	0.7203	0.2747	0.7362	0.0420	0.1259	0.0699	0.0349	0.1499	0.5984	0.4540	0.3866	0.2028	0.7253	0.0594	0.9760	0.3117	1.0000	0.1459	0.5574	0.1069	0.6254	0.0484	0.5115	0.0360	0.0629	0.1129	0.0939	0.0444	0.1099	0.8971	0.0574	0.0404	0.1013	0.0384	0.2927	0.0240	0.0564	0.8541	0.4020	0.6214	0.1419	0.0859	0.1239	0.7552	0.1658	0.2088	0.1399	0.3207	0.0819	0.0240	0.0419	0.4505	0.0569	0.0244	0.1538	0.0759	0.5334	0.0719	0.0090	0.6873	0.0869	0.5634	0.2278	0.1758	0.2837	0.0749	0.8066	0.5335	0.4396	0.1628	0.0014	0.0380	0.1918	0.0719	0.3027	0.0244	0.2967	0.0869	0.1049	0.0340	0.1698	0.0839	0.6484	0.8591	0.5674	0.0020	0.8212	0.9410	0.0674	0.0010	0.3357	0.0490	0.0384	0.5059	0.9910	0.0340	0.0070	0.0739	0.4935	0.3397	0.2642	0.0005	0.0364	0.0759	0.9680	0.8521	0.3791	0.1159	0.0789	0.1813	0.0070	0.8811	0.2098	0.7892	0.0679	0.0544	0.8376	0.1548	0.0030	0.0519	0.0030	0.0979	0.0380	0.0350	0.0989	0.2068	0.4300	0.7852	0.0729	0.0010	0.1059	0.9061	0.3336	0.1039	0.1079	0.4695	0.0454	0.0979	0.0529	0.6483	0.0444
ASV176_unknown	0.0020	0.0699	0.0100	0.0100	0.0010	0.0200	0.0020	0.0010	0.0110	0.0020	0.0110	0.0420	0.0030	0.0280	0.1369	0.0060	0.0010	0.0040	0.0050	0.4875	0.0100	0.0030	0.0160	0.0020	0.0300	0.0010	0.0010	0.0020	0.0929	0.0010	0.0020	0.0380	0.0030	0.0090	0.0020	0.0020	0.0030	0.0160	0.0010	0.0040	0.0020	0.0120	0.0440	0.0010	0.2887	0.0230	0.0010	0.0030	0.0060	0.0010	0.6444	0.0150	0.0010	0.0040	0.1459	1.0000	0.0010	0.0010	0.0040	0.0060	0.0040	0.0440	0.0030	0.0010	0.0040	0.0070	0.4226	0.0040	0.0589	0.0160	0.0450	0.0020	0.0010	0.0360	0.0040	0.0030	0.0160	0.0010	0.0010	0.0050	0.0050	0.0010	0.0050	0.0010	0.1239	0.0020	0.0010	0.9171	0.0819	0.0040	0.0010	0.0150	0.0010	0.0100	0.0020	0.0020	0.0320	0.0070	0.0010	0.0030	0.0749	0.1618	0.0030	0.0010	0.0160	0.0020	0.0010	0.0250	0.1059	0.0010	0.0010	0.0090	0.7293	0.0180	0.3866	0.0040	0.0050	0.0160	0.0010	0.0010	0.0100	0.0030	0.0290	0.0649	0.0030	0.0040	0.0190	0.1109	0.0350	0.0360	0.0130	0.1548	0.0010	0.0010	0.0020	0.0290	0.0010	0.0010	0.0050	0.0509	0.5005	0.0060	0.9111	0.0040	0.1429	0.0110	0.0010	0.0050	0.0260	0.0010	0.0010	0.0050	0.0030	0.0250	0.0070	0.0010	0.0360	0.0040	0.4196	0.0010	0.0040	0.0010	0.0160	0.0010	0.0290	0.0010	0.0240	0.0380	0.0040	0.0010	0.0020	0.0010	0.0010	0.0010	0.0080	0.0010	0.0430	0.0010	0.0080
ASV178_unknown	0.0010	0.1598	0.0100	0.1029	0.0010	0.0050	0.0030	0.0010	0.0070	0.0010	0.0010	0.2517	0.0010	0.0140	0.2308	0.0160	0.0010	0.0010	0.0010	0.7213	0.0579	0.0040	0.0190	0.0010	0.0390	0.0010	0.0040	0.0010	0.0460	0.0010	0.0010	0.2498	0.0010	0.0030	0.0010	0.0010	0.0030	0.0539	0.0010	0.0010	0.0070	0.0020	0.0180	0.0040	0.9461	0.0490	0.0030	0.0010	0.0060	0.0010	0.3397	0.0070	0.0010	0.0030	0.5574	0.0010	1.0000	0.0010	0.0010	0.0050	0.0010	0.2228	0.0050	0.0010	0.0589	0.0070	0.5824	0.0040	0.1908	0.0090	0.3826	0.0050	0.0020	0.3976	0.0060	0.0020	0.0020	0.0010	0.0010	0.0010	0.0160	0.0010	0.0030	0.0010	0.2398	0.0010	0.0020	0.8042	0.7003	0.0010	0.0010	0.0090	0.0010	0.0020	0.0020	0.0010	0.1029	0.0030	0.0010	0.0010	0.2318	0.0909	0.0030	0.0010	0.1888	0.0010	0.0020	0.0709	0.1528	0.0010	0.0010	0.0010	0.7033	0.0090	0.7742	0.0020	0.0010	0.0230	0.0010	0.0010	0.0030	0.0010	0.0699	0.3397	0.0050	0.0020	0.0130	0.5055	0.0799	0.0300	0.0120	0.0759	0.0030	0.0020	0.0010	0.0150	0.0010	0.0010	0.0020	0.1419	0.8122	0.0010	0.6873	0.0010	0.0509	0.0070	0.0010	0.0350	0.1209	0.0010	0.0010	0.0060	0.0010	0.0110	0.0010	0.0010	0.0639	0.0020	0.8062	0.0010	0.0040	0.0010	0.0090	0.0010	0.1449	0.0020	0.3107	0.2118	0.0030	0.0020	0.0010	0.0010	0.0010	0.0010	0.0040	0.0010	0.0330	0.0020	0.0260
