"Cor","CorRange","CorrB","CorrStrong","interaction","n1","n2","name","name2","Pvalue","selected","shared interaction","shared name","v1","v2"
"-0.4036","Strong","Negative","Negative_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV34_ANPR","","0.001","false","interacts with","ASV58_ANPR (interacts with) ASV34_ANPR","",""
"-0.3803","Weak","Negative","Negative_Weak","interacts with","","","ASV58_ANPR (interacts with) ASV33_ANPR","","0.001","false","interacts with","ASV58_ANPR (interacts with) ASV33_ANPR","",""
"-0.4024","Strong","Negative","Negative_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV31_Mesorhizobium","","0.001","false","interacts with","ASV58_ANPR (interacts with) ASV31_Mesorhizobium","",""
"-0.3469","Weak","Negative","Negative_Weak","interacts with","","","ASV58_ANPR (interacts with) ASV3_ANPR","","0.003","false","interacts with","ASV58_ANPR (interacts with) ASV3_ANPR","",""
"-0.4158","Strong","Negative","Negative_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV27_unknown","","0.001","false","interacts with","ASV58_ANPR (interacts with) ASV27_unknown","",""
"0.5319","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV250_Mesorhizobium","","5.0E-4","false","interacts with","ASV58_ANPR (interacts with) ASV250_Mesorhizobium","",""
"0.5626","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV244_ANPR","","5.0E-4","false","interacts with","ASV58_ANPR (interacts with) ASV244_ANPR","",""
"0.542","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV231_Mesorhizobium","","5.0E-4","false","interacts with","ASV58_ANPR (interacts with) ASV231_Mesorhizobium","",""
"0.5073","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV217_Mesorhizobium","","5.0E-4","false","interacts with","ASV58_ANPR (interacts with) ASV217_Mesorhizobium","",""
"-0.383","Weak","Negative","Negative_Weak","interacts with","","","ASV58_ANPR (interacts with) ASV21_ANPR","","0.001","false","interacts with","ASV58_ANPR (interacts with) ASV21_ANPR","",""
"0.5788","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV188_Mesorhizobium","","5.0E-4","false","interacts with","ASV58_ANPR (interacts with) ASV188_Mesorhizobium","",""
"-0.4061","Strong","Negative","Negative_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV18_ANPR","","0.001","false","interacts with","ASV58_ANPR (interacts with) ASV18_ANPR","",""
"0.5519","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV166_Mesorhizobium","","5.0E-4","false","interacts with","ASV58_ANPR (interacts with) ASV166_Mesorhizobium","",""
"0.5489","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV144_ANPR","","5.0E-4","false","interacts with","ASV58_ANPR (interacts with) ASV144_ANPR","",""
"-0.3468","Weak","Negative","Negative_Weak","interacts with","","","ASV58_ANPR (interacts with) ASV139_ANPR","","0.003","false","interacts with","ASV58_ANPR (interacts with) ASV139_ANPR","",""
"0.5914","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV135_unknown","","5.0E-4","false","interacts with","ASV58_ANPR (interacts with) ASV135_unknown","",""
"-0.3277","Weak","Negative","Negative_Weak","interacts with","","","ASV58_ANPR (interacts with) ASV126_unknown","","0.006","false","interacts with","ASV58_ANPR (interacts with) ASV126_unknown","",""
"0.5678","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV125_unknown","","5.0E-4","false","interacts with","ASV58_ANPR (interacts with) ASV125_unknown","",""
"-0.3145","Weak","Negative","Negative_Weak","interacts with","","","ASV58_ANPR (interacts with) ASV124_Mesorhizobium","","0.005","false","interacts with","ASV58_ANPR (interacts with) ASV124_Mesorhizobium","",""
"-0.4051","Strong","Negative","Negative_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV12_Mesorhizobium","","0.001","false","interacts with","ASV58_ANPR (interacts with) ASV12_Mesorhizobium","",""
"-0.3149","Weak","Negative","Negative_Weak","interacts with","","","ASV58_ANPR (interacts with) ASV118_Mesorhizobium","","0.007","false","interacts with","ASV58_ANPR (interacts with) ASV118_Mesorhizobium","",""
"0.5651","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV110_ANPR","","0.0014","false","interacts with","ASV58_ANPR (interacts with) ASV110_ANPR","",""
"-0.3911","Weak","Negative","Negative_Weak","interacts with","","","ASV58_ANPR (interacts with) ASV11_unknown","","0.003","false","interacts with","ASV58_ANPR (interacts with) ASV11_unknown","",""
"0.57","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV108_Mesorhizobium","","5.0E-4","false","interacts with","ASV58_ANPR (interacts with) ASV108_Mesorhizobium","",""
"-0.3474","Weak","Negative","Negative_Weak","interacts with","","","ASV58_ANPR (interacts with) ASV106_Mesorhizobium","","0.002","false","interacts with","ASV58_ANPR (interacts with) ASV106_Mesorhizobium","",""
"0.5711","Strong","Positive","Positive_Strong","interacts with","","","ASV58_ANPR (interacts with) ASV104_Mesorhizobium","","5.0E-4","false","interacts with","ASV58_ANPR (interacts with) ASV104_Mesorhizobium","",""
"-0.3539","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV49_ANPR","","0.002","false","interacts with","ASV56_ANPR (interacts with) ASV49_ANPR","",""
"0.6384","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV43_unknown","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV43_unknown","",""
"-0.3763","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV41_unknown","","0.003","false","interacts with","ASV56_ANPR (interacts with) ASV41_unknown","",""
"-0.3782","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV39_unknown","","0.001","false","interacts with","ASV56_ANPR (interacts with) ASV39_unknown","",""
"-0.3932","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV37_unknown","","0.002","false","interacts with","ASV56_ANPR (interacts with) ASV37_unknown","",""
"-0.3615","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV34_ANPR","","0.003","false","interacts with","ASV56_ANPR (interacts with) ASV34_ANPR","",""
"-0.3768","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV33_ANPR","","0.001","false","interacts with","ASV56_ANPR (interacts with) ASV33_ANPR","",""
"-0.3928","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV31_Mesorhizobium","","0.003","false","interacts with","ASV56_ANPR (interacts with) ASV31_Mesorhizobium","",""
"-0.374","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV3_ANPR","","0.002","false","interacts with","ASV56_ANPR (interacts with) ASV3_ANPR","",""
"-0.3762","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV27_unknown","","0.002","false","interacts with","ASV56_ANPR (interacts with) ASV27_unknown","",""
"0.5468","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV250_Mesorhizobium","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV250_Mesorhizobium","",""
"0.5447","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV244_ANPR","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV244_ANPR","",""
"0.5312","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV231_Mesorhizobium","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV231_Mesorhizobium","",""
"0.5524","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV217_Mesorhizobium","","0.0014","false","interacts with","ASV56_ANPR (interacts with) ASV217_Mesorhizobium","",""
"-0.3821","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV21_ANPR","","0.002","false","interacts with","ASV56_ANPR (interacts with) ASV21_ANPR","",""
"0.5779","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV188_Mesorhizobium","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV188_Mesorhizobium","",""
"-0.3675","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV18_ANPR","","0.002","false","interacts with","ASV56_ANPR (interacts with) ASV18_ANPR","",""
"0.5841","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV166_Mesorhizobium","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV166_Mesorhizobium","",""
"0.5906","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV144_ANPR","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV144_ANPR","",""
"-0.3185","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV139_ANPR","","0.003","false","interacts with","ASV56_ANPR (interacts with) ASV139_ANPR","",""
"0.5867","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV135_unknown","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV135_unknown","",""
"-0.3193","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV126_unknown","","0.007","false","interacts with","ASV56_ANPR (interacts with) ASV126_unknown","",""
"0.5897","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV125_unknown","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV125_unknown","",""
"-0.3061","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV124_Mesorhizobium","","0.007","false","interacts with","ASV56_ANPR (interacts with) ASV124_Mesorhizobium","",""
"-0.3781","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV12_Mesorhizobium","","0.001","false","interacts with","ASV56_ANPR (interacts with) ASV12_Mesorhizobium","",""
"0.6034","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV110_ANPR","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV110_ANPR","",""
"-0.3756","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV11_unknown","","0.001","false","interacts with","ASV56_ANPR (interacts with) ASV11_unknown","",""
"0.5941","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV108_Mesorhizobium","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV108_Mesorhizobium","",""
"-0.3647","Weak","Negative","Negative_Weak","interacts with","","","ASV56_ANPR (interacts with) ASV106_Mesorhizobium","","0.001","false","interacts with","ASV56_ANPR (interacts with) ASV106_Mesorhizobium","",""
"0.5969","Strong","Positive","Positive_Strong","interacts with","","","ASV56_ANPR (interacts with) ASV104_Mesorhizobium","","5.0E-4","false","interacts with","ASV56_ANPR (interacts with) ASV104_Mesorhizobium","",""
"-0.3752","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV41_unknown","","0.002","false","interacts with","ASV43_unknown (interacts with) ASV41_unknown","",""
"-0.3627","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV39_unknown","","0.003","false","interacts with","ASV43_unknown (interacts with) ASV39_unknown","",""
"-0.3888","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV37_unknown","","0.001","false","interacts with","ASV43_unknown (interacts with) ASV37_unknown","",""
"-0.3897","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV34_ANPR","","0.003","false","interacts with","ASV43_unknown (interacts with) ASV34_ANPR","",""
"-0.3901","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV33_ANPR","","0.001","false","interacts with","ASV43_unknown (interacts with) ASV33_ANPR","",""
"-0.3524","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV31_Mesorhizobium","","0.003","false","interacts with","ASV43_unknown (interacts with) ASV31_Mesorhizobium","",""
"-0.3606","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV3_ANPR","","0.002","false","interacts with","ASV43_unknown (interacts with) ASV3_ANPR","",""
"-0.3788","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV27_unknown","","0.001","false","interacts with","ASV43_unknown (interacts with) ASV27_unknown","",""
"0.5792","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV250_Mesorhizobium","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV250_Mesorhizobium","",""
"0.5877","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV244_ANPR","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV244_ANPR","",""
"0.5928","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV231_Mesorhizobium","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV231_Mesorhizobium","",""
"0.5517","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV217_Mesorhizobium","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV217_Mesorhizobium","",""
"-0.3596","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV21_ANPR","","0.005","false","interacts with","ASV43_unknown (interacts with) ASV21_ANPR","",""
"0.5897","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV188_Mesorhizobium","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV188_Mesorhizobium","",""
"-0.3828","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV18_ANPR","","0.001","false","interacts with","ASV43_unknown (interacts with) ASV18_ANPR","",""
"-0.2967","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV178_unknown","","0.009","false","interacts with","ASV43_unknown (interacts with) ASV178_unknown","",""
"0.6087","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV166_Mesorhizobium","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV166_Mesorhizobium","",""
"0.6191","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV144_ANPR","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV144_ANPR","",""
"0.6039","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV135_unknown","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV135_unknown","",""
"-0.3044","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV126_unknown","","0.003","false","interacts with","ASV43_unknown (interacts with) ASV126_unknown","",""
"0.6167","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV125_unknown","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV125_unknown","",""
"-0.3097","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV124_Mesorhizobium","","0.009","false","interacts with","ASV43_unknown (interacts with) ASV124_Mesorhizobium","",""
"-0.3891","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV12_Mesorhizobium","","0.001","false","interacts with","ASV43_unknown (interacts with) ASV12_Mesorhizobium","",""
"0.6268","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV110_ANPR","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV110_ANPR","",""
"-0.3755","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV11_unknown","","0.001","false","interacts with","ASV43_unknown (interacts with) ASV11_unknown","",""
"0.6397","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV108_Mesorhizobium","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV108_Mesorhizobium","",""
"-0.3488","Weak","Negative","Negative_Weak","interacts with","","","ASV43_unknown (interacts with) ASV106_Mesorhizobium","","0.003","false","interacts with","ASV43_unknown (interacts with) ASV106_Mesorhizobium","",""
"0.5911","Strong","Positive","Positive_Strong","interacts with","","","ASV43_unknown (interacts with) ASV104_Mesorhizobium","","5.0E-4","false","interacts with","ASV43_unknown (interacts with) ASV104_Mesorhizobium","",""
"0.5902","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV261_ANPR","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV261_ANPR","",""
"-0.4345","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV26_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV26_Mesorhizobium","",""
"-0.4707","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV254_ANPR","","0.002","false","interacts with","ASV27_unknown (interacts with) ASV254_ANPR","",""
"-0.4135","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV250_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV250_Mesorhizobium","",""
"-0.4525","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV247_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV247_Mesorhizobium","",""
"-0.43","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV244_ANPR","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV244_ANPR","",""
"-0.3813","Weak","Negative","Negative_Weak","interacts with","","","ASV27_unknown (interacts with) ASV231_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV231_Mesorhizobium","",""
"-0.4872","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV22_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV22_Mesorhizobium","",""
"-0.4018","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV217_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV217_Mesorhizobium","",""
"0.9255","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV21_ANPR","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV21_ANPR","",""
"0.6867","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV202_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV202_unknown","",""
"-0.4661","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV197_Mesorhizobium","","0.003","false","interacts with","ASV27_unknown (interacts with) ASV197_Mesorhizobium","",""
"-0.4191","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV188_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV188_Mesorhizobium","",""
"-0.5246","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV185_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV185_unknown","",""
"0.9174","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV18_ANPR","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV18_ANPR","",""
"0.69","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV178_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV178_unknown","",""
"0.6436","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV176_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV176_unknown","",""
"-0.5083","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV170_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV170_Mesorhizobium","",""
"-0.5211","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV17_ANPR","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV17_ANPR","",""
"-0.4119","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV166_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV166_Mesorhizobium","",""
"0.5129","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV162_ANPR","","0.003","false","interacts with","ASV27_unknown (interacts with) ASV162_ANPR","",""
"-0.3867","Weak","Negative","Negative_Weak","interacts with","","","ASV27_unknown (interacts with) ASV161_Mesorhizobium","","0.008","false","interacts with","ASV27_unknown (interacts with) ASV161_Mesorhizobium","",""
"-0.4719","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV160_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV160_Mesorhizobium","",""
"-0.505","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV158_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV158_Mesorhizobium","",""
"0.4841","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV157_unknown","","0.004","false","interacts with","ASV27_unknown (interacts with) ASV157_unknown","",""
"0.7663","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV15_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV15_Mesorhizobium","",""
"-0.4103","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV1464_unknown","","0.002","false","interacts with","ASV27_unknown (interacts with) ASV1464_unknown","",""
"-0.4311","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV144_ANPR","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV144_ANPR","",""
"-0.4884","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV1431_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV1431_unknown","",""
"-0.473","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV1430_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV1430_unknown","",""
"-0.5029","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV142_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV142_unknown","",""
"-0.4656","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV1395_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV1395_unknown","",""
"0.7359","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV139_ANPR","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV139_ANPR","",""
"-0.4142","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV135_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV135_unknown","",""
"0.7449","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV126_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV126_unknown","",""
"-0.4684","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV1257_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV1257_unknown","",""
"-0.4334","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV125_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV125_unknown","",""
"0.7612","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV124_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV124_Mesorhizobium","",""
"-0.2642","Weak","Negative","Negative_Weak","interacts with","","","ASV27_unknown (interacts with) ASV1224_Duganella","","0.009","false","interacts with","ASV27_unknown (interacts with) ASV1224_Duganella","",""
"-0.4966","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV121_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV121_Mesorhizobium","",""
"-0.4969","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV120_ANPR","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV120_ANPR","",""
"0.9185","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV12_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV12_Mesorhizobium","",""
"-0.3867","Weak","Negative","Negative_Weak","interacts with","","","ASV27_unknown (interacts with) ASV1191_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV1191_unknown","",""
"0.6971","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV118_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV118_Mesorhizobium","",""
"-0.5011","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV117_ANPR","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV117_ANPR","",""
"-0.3961","Weak","Negative","Negative_Weak","interacts with","","","ASV27_unknown (interacts with) ASV110_ANPR","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV110_ANPR","",""
"0.9136","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV11_unknown","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV11_unknown","",""
"-0.4794","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV109_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV109_Mesorhizobium","",""
"-0.3909","Weak","Negative","Negative_Weak","interacts with","","","ASV27_unknown (interacts with) ASV108_Mesorhizobium","","0.002","false","interacts with","ASV27_unknown (interacts with) ASV108_Mesorhizobium","",""
"0.8364","Strong","Positive","Positive_Strong","interacts with","","","ASV27_unknown (interacts with) ASV106_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV106_Mesorhizobium","",""
"-0.4007","Strong","Negative","Negative_Strong","interacts with","","","ASV27_unknown (interacts with) ASV104_Mesorhizobium","","0.001","false","interacts with","ASV27_unknown (interacts with) ASV104_Mesorhizobium","",""
"0.5417","Strong","Positive","Positive_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV244_ANPR","","5.0E-4","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV244_ANPR","",""
"0.538","Strong","Positive","Positive_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV231_Mesorhizobium","","5.0E-4","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV231_Mesorhizobium","",""
"0.5375","Strong","Positive","Positive_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV217_Mesorhizobium","","5.0E-4","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV217_Mesorhizobium","",""
"-0.4045","Strong","Negative","Negative_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV21_ANPR","","0.001","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV21_ANPR","",""
"-0.2931","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV202_unknown","","0.009","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV202_unknown","",""
"0.5302","Strong","Positive","Positive_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV188_Mesorhizobium","","5.0E-4","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV188_Mesorhizobium","",""
"-0.3929","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV18_ANPR","","0.003","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV18_ANPR","",""
