"Cor","CorRange","CorrB","CorrStrong","interaction","n1","n2","name","name2","Pvalue","selected","shared interaction","shared name","v1","v2"
"0.3835","Weak","Positive","Positive_Weak","interacts with","","","ASV451_ANPR (interacts with) ASV311_ANPR","","0.004","false","interacts with","ASV451_ANPR (interacts with) ASV311_ANPR","",""
"0.342","Weak","Positive","Positive_Weak","interacts with","","","ASV451_ANPR (interacts with) ASV218_Variovorax","","0.009","false","interacts with","ASV451_ANPR (interacts with) ASV218_Variovorax","",""
"0.3327","Weak","Positive","Positive_Weak","interacts with","","","ASV451_ANPR (interacts with) ASV2_Mesorhizobium","","0.005","false","interacts with","ASV451_ANPR (interacts with) ASV2_Mesorhizobium","",""
"0.3787","Weak","Positive","Positive_Weak","interacts with","","","ASV451_ANPR (interacts with) ASV153_ANPR","","0.004","false","interacts with","ASV451_ANPR (interacts with) ASV153_ANPR","",""
"0.4276","Strong","Positive","Positive_Strong","interacts with","","","ASV667_unknown (interacts with) ASV581_unknown","","5.0E-4","false","interacts with","ASV667_unknown (interacts with) ASV581_unknown","",""
"0.4486","Strong","Positive","Positive_Strong","interacts with","","","ASV667_unknown (interacts with) ASV382_Mesorhizobium","","0.001","false","interacts with","ASV667_unknown (interacts with) ASV382_Mesorhizobium","",""
"0.3068","Weak","Positive","Positive_Weak","interacts with","","","ASV667_unknown (interacts with) ASV35_Mesorhizobium","","0.003","false","interacts with","ASV667_unknown (interacts with) ASV35_Mesorhizobium","",""
"-0.2524","Weak","Negative","Negative_Weak","interacts with","","","ASV667_unknown (interacts with) ASV3_ANPR","","0.007","false","interacts with","ASV667_unknown (interacts with) ASV3_ANPR","",""
"0.4203","Strong","Positive","Positive_Strong","interacts with","","","ASV667_unknown (interacts with) ASV165_Herbaspirillum","","0.003","false","interacts with","ASV667_unknown (interacts with) ASV165_Herbaspirillum","",""
"-0.3139","Weak","Negative","Negative_Weak","interacts with","","","ASV667_unknown (interacts with) ASV15_Mesorhizobium","","0.004","false","interacts with","ASV667_unknown (interacts with) ASV15_Mesorhizobium","",""
"0.6706","Strong","Positive","Positive_Strong","interacts with","","","ASV28_Pseudomonas (interacts with) ASV274_Mesorhizobium","","0.001","false","interacts with","ASV28_Pseudomonas (interacts with) ASV274_Mesorhizobium","",""
"-0.3994","Weak","Negative","Negative_Weak","interacts with","","","ASV28_Pseudomonas (interacts with) ASV176_unknown","","0.005","false","interacts with","ASV28_Pseudomonas (interacts with) ASV176_unknown","",""
"0.6566","Strong","Positive","Positive_Strong","interacts with","","","ASV28_Pseudomonas (interacts with) ASV146_unknown","","0.001","false","interacts with","ASV28_Pseudomonas (interacts with) ASV146_unknown","",""
"0.6836","Strong","Positive","Positive_Strong","interacts with","","","ASV28_Pseudomonas (interacts with) ASV145_unknown","","0.001","false","interacts with","ASV28_Pseudomonas (interacts with) ASV145_unknown","",""
"0.3936","Weak","Positive","Positive_Weak","interacts with","","","ASV28_Pseudomonas (interacts with) ASV141_Pseudomonas","","0.009","false","interacts with","ASV28_Pseudomonas (interacts with) ASV141_Pseudomonas","",""
"0.3923","Weak","Positive","Positive_Weak","interacts with","","","ASV77_Caulobacter (interacts with) ASV756_Mesorhizobium","","0.007","false","interacts with","ASV77_Caulobacter (interacts with) ASV756_Mesorhizobium","",""
"0.4427","Strong","Positive","Positive_Strong","interacts with","","","ASV77_Caulobacter (interacts with) ASV632_unknown","","0.007","false","interacts with","ASV77_Caulobacter (interacts with) ASV632_unknown","",""
"0.5502","Strong","Positive","Positive_Strong","interacts with","","","ASV77_Caulobacter (interacts with) ASV560_unknown","","0.001","false","interacts with","ASV77_Caulobacter (interacts with) ASV560_unknown","",""
"0.508","Strong","Positive","Positive_Strong","interacts with","","","ASV77_Caulobacter (interacts with) ASV523_unknown","","0.001","false","interacts with","ASV77_Caulobacter (interacts with) ASV523_unknown","",""
"0.4541","Strong","Positive","Positive_Strong","interacts with","","","ASV77_Caulobacter (interacts with) ASV401_Caulobacter","","0.008","false","interacts with","ASV77_Caulobacter (interacts with) ASV401_Caulobacter","",""
"0.3999","Weak","Positive","Positive_Weak","interacts with","","","ASV77_Caulobacter (interacts with) ASV315_Duganella","","0.007","false","interacts with","ASV77_Caulobacter (interacts with) ASV315_Duganella","",""
"0.5116","Strong","Positive","Positive_Strong","interacts with","","","ASV77_Caulobacter (interacts with) ASV171_Pseudomonas","","0.003","false","interacts with","ASV77_Caulobacter (interacts with) ASV171_Pseudomonas","",""
"0.4053","Strong","Positive","Positive_Strong","interacts with","","","ASV77_Caulobacter (interacts with) ASV156_Duganella","","0.008","false","interacts with","ASV77_Caulobacter (interacts with) ASV156_Duganella","",""
"0.3876","Weak","Positive","Positive_Weak","interacts with","","","ASV77_Caulobacter (interacts with) ASV1396_unknown","","0.008","false","interacts with","ASV77_Caulobacter (interacts with) ASV1396_unknown","",""
"0.2532","Weak","Positive","Positive_Weak","interacts with","","","ASV632_unknown (interacts with) ASV6_Mesorhizobium","","0.008","false","interacts with","ASV632_unknown (interacts with) ASV6_Mesorhizobium","",""
"0.363","Weak","Positive","Positive_Weak","interacts with","","","ASV632_unknown (interacts with) ASV560_unknown","","0.005","false","interacts with","ASV632_unknown (interacts with) ASV560_unknown","",""
"0.35","Weak","Positive","Positive_Weak","interacts with","","","ASV632_unknown (interacts with) ASV523_unknown","","0.009","false","interacts with","ASV632_unknown (interacts with) ASV523_unknown","",""
"0.4654","Strong","Positive","Positive_Strong","interacts with","","","ASV632_unknown (interacts with) ASV401_Caulobacter","","0.0014","false","interacts with","ASV632_unknown (interacts with) ASV401_Caulobacter","",""
"0.34","Weak","Positive","Positive_Weak","interacts with","","","ASV632_unknown (interacts with) ASV359_Mesorhizobium","","0.003","false","interacts with","ASV632_unknown (interacts with) ASV359_Mesorhizobium","",""
"0.486","Strong","Positive","Positive_Strong","interacts with","","","ASV632_unknown (interacts with) ASV171_Pseudomonas","","5.0E-4","false","interacts with","ASV632_unknown (interacts with) ASV171_Pseudomonas","",""
"0.3941","Weak","Positive","Positive_Weak","interacts with","","","ASV632_unknown (interacts with) ASV1396_unknown","","0.0014","false","interacts with","ASV632_unknown (interacts with) ASV1396_unknown","",""
"0.4292","Strong","Positive","Positive_Strong","interacts with","","","ASV560_unknown (interacts with) ASV523_unknown","","0.004","false","interacts with","ASV560_unknown (interacts with) ASV523_unknown","",""
"0.4421","Strong","Positive","Positive_Strong","interacts with","","","ASV560_unknown (interacts with) ASV401_Caulobacter","","0.003","false","interacts with","ASV560_unknown (interacts with) ASV401_Caulobacter","",""
"0.3001","Weak","Positive","Positive_Weak","interacts with","","","ASV560_unknown (interacts with) ASV359_Mesorhizobium","","0.01","false","interacts with","ASV560_unknown (interacts with) ASV359_Mesorhizobium","",""
"0.3897","Weak","Positive","Positive_Weak","interacts with","","","ASV560_unknown (interacts with) ASV315_Duganella","","0.004","false","interacts with","ASV560_unknown (interacts with) ASV315_Duganella","",""
"0.3257","Weak","Positive","Positive_Weak","interacts with","","","ASV560_unknown (interacts with) ASV249_Duganella","","0.008","false","interacts with","ASV560_unknown (interacts with) ASV249_Duganella","",""
"0.3121","Weak","Positive","Positive_Weak","interacts with","","","ASV560_unknown (interacts with) ASV2_Mesorhizobium","","0.006","false","interacts with","ASV560_unknown (interacts with) ASV2_Mesorhizobium","",""
"0.4656","Strong","Positive","Positive_Strong","interacts with","","","ASV560_unknown (interacts with) ASV171_Pseudomonas","","0.001","false","interacts with","ASV560_unknown (interacts with) ASV171_Pseudomonas","",""
"0.357","Weak","Positive","Positive_Weak","interacts with","","","ASV560_unknown (interacts with) ASV156_Duganella","","0.009","false","interacts with","ASV560_unknown (interacts with) ASV156_Duganella","",""
"0.3591","Weak","Positive","Positive_Weak","interacts with","","","ASV560_unknown (interacts with) ASV1396_unknown","","0.006","false","interacts with","ASV560_unknown (interacts with) ASV1396_unknown","",""
"0.4103","Strong","Positive","Positive_Strong","interacts with","","","ASV523_unknown (interacts with) ASV401_Caulobacter","","0.002","false","interacts with","ASV523_unknown (interacts with) ASV401_Caulobacter","",""
"0.3216","Weak","Positive","Positive_Weak","interacts with","","","ASV523_unknown (interacts with) ASV359_Mesorhizobium","","0.005","false","interacts with","ASV523_unknown (interacts with) ASV359_Mesorhizobium","",""
"0.3477","Weak","Positive","Positive_Weak","interacts with","","","ASV523_unknown (interacts with) ASV315_Duganella","","0.005","false","interacts with","ASV523_unknown (interacts with) ASV315_Duganella","",""
"0.438","Strong","Positive","Positive_Strong","interacts with","","","ASV523_unknown (interacts with) ASV171_Pseudomonas","","0.002","false","interacts with","ASV523_unknown (interacts with) ASV171_Pseudomonas","",""
"0.364","Weak","Positive","Positive_Weak","interacts with","","","ASV523_unknown (interacts with) ASV1396_unknown","","0.004","false","interacts with","ASV523_unknown (interacts with) ASV1396_unknown","",""
"0.3263","Weak","Positive","Positive_Weak","interacts with","","","ASV401_Caulobacter (interacts with) ASV359_Mesorhizobium","","0.006","false","interacts with","ASV401_Caulobacter (interacts with) ASV359_Mesorhizobium","",""
"0.5073","Strong","Positive","Positive_Strong","interacts with","","","ASV401_Caulobacter (interacts with) ASV171_Pseudomonas","","0.0014","false","interacts with","ASV401_Caulobacter (interacts with) ASV171_Pseudomonas","",""
"0.4044","Strong","Positive","Positive_Strong","interacts with","","","ASV401_Caulobacter (interacts with) ASV1396_unknown","","0.0014","false","interacts with","ASV401_Caulobacter (interacts with) ASV1396_unknown","",""
"0.4154","Strong","Positive","Positive_Strong","interacts with","","","ASV171_Pseudomonas (interacts with) ASV1396_unknown","","0.0014","false","interacts with","ASV171_Pseudomonas (interacts with) ASV1396_unknown","",""
"0.4207","Strong","Positive","Positive_Strong","interacts with","","","ASV581_unknown (interacts with) ASV382_Mesorhizobium","","0.002","false","interacts with","ASV581_unknown (interacts with) ASV382_Mesorhizobium","",""
"0.4629","Strong","Positive","Positive_Strong","interacts with","","","ASV581_unknown (interacts with) ASV165_Herbaspirillum","","0.002","false","interacts with","ASV581_unknown (interacts with) ASV165_Herbaspirillum","",""
"-0.2565","Weak","Negative","Negative_Weak","interacts with","","","ASV581_unknown (interacts with) ASV139_ANPR","","0.009","false","interacts with","ASV581_unknown (interacts with) ASV139_ANPR","",""
"0.5464","Strong","Positive","Positive_Strong","interacts with","","","ASV311_ANPR (interacts with) ASV153_ANPR","","0.001","false","interacts with","ASV311_ANPR (interacts with) ASV153_ANPR","",""
"0.519","Strong","Positive","Positive_Strong","interacts with","","","ASV311_ANPR (interacts with) ASV137_ANPR","","0.001","false","interacts with","ASV311_ANPR (interacts with) ASV137_ANPR","",""
"0.3752","Weak","Positive","Positive_Weak","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV396_unknown","","0.003","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV396_unknown","",""
"0.3726","Weak","Positive","Positive_Weak","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV392_unknown","","0.008","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV392_unknown","",""
"0.3786","Weak","Positive","Positive_Weak","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV386_unknown","","0.003","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV386_unknown","",""
"0.3885","Weak","Positive","Positive_Weak","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV375_unknown","","0.003","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV375_unknown","",""
"0.3971","Weak","Positive","Positive_Weak","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV343_Mesorhizobium","","0.004","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV343_Mesorhizobium","",""
"0.3791","Weak","Positive","Positive_Weak","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV307_unknown","","0.002","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV307_unknown","",""
"0.5293","Strong","Positive","Positive_Strong","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV28_Pseudomonas","","0.001","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV28_Pseudomonas","",""
"0.3795","Weak","Positive","Positive_Weak","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV274_Mesorhizobium","","0.006","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV274_Mesorhizobium","",""
"-0.3877","Weak","Negative","Negative_Weak","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV215_Mesorhizobium","","0.007","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV215_Mesorhizobium","",""
"0.6238","Strong","Positive","Positive_Strong","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV2_Mesorhizobium","","0.001","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV2_Mesorhizobium","",""
"-0.447","Strong","Negative","Negative_Strong","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV154_ANPR","","0.003","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV154_ANPR","",""
"0.3937","Weak","Positive","Positive_Weak","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV146_unknown","","0.004","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV146_unknown","",""
"0.408","Strong","Positive","Positive_Strong","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV145_unknown","","0.006","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV145_unknown","",""
"-0.395","Weak","Negative","Negative_Weak","interacts with","","","ASV4_Mesorhizobium (interacts with) ASV133_ANPR","","0.01","false","interacts with","ASV4_Mesorhizobium (interacts with) ASV133_ANPR","",""
"-0.3","Weak","Negative","Negative_Weak","interacts with","","","ASV853_Caulobacter (interacts with) ASV8_Mesorhizobium","","0.006","false","interacts with","ASV853_Caulobacter (interacts with) ASV8_Mesorhizobium","",""
"0.4855","Strong","Positive","Positive_Strong","interacts with","","","ASV853_Caulobacter (interacts with) ASV77_Caulobacter","","0.001","false","interacts with","ASV853_Caulobacter (interacts with) ASV77_Caulobacter","",""
"-0.2833","Weak","Negative","Negative_Weak","interacts with","","","ASV853_Caulobacter (interacts with) ASV76_Mesorhizobium","","0.01","false","interacts with","ASV853_Caulobacter (interacts with) ASV76_Mesorhizobium","",""
"0.3617","Weak","Positive","Positive_Weak","interacts with","","","ASV853_Caulobacter (interacts with) ASV756_Mesorhizobium","","0.005","false","interacts with","ASV853_Caulobacter (interacts with) ASV756_Mesorhizobium","",""
"-0.3262","Weak","Negative","Negative_Weak","interacts with","","","ASV853_Caulobacter (interacts with) ASV71_unknown","","0.007","false","interacts with","ASV853_Caulobacter (interacts with) ASV71_unknown","",""
"0.4085","Strong","Positive","Positive_Strong","interacts with","","","ASV853_Caulobacter (interacts with) ASV632_unknown","","0.003","false","interacts with","ASV853_Caulobacter (interacts with) ASV632_unknown","",""
"0.2585","Weak","Positive","Positive_Weak","interacts with","","","ASV853_Caulobacter (interacts with) ASV6_Mesorhizobium","","0.009","false","interacts with","ASV853_Caulobacter (interacts with) ASV6_Mesorhizobium","",""
"0.4464","Strong","Positive","Positive_Strong","interacts with","","","ASV853_Caulobacter (interacts with) ASV560_unknown","","0.001","false","interacts with","ASV853_Caulobacter (interacts with) ASV560_unknown","",""
"0.4562","Strong","Positive","Positive_Strong","interacts with","","","ASV853_Caulobacter (interacts with) ASV523_unknown","","0.001","false","interacts with","ASV853_Caulobacter (interacts with) ASV523_unknown","",""
"-0.3049","Weak","Negative","Negative_Weak","interacts with","","","ASV853_Caulobacter (interacts with) ASV41_unknown","","0.007","false","interacts with","ASV853_Caulobacter (interacts with) ASV41_unknown","",""
"0.4781","Strong","Positive","Positive_Strong","interacts with","","","ASV853_Caulobacter (interacts with) ASV401_Caulobacter","","0.001","false","interacts with","ASV853_Caulobacter (interacts with) ASV401_Caulobacter","",""
"0.365","Weak","Positive","Positive_Weak","interacts with","","","ASV853_Caulobacter (interacts with) ASV359_Mesorhizobium","","0.002","false","interacts with","ASV853_Caulobacter (interacts with) ASV359_Mesorhizobium","",""
"0.4832","Strong","Positive","Positive_Strong","interacts with","","","ASV853_Caulobacter (interacts with) ASV171_Pseudomonas","","0.001","false","interacts with","ASV853_Caulobacter (interacts with) ASV171_Pseudomonas","",""
"-0.2911","Weak","Negative","Negative_Weak","interacts with","","","ASV853_Caulobacter (interacts with) ASV15_Mesorhizobium","","0.01","false","interacts with","ASV853_Caulobacter (interacts with) ASV15_Mesorhizobium","",""
"0.4098","Strong","Positive","Positive_Strong","interacts with","","","ASV853_Caulobacter (interacts with) ASV1396_unknown","","0.001","false","interacts with","ASV853_Caulobacter (interacts with) ASV1396_unknown","",""
"-0.2737","Weak","Negative","Negative_Weak","interacts with","","","ASV853_Caulobacter (interacts with) ASV124_Mesorhizobium","","0.01","false","interacts with","ASV853_Caulobacter (interacts with) ASV124_Mesorhizobium","",""
"-0.2906","Weak","Negative","Negative_Weak","interacts with","","","ASV836_Rhizobacter (interacts with) ASV8_Mesorhizobium","","0.005","false","interacts with","ASV836_Rhizobacter (interacts with) ASV8_Mesorhizobium","",""
"-0.2743","Weak","Negative","Negative_Weak","interacts with","","","ASV836_Rhizobacter (interacts with) ASV76_Mesorhizobium","","0.006","false","interacts with","ASV836_Rhizobacter (interacts with) ASV76_Mesorhizobium","",""
"0.4294","Strong","Positive","Positive_Strong","interacts with","","","ASV836_Rhizobacter (interacts with) ASV70_Caulobacter","","0.0014","false","interacts with","ASV836_Rhizobacter (interacts with) ASV70_Caulobacter","",""
"-0.4073","Strong","Negative","Negative_Strong","interacts with","","","ASV836_Rhizobacter (interacts with) ASV61_ANPR","","0.002","false","interacts with","ASV836_Rhizobacter (interacts with) ASV61_ANPR","",""
"-0.2727","Weak","Negative","Negative_Weak","interacts with","","","ASV836_Rhizobacter (interacts with) ASV60_Mesorhizobium","","0.006","false","interacts with","ASV836_Rhizobacter (interacts with) ASV60_Mesorhizobium","",""
"0.4346","Strong","Positive","Positive_Strong","interacts with","","","ASV836_Rhizobacter (interacts with) ASV519_Methylovorus","","0.002","false","interacts with","ASV836_Rhizobacter (interacts with) ASV519_Methylovorus","",""
"-0.2744","Weak","Negative","Negative_Weak","interacts with","","","ASV836_Rhizobacter (interacts with) ASV41_unknown","","0.01","false","interacts with","ASV836_Rhizobacter (interacts with) ASV41_unknown","",""
"0.4335","Strong","Positive","Positive_Strong","interacts with","","","ASV836_Rhizobacter (interacts with) ASV391_Duganella","","5.0E-4","false","interacts with","ASV836_Rhizobacter (interacts with) ASV391_Duganella","",""
"0.435","Strong","Positive","Positive_Strong","interacts with","","","ASV836_Rhizobacter (interacts with) ASV315_Duganella","","0.004","false","interacts with","ASV836_Rhizobacter (interacts with) ASV315_Duganella","",""
"0.4454","Strong","Positive","Positive_Strong","interacts with","","","ASV836_Rhizobacter (interacts with) ASV249_Duganella","","0.001","false","interacts with","ASV836_Rhizobacter (interacts with) ASV249_Duganella","",""
"0.4799","Strong","Positive","Positive_Strong","interacts with","","","ASV836_Rhizobacter (interacts with) ASV234_Achromobacter","","5.0E-4","false","interacts with","ASV836_Rhizobacter (interacts with) ASV234_Achromobacter","",""
"0.4698","Strong","Positive","Positive_Strong","interacts with","","","ASV836_Rhizobacter (interacts with) ASV229_Achromobacter","","5.0E-4","false","interacts with","ASV836_Rhizobacter (interacts with) ASV229_Achromobacter","",""
"-0.3217","Weak","Negative","Negative_Weak","interacts with","","","ASV836_Rhizobacter (interacts with) ASV157_unknown","","0.005","false","interacts with","ASV836_Rhizobacter (interacts with) ASV157_unknown","",""
"0.4469","Strong","Positive","Positive_Strong","interacts with","","","ASV836_Rhizobacter (interacts with) ASV156_Duganella","","0.003","false","interacts with","ASV836_Rhizobacter (interacts with) ASV156_Duganella","",""
"0.3961","Weak","Positive","Positive_Weak","interacts with","","","ASV836_Rhizobacter (interacts with) ASV1447_Rugamonas","","0.0014","false","interacts with","ASV836_Rhizobacter (interacts with) ASV1447_Rugamonas","",""
"0.4223","Strong","Positive","Positive_Strong","interacts with","","","ASV836_Rhizobacter (interacts with) ASV1224_Duganella","","5.0E-4","false","interacts with","ASV836_Rhizobacter (interacts with) ASV1224_Duganella","",""
"0.5226","Strong","Positive","Positive_Strong","interacts with","","","ASV315_Duganella (interacts with) ASV249_Duganella","","0.001","false","interacts with","ASV315_Duganella (interacts with) ASV249_Duganella","",""
"0.4765","Strong","Positive","Positive_Strong","interacts with","","","ASV315_Duganella (interacts with) ASV234_Achromobacter","","0.002","false","interacts with","ASV315_Duganella (interacts with) ASV234_Achromobacter","",""
"0.5406","Strong","Positive","Positive_Strong","interacts with","","","ASV315_Duganella (interacts with) ASV229_Achromobacter","","0.002","false","interacts with","ASV315_Duganella (interacts with) ASV229_Achromobacter","",""
"0.3251","Weak","Positive","Positive_Weak","interacts with","","","ASV315_Duganella (interacts with) ASV2_Mesorhizobium","","0.008","false","interacts with","ASV315_Duganella (interacts with) ASV2_Mesorhizobium","",""
"-0.3657","Weak","Negative","Negative_Weak","interacts with","","","ASV315_Duganella (interacts with) ASV157_unknown","","0.001","false","interacts with","ASV315_Duganella (interacts with) ASV157_unknown","",""
"0.5189","Strong","Positive","Positive_Strong","interacts with","","","ASV315_Duganella (interacts with) ASV156_Duganella","","0.001","false","interacts with","ASV315_Duganella (interacts with) ASV156_Duganella","",""
"0.4201","Strong","Positive","Positive_Strong","interacts with","","","ASV315_Duganella (interacts with) ASV1447_Rugamonas","","0.001","false","interacts with","ASV315_Duganella (interacts with) ASV1447_Rugamonas","",""
"0.4499","Strong","Positive","Positive_Strong","interacts with","","","ASV315_Duganella (interacts with) ASV1224_Duganella","","0.001","false","interacts with","ASV315_Duganella (interacts with) ASV1224_Duganella","",""
"0.4919","Strong","Positive","Positive_Strong","interacts with","","","ASV249_Duganella (interacts with) ASV234_Achromobacter","","0.004","false","interacts with","ASV249_Duganella (interacts with) ASV234_Achromobacter","",""
"0.4912","Strong","Positive","Positive_Strong","interacts with","","","ASV249_Duganella (interacts with) ASV229_Achromobacter","","0.004","false","interacts with","ASV249_Duganella (interacts with) ASV229_Achromobacter","",""
"0.3155","Weak","Positive","Positive_Weak","interacts with","","","ASV249_Duganella (interacts with) ASV2_Mesorhizobium","","0.007","false","interacts with","ASV249_Duganella (interacts with) ASV2_Mesorhizobium","",""
"-0.3861","Weak","Negative","Negative_Weak","interacts with","","","ASV249_Duganella (interacts with) ASV157_unknown","","0.001","false","interacts with","ASV249_Duganella (interacts with) ASV157_unknown","",""
"0.5242","Strong","Positive","Positive_Strong","interacts with","","","ASV249_Duganella (interacts with) ASV156_Duganella","","0.001","false","interacts with","ASV249_Duganella (interacts with) ASV156_Duganella","",""
"0.3886","Weak","Positive","Positive_Weak","interacts with","","","ASV249_Duganella (interacts with) ASV1447_Rugamonas","","0.003","false","interacts with","ASV249_Duganella (interacts with) ASV1447_Rugamonas","",""
"0.4317","Strong","Positive","Positive_Strong","interacts with","","","ASV249_Duganella (interacts with) ASV1224_Duganella","","0.003","false","interacts with","ASV249_Duganella (interacts with) ASV1224_Duganella","",""
"0.5491","Strong","Positive","Positive_Strong","interacts with","","","ASV234_Achromobacter (interacts with) ASV229_Achromobacter","","5.0E-4","false","interacts with","ASV234_Achromobacter (interacts with) ASV229_Achromobacter","",""
"-0.3776","Weak","Negative","Negative_Weak","interacts with","","","ASV234_Achromobacter (interacts with) ASV157_unknown","","0.002","false","interacts with","ASV234_Achromobacter (interacts with) ASV157_unknown","",""
"0.5092","Strong","Positive","Positive_Strong","interacts with","","","ASV234_Achromobacter (interacts with) ASV156_Duganella","","0.002","false","interacts with","ASV234_Achromobacter (interacts with) ASV156_Duganella","",""
"0.4007","Strong","Positive","Positive_Strong","interacts with","","","ASV234_Achromobacter (interacts with) ASV1447_Rugamonas","","0.0054","false","interacts with","ASV234_Achromobacter (interacts with) ASV1447_Rugamonas","",""
"0.471","Strong","Positive","Positive_Strong","interacts with","","","ASV234_Achromobacter (interacts with) ASV1224_Duganella","","5.0E-4","false","interacts with","ASV234_Achromobacter (interacts with) ASV1224_Duganella","",""
"-0.3648","Weak","Negative","Negative_Weak","interacts with","","","ASV229_Achromobacter (interacts with) ASV157_unknown","","0.003","false","interacts with","ASV229_Achromobacter (interacts with) ASV157_unknown","",""
"0.5153","Strong","Positive","Positive_Strong","interacts with","","","ASV229_Achromobacter (interacts with) ASV156_Duganella","","0.004","false","interacts with","ASV229_Achromobacter (interacts with) ASV156_Duganella","",""
"0.452","Strong","Positive","Positive_Strong","interacts with","","","ASV229_Achromobacter (interacts with) ASV1447_Rugamonas","","5.0E-4","false","interacts with","ASV229_Achromobacter (interacts with) ASV1447_Rugamonas","",""
"0.4157","Strong","Positive","Positive_Strong","interacts with","","","ASV229_Achromobacter (interacts with) ASV1224_Duganella","","5.0E-4","false","interacts with","ASV229_Achromobacter (interacts with) ASV1224_Duganella","",""
"-0.4209","Strong","Negative","Negative_Strong","interacts with","","","ASV2_Mesorhizobium (interacts with) ASV154_ANPR","","0.004","false","interacts with","ASV2_Mesorhizobium (interacts with) ASV154_ANPR","",""
"0.276","Weak","Positive","Positive_Weak","interacts with","","","ASV2_Mesorhizobium (interacts with) ASV1224_Duganella","","0.003","false","interacts with","ASV2_Mesorhizobium (interacts with) ASV1224_Duganella","",""
"0.3943","Weak","Positive","Positive_Weak","interacts with","","","ASV156_Duganella (interacts with) ASV1447_Rugamonas","","0.007","false","interacts with","ASV156_Duganella (interacts with) ASV1447_Rugamonas","",""
"0.402","Strong","Positive","Positive_Strong","interacts with","","","ASV156_Duganella (interacts with) ASV1224_Duganella","","0.003","false","interacts with","ASV156_Duganella (interacts with) ASV1224_Duganella","",""
"-0.2821","Weak","Negative","Negative_Weak","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV34_ANPR","","0.008","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV34_ANPR","",""
"0.4339","Strong","Positive","Positive_Strong","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV336_Mesorhizobium","","0.001","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV336_Mesorhizobium","",""
"-0.3116","Weak","Negative","Negative_Weak","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV33_ANPR","","0.008","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV33_ANPR","",""
"-0.297","Weak","Negative","Negative_Weak","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV31_Mesorhizobium","","0.008","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV31_Mesorhizobium","",""
"0.3969","Weak","Positive","Positive_Weak","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV292_Mesorhizobium","","0.002","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV292_Mesorhizobium","",""
"-0.2972","Weak","Negative","Negative_Weak","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV27_unknown","","0.009","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV27_unknown","",""
"0.3059","Weak","Positive","Positive_Weak","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV197_Mesorhizobium","","0.008","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV197_Mesorhizobium","",""
"0.3388","Weak","Positive","Positive_Weak","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV171_Pseudomonas","","0.009","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV171_Pseudomonas","",""
"0.3336","Weak","Positive","Positive_Weak","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV161_Mesorhizobium","","0.005","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV161_Mesorhizobium","",""
"-0.3687","Weak","Negative","Negative_Weak","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV15_Mesorhizobium","","0.001","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV15_Mesorhizobium","",""
