Node1	Node2	Pvalue	Cor	CorrB	CorRange	CorrStrong
ASV53_ANPR	ASV1257_unknown	0.003	0.457	Positive	Strong	Positive_Strong
ASV55_ANPR	ASV1257_unknown	0.001	0.4711	Positive	Strong	Positive_Strong
ASV569_unknown	ASV1257_unknown	0.003	0.3602	Positive	Weak	Positive_Weak
ASV59_ANPR	ASV1257_unknown	0.004	0.4479	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV1257_unknown	0.002	0.3136	Positive	Weak	Positive_Weak
ASV60_Mesorhizobium	ASV1257_unknown	0.005	-0.2934	Negative	Weak	Negative_Weak
ASV61_ANPR	ASV1257_unknown	0.001	-0.3639	Negative	Weak	Negative_Weak
ASV63_unknown	ASV1257_unknown	5e-04	0.4844	Positive	Strong	Positive_Strong
ASV64_Mesorhizobium	ASV1257_unknown	0.001	-0.4326	Negative	Strong	Negative_Strong
ASV66_Mesorhizobium	ASV1257_unknown	0.003	0.4609	Positive	Strong	Positive_Strong
ASV67_Mesorhizobium	ASV1257_unknown	0.001	-0.4423	Negative	Strong	Negative_Strong
ASV68_Mesorhizobium	ASV1257_unknown	0.001	-0.3568	Negative	Weak	Negative_Weak
ASV72_ANPR	ASV1257_unknown	0.001	-0.3816	Negative	Weak	Negative_Weak
ASV733_unknown	ASV1257_unknown	0.001	0.4251	Positive	Strong	Positive_Strong
ASV74_ANPR	ASV1257_unknown	0.001	-0.493	Negative	Strong	Negative_Strong
ASV748_Mesorhizobium	ASV1257_unknown	5e-04	0.4063	Positive	Strong	Positive_Strong
ASV75_ANPR	ASV1257_unknown	0.001	-0.4335	Negative	Strong	Negative_Strong
ASV76_Mesorhizobium	ASV1257_unknown	0.001	-0.4546	Negative	Strong	Negative_Strong
ASV78_ANPR	ASV1257_unknown	0.001	-0.4131	Negative	Strong	Negative_Strong
ASV8_Mesorhizobium	ASV1257_unknown	0.002	-0.3526	Negative	Weak	Negative_Weak
ASV80_ANPR	ASV1257_unknown	0.002	-0.4428	Negative	Strong	Negative_Strong
ASV81_Mesorhizobium	ASV1257_unknown	0.001	-0.4039	Negative	Strong	Negative_Strong
ASV82_ANPR	ASV1257_unknown	0.001	-0.4172	Negative	Strong	Negative_Strong
ASV84_Mesorhizobium	ASV1257_unknown	0.002	0.4412	Positive	Strong	Positive_Strong
ASV869_ANPR	ASV1257_unknown	0.002	0.4412	Positive	Strong	Positive_Strong
ASV89_ANPR	ASV1257_unknown	0.001	-0.4188	Negative	Strong	Negative_Strong
ASV9_ANPR	ASV1257_unknown	0.001	-0.4649	Negative	Strong	Negative_Strong
ASV920_ANPR	ASV1257_unknown	0.002	0.4103	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV1257_unknown	0.001	-0.4544	Negative	Strong	Negative_Strong
ASV97_ANPR	ASV1257_unknown	0.003	0.4488	Positive	Strong	Positive_Strong
ASV15_Mesorhizobium	ASV1258_ANPR	0.002	-0.3525	Negative	Weak	Negative_Weak
ASV157_unknown	ASV1258_ANPR	0.006	-0.2773	Negative	Weak	Negative_Weak
ASV18_ANPR	ASV1258_ANPR	0.01	-0.2798	Negative	Weak	Negative_Weak
ASV202_unknown	ASV1258_ANPR	0.001	-0.3534	Negative	Weak	Negative_Weak
ASV21_ANPR	ASV1258_ANPR	0.005	-0.2996	Negative	Weak	Negative_Weak
ASV31_Mesorhizobium	ASV1258_ANPR	0.003	-0.2976	Negative	Weak	Negative_Weak
ASV33_ANPR	ASV1258_ANPR	0.01	-0.2699	Negative	Weak	Negative_Weak
ASV37_unknown	ASV1258_ANPR	0.004	-0.2923	Negative	Weak	Negative_Weak
ASV41_unknown	ASV1258_ANPR	0.002	-0.355	Negative	Weak	Negative_Weak
ASV6_Mesorhizobium	ASV1258_ANPR	0.006	0.2506	Positive	Weak	Positive_Weak
ASV60_Mesorhizobium	ASV1258_ANPR	0.002	-0.2992	Negative	Weak	Negative_Weak
ASV64_Mesorhizobium	ASV1258_ANPR	0.001	-0.4001	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV1258_ANPR	0.001	-0.4432	Negative	Strong	Negative_Strong
ASV68_Mesorhizobium	ASV1258_ANPR	0.006	-0.2704	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV1258_ANPR	0.001	-0.3558	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV1258_ANPR	0.001	-0.3972	Negative	Weak	Negative_Weak
ASV8_Mesorhizobium	ASV1258_ANPR	0.001	-0.355	Negative	Weak	Negative_Weak
ASV80_ANPR	ASV1258_ANPR	0.002	-0.348	Negative	Weak	Negative_Weak
ASV81_Mesorhizobium	ASV1258_ANPR	0.002	-0.3403	Negative	Weak	Negative_Weak
ASV954_unknown	ASV1258_ANPR	0.009	0.2826	Positive	Weak	Positive_Weak
ASV133_ANPR	ASV126_unknown	0.006	0.4235	Positive	Strong	Positive_Strong
ASV135_unknown	ASV126_unknown	0.001	-0.3804	Negative	Weak	Negative_Weak
ASV139_ANPR	ASV126_unknown	0.001	0.7559	Positive	Strong	Positive_Strong
ASV1395_unknown	ASV126_unknown	0.001	-0.411	Negative	Strong	Negative_Strong
ASV142_unknown	ASV126_unknown	0.001	-0.465	Negative	Strong	Negative_Strong
ASV1430_unknown	ASV126_unknown	0.001	-0.4338	Negative	Strong	Negative_Strong
ASV1431_unknown	ASV126_unknown	0.001	-0.4815	Negative	Strong	Negative_Strong
ASV144_ANPR	ASV126_unknown	0.002	-0.3541	Negative	Weak	Negative_Weak
ASV145_unknown	ASV126_unknown	0.008	-0.3692	Negative	Weak	Negative_Weak
ASV146_unknown	ASV126_unknown	0.003	-0.3686	Negative	Weak	Negative_Weak
ASV1464_unknown	ASV126_unknown	0.002	-0.3289	Negative	Weak	Negative_Weak
ASV15_Mesorhizobium	ASV126_unknown	0.002	0.5148	Positive	Strong	Positive_Strong
ASV154_ANPR	ASV126_unknown	0.001	0.4993	Positive	Strong	Positive_Strong
ASV158_Mesorhizobium	ASV126_unknown	0.001	-0.4749	Negative	Strong	Negative_Strong
ASV160_Mesorhizobium	ASV126_unknown	0.001	-0.4551	Negative	Strong	Negative_Strong
ASV161_Mesorhizobium	ASV126_unknown	0.009	-0.3801	Negative	Weak	Negative_Weak
ASV162_ANPR	ASV126_unknown	0.001	0.6207	Positive	Strong	Positive_Strong
ASV166_Mesorhizobium	ASV126_unknown	0.001	-0.3583	Negative	Weak	Negative_Weak
ASV17_ANPR	ASV126_unknown	0.001	-0.49	Negative	Strong	Negative_Strong
ASV170_Mesorhizobium	ASV126_unknown	0.001	-0.436	Negative	Strong	Negative_Strong
ASV176_unknown	ASV126_unknown	0.001	0.731	Positive	Strong	Positive_Strong
ASV178_unknown	ASV126_unknown	0.001	0.733	Positive	Strong	Positive_Strong
ASV18_ANPR	ASV126_unknown	0.001	0.7405	Positive	Strong	Positive_Strong
ASV185_unknown	ASV126_unknown	0.001	-0.4828	Negative	Strong	Negative_Strong
ASV188_Mesorhizobium	ASV126_unknown	0.002	-0.3294	Negative	Weak	Negative_Weak
ASV197_Mesorhizobium	ASV126_unknown	0.001	-0.4549	Negative	Strong	Negative_Strong
ASV202_unknown	ASV126_unknown	0.002	0.4862	Positive	Strong	Positive_Strong
ASV21_ANPR	ASV126_unknown	0.001	0.7405	Positive	Strong	Positive_Strong
ASV217_Mesorhizobium	ASV126_unknown	0.002	-0.3486	Negative	Weak	Negative_Weak
ASV22_Mesorhizobium	ASV126_unknown	0.001	-0.4863	Negative	Strong	Negative_Strong
ASV231_Mesorhizobium	ASV126_unknown	0.006	-0.2952	Negative	Weak	Negative_Weak
ASV244_ANPR	ASV126_unknown	0.003	-0.3746	Negative	Weak	Negative_Weak
ASV247_Mesorhizobium	ASV126_unknown	0.001	-0.4545	Negative	Strong	Negative_Strong
ASV250_Mesorhizobium	ASV126_unknown	0.002	-0.3861	Negative	Weak	Negative_Weak
ASV254_ANPR	ASV126_unknown	0.001	-0.4778	Negative	Strong	Negative_Strong
ASV26_Mesorhizobium	ASV126_unknown	0.001	-0.4256	Negative	Strong	Negative_Strong
ASV261_ANPR	ASV126_unknown	0.001	0.6992	Positive	Strong	Positive_Strong
ASV27_unknown	ASV126_unknown	0.001	0.7449	Positive	Strong	Positive_Strong
ASV274_Mesorhizobium	ASV126_unknown	0.006	-0.3833	Negative	Weak	Negative_Weak
ASV281_Mesorhizobium	ASV126_unknown	0.001	-0.4766	Negative	Strong	Negative_Strong
ASV292_Mesorhizobium	ASV126_unknown	0.001	-0.4735	Negative	Strong	Negative_Strong
ASV3_ANPR	ASV126_unknown	0.001	0.7221	Positive	Strong	Positive_Strong
ASV307_unknown	ASV126_unknown	0.006	-0.394	Negative	Weak	Negative_Weak
ASV31_Mesorhizobium	ASV126_unknown	0.001	0.7315	Positive	Strong	Positive_Strong
ASV32_ANPR	ASV126_unknown	0.001	-0.5054	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV126_unknown	0.001	0.7415	Positive	Strong	Positive_Strong
ASV336_Mesorhizobium	ASV126_unknown	0.002	-0.3591	Negative	Weak	Negative_Weak
ASV34_ANPR	ASV126_unknown	0.001	0.7301	Positive	Strong	Positive_Strong
ASV348_unknown	ASV126_unknown	0.001	-0.4665	Negative	Strong	Negative_Strong
ASV35_Mesorhizobium	ASV126_unknown	0.001	-0.5918	Negative	Strong	Negative_Strong
ASV36_Mesorhizobium	ASV126_unknown	0.006	-0.4379	Negative	Strong	Negative_Strong
ASV37_unknown	ASV126_unknown	0.001	0.7271	Positive	Strong	Positive_Strong
ASV375_unknown	ASV126_unknown	0.001	-0.4077	Negative	Strong	Negative_Strong
ASV386_unknown	ASV126_unknown	0.004	-0.3726	Negative	Weak	Negative_Weak
ASV39_unknown	ASV126_unknown	0.001	0.8003	Positive	Strong	Positive_Strong
ASV392_unknown	ASV126_unknown	0.009	-0.3515	Negative	Weak	Negative_Weak
ASV396_unknown	ASV126_unknown	0.003	-0.406	Negative	Strong	Negative_Strong
ASV41_unknown	ASV126_unknown	0.001	0.6468	Positive	Strong	Positive_Strong
ASV421_unknown	ASV126_unknown	0.003	-0.3998	Negative	Weak	Negative_Weak
ASV426_unknown	ASV126_unknown	0.001	-0.3805	Negative	Weak	Negative_Weak
ASV43_unknown	ASV126_unknown	0.003	-0.3044	Negative	Weak	Negative_Weak
ASV458_unknown	ASV126_unknown	0.001	-0.4133	Negative	Strong	Negative_Strong
ASV47_Mesorhizobium	ASV126_unknown	0.001	-0.5493	Negative	Strong	Negative_Strong
ASV49_ANPR	ASV126_unknown	0.001	0.7589	Positive	Strong	Positive_Strong
ASV498_unknown	ASV126_unknown	0.004	-0.3605	Negative	Weak	Negative_Weak
ASV50_ANPR	ASV126_unknown	0.001	-0.4592	Negative	Strong	Negative_Strong
ASV51_Mesorhizobium	ASV126_unknown	0.001	-0.4713	Negative	Strong	Negative_Strong
ASV53_ANPR	ASV126_unknown	0.002	-0.4303	Negative	Strong	Negative_Strong
ASV55_ANPR	ASV126_unknown	0.001	-0.4755	Negative	Strong	Negative_Strong
ASV56_ANPR	ASV126_unknown	0.007	-0.3193	Negative	Weak	Negative_Weak
ASV57_Pseudomonas	ASV126_unknown	0.009	-0.3366	Negative	Weak	Negative_Weak
ASV58_ANPR	ASV126_unknown	0.006	-0.3277	Negative	Weak	Negative_Weak
ASV59_ANPR	ASV126_unknown	0.001	-0.4538	Negative	Strong	Negative_Strong
ASV6_Mesorhizobium	ASV126_unknown	0.001	-0.6007	Negative	Strong	Negative_Strong
ASV60_Mesorhizobium	ASV126_unknown	0.002	0.5438	Positive	Strong	Positive_Strong
ASV61_ANPR	ASV126_unknown	0.001	0.7435	Positive	Strong	Positive_Strong
ASV626_Azorhizophilus	ASV126_unknown	0.002	-0.3864	Negative	Weak	Negative_Weak
ASV63_unknown	ASV126_unknown	0.002	-0.4498	Negative	Strong	Negative_Strong
ASV64_Mesorhizobium	ASV126_unknown	0.001	0.505	Positive	Strong	Positive_Strong
ASV66_Mesorhizobium	ASV126_unknown	0.001	-0.4927	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV126_unknown	0.005	0.4973	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV126_unknown	0.001	0.7434	Positive	Strong	Positive_Strong
ASV70_Caulobacter	ASV126_unknown	0.002	-0.2604	Negative	Weak	Negative_Weak
ASV717_Pseudomonas	ASV126_unknown	0.001	-0.3741	Negative	Weak	Negative_Weak
ASV72_ANPR	ASV126_unknown	0.001	0.8115	Positive	Strong	Positive_Strong
ASV733_unknown	ASV126_unknown	0.001	-0.3758	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV126_unknown	0.001	0.654	Positive	Strong	Positive_Strong
ASV747_unknown	ASV126_unknown	0.009	-0.2432	Negative	Weak	Negative_Weak
ASV748_Mesorhizobium	ASV126_unknown	0.001	-0.3611	Negative	Weak	Negative_Weak
ASV75_ANPR	ASV126_unknown	0.001	0.7692	Positive	Strong	Positive_Strong
ASV76_Mesorhizobium	ASV126_unknown	0.001	0.5708	Positive	Strong	Positive_Strong
ASV78_ANPR	ASV126_unknown	0.001	0.787	Positive	Strong	Positive_Strong
ASV8_Mesorhizobium	ASV126_unknown	0.001	0.5821	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV126_unknown	0.001	0.6432	Positive	Strong	Positive_Strong
ASV81_Mesorhizobium	ASV126_unknown	0.002	0.4528	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV126_unknown	0.001	0.8397	Positive	Strong	Positive_Strong
ASV84_Mesorhizobium	ASV126_unknown	0.001	-0.4787	Negative	Strong	Negative_Strong
ASV869_ANPR	ASV126_unknown	0.002	-0.4264	Negative	Strong	Negative_Strong
ASV87_Mesorhizobium	ASV126_unknown	0.001	-0.461	Negative	Strong	Negative_Strong
ASV879_Mesorhizobium	ASV126_unknown	0.001	-0.3753	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV126_unknown	0.001	0.8047	Positive	Strong	Positive_Strong
ASV9_ANPR	ASV126_unknown	0.001	0.7718	Positive	Strong	Positive_Strong
ASV920_ANPR	ASV126_unknown	0.001	-0.4549	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV126_unknown	0.002	-0.3564	Negative	Weak	Negative_Weak
ASV95_ANPR	ASV126_unknown	0.001	0.76	Positive	Strong	Positive_Strong
ASV97_ANPR	ASV126_unknown	0.001	-0.4542	Negative	Strong	Negative_Strong
ASV98_unknown	ASV126_unknown	0.002	-0.323	Negative	Weak	Negative_Weak
ASV154_ANPR	ASV133_ANPR	0.001	0.7176	Positive	Strong	Positive_Strong
ASV162_ANPR	ASV133_ANPR	0.001	0.6189	Positive	Strong	Positive_Strong
ASV176_unknown	ASV133_ANPR	0.001	0.5356	Positive	Strong	Positive_Strong
ASV178_unknown	ASV133_ANPR	0.004	0.4034	Positive	Strong	Positive_Strong
ASV261_ANPR	ASV133_ANPR	0.002	0.4813	Positive	Strong	Positive_Strong
ASV380_ANPR	ASV133_ANPR	0.001	0.3917	Positive	Weak	Positive_Weak
ASV39_unknown	ASV133_ANPR	0.009	0.3955	Positive	Weak	Positive_Weak
ASV4_Mesorhizobium	ASV133_ANPR	0.01	-0.395	Negative	Weak	Negative_Weak
ASV61_ANPR	ASV133_ANPR	0.007	0.439	Positive	Strong	Positive_Strong
ASV72_ANPR	ASV133_ANPR	0.001	0.4877	Positive	Strong	Positive_Strong
ASV75_ANPR	ASV133_ANPR	0.002	0.4734	Positive	Strong	Positive_Strong
ASV78_ANPR	ASV133_ANPR	0.001	0.49	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV133_ANPR	0.005	0.4295	Positive	Strong	Positive_Strong
ASV852_Mesorhizobium	ASV133_ANPR	0.007	0.371	Positive	Weak	Positive_Weak
ASV89_ANPR	ASV133_ANPR	0.003	0.4829	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV133_ANPR	0.004	0.4397	Positive	Strong	Positive_Strong
ASV139_ANPR	ASV135_unknown	0.001	-0.3534	Negative	Weak	Negative_Weak
ASV144_ANPR	ASV135_unknown	5e-04	0.5725	Positive	Strong	Positive_Strong
ASV15_Mesorhizobium	ASV135_unknown	0.004	-0.2933	Negative	Weak	Negative_Weak
ASV166_Mesorhizobium	ASV135_unknown	5e-04	0.5803	Positive	Strong	Positive_Strong
ASV176_unknown	ASV135_unknown	0.002	-0.3259	Negative	Weak	Negative_Weak
ASV178_unknown	ASV135_unknown	0.001	-0.3273	Negative	Weak	Negative_Weak
ASV18_ANPR	ASV135_unknown	0.001	-0.4289	Negative	Strong	Negative_Strong
ASV188_Mesorhizobium	ASV135_unknown	5e-04	0.5804	Positive	Strong	Positive_Strong
ASV202_unknown	ASV135_unknown	0.002	-0.3357	Negative	Weak	Negative_Weak
ASV21_ANPR	ASV135_unknown	0.001	-0.4105	Negative	Strong	Negative_Strong
ASV217_Mesorhizobium	ASV135_unknown	5e-04	0.5203	Positive	Strong	Positive_Strong
ASV231_Mesorhizobium	ASV135_unknown	5e-04	0.5395	Positive	Strong	Positive_Strong
ASV244_ANPR	ASV135_unknown	5e-04	0.5502	Positive	Strong	Positive_Strong
ASV250_Mesorhizobium	ASV135_unknown	5e-04	0.556	Positive	Strong	Positive_Strong
ASV261_ANPR	ASV135_unknown	0.004	-0.3042	Negative	Weak	Negative_Weak
ASV27_unknown	ASV135_unknown	0.001	-0.4142	Negative	Strong	Negative_Strong
ASV3_ANPR	ASV135_unknown	0.001	-0.4173	Negative	Strong	Negative_Strong
ASV31_Mesorhizobium	ASV135_unknown	0.001	-0.4182	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV135_unknown	0.001	-0.4269	Negative	Strong	Negative_Strong
ASV34_ANPR	ASV135_unknown	0.001	-0.4159	Negative	Strong	Negative_Strong
ASV37_unknown	ASV135_unknown	0.001	-0.4217	Negative	Strong	Negative_Strong
ASV39_unknown	ASV135_unknown	0.001	-0.4099	Negative	Strong	Negative_Strong
ASV41_unknown	ASV135_unknown	0.001	-0.4359	Negative	Strong	Negative_Strong
ASV43_unknown	ASV135_unknown	5e-04	0.6039	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV135_unknown	0.002	-0.3727	Negative	Weak	Negative_Weak
ASV56_ANPR	ASV135_unknown	5e-04	0.5867	Positive	Strong	Positive_Strong
ASV58_ANPR	ASV135_unknown	5e-04	0.5914	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV135_unknown	0.002	0.3166	Positive	Weak	Positive_Weak
ASV60_Mesorhizobium	ASV135_unknown	0.002	-0.4444	Negative	Strong	Negative_Strong
ASV61_ANPR	ASV135_unknown	0.004	-0.3381	Negative	Weak	Negative_Weak
ASV68_Mesorhizobium	ASV135_unknown	0.001	-0.432	Negative	Strong	Negative_Strong
ASV72_ANPR	ASV135_unknown	0.002	-0.3796	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV135_unknown	0.001	-0.4247	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV135_unknown	0.002	-0.3594	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV135_unknown	0.002	-0.3626	Negative	Weak	Negative_Weak
ASV78_ANPR	ASV135_unknown	0.001	-0.4069	Negative	Strong	Negative_Strong
ASV80_ANPR	ASV135_unknown	0.001	-0.3879	Negative	Weak	Negative_Weak
ASV82_ANPR	ASV135_unknown	0.001	-0.3795	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV135_unknown	0.001	-0.4013	Negative	Strong	Negative_Strong
ASV9_ANPR	ASV135_unknown	0.001	-0.4392	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV135_unknown	5e-04	0.5577	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV135_unknown	0.001	-0.4129	Negative	Strong	Negative_Strong
ASV98_unknown	ASV135_unknown	5e-04	0.6037	Positive	Strong	Positive_Strong
ASV139_ANPR	ASV137_ANPR	0.005	0.4569	Positive	Strong	Positive_Strong
ASV153_ANPR	ASV137_ANPR	0.001	0.5768	Positive	Strong	Positive_Strong
ASV3_ANPR	ASV137_ANPR	0.002	0.4928	Positive	Strong	Positive_Strong
ASV311_ANPR	ASV137_ANPR	0.001	0.519	Positive	Strong	Positive_Strong
ASV35_Mesorhizobium	ASV137_ANPR	0.009	-0.4122	Negative	Strong	Negative_Strong
ASV49_ANPR	ASV137_ANPR	0.003	0.4851	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV137_ANPR	0.009	0.4118	Positive	Strong	Positive_Strong
ASV1395_unknown	ASV139_ANPR	0.001	-0.4062	Negative	Strong	Negative_Strong
ASV142_unknown	ASV139_ANPR	0.002	-0.4303	Negative	Strong	Negative_Strong
ASV1430_unknown	ASV139_ANPR	0.001	-0.4114	Negative	Strong	Negative_Strong
ASV1431_unknown	ASV139_ANPR	0.001	-0.41	Negative	Strong	Negative_Strong
ASV144_ANPR	ASV139_ANPR	0.002	-0.3346	Negative	Weak	Negative_Weak
ASV1464_unknown	ASV139_ANPR	0.007	-0.3148	Negative	Weak	Negative_Weak
ASV15_Mesorhizobium	ASV139_ANPR	0.001	0.5351	Positive	Strong	Positive_Strong
ASV153_ANPR	ASV139_ANPR	0.003	0.4341	Positive	Strong	Positive_Strong
ASV158_Mesorhizobium	ASV139_ANPR	0.001	-0.4702	Negative	Strong	Negative_Strong
ASV160_Mesorhizobium	ASV139_ANPR	0.001	-0.4036	Negative	Strong	Negative_Strong
ASV161_Mesorhizobium	ASV139_ANPR	0.003	-0.4215	Negative	Strong	Negative_Strong
ASV162_ANPR	ASV139_ANPR	0.001	0.5269	Positive	Strong	Positive_Strong
ASV166_Mesorhizobium	ASV139_ANPR	0.002	-0.3514	Negative	Weak	Negative_Weak
ASV17_ANPR	ASV139_ANPR	0.001	-0.4776	Negative	Strong	Negative_Strong
ASV170_Mesorhizobium	ASV139_ANPR	0.001	-0.4506	Negative	Strong	Negative_Strong
ASV176_unknown	ASV139_ANPR	0.001	0.6553	Positive	Strong	Positive_Strong
ASV178_unknown	ASV139_ANPR	0.001	0.7234	Positive	Strong	Positive_Strong
ASV18_ANPR	ASV139_ANPR	0.001	0.7452	Positive	Strong	Positive_Strong
ASV185_unknown	ASV139_ANPR	0.001	-0.4463	Negative	Strong	Negative_Strong
ASV188_Mesorhizobium	ASV139_ANPR	0.003	-0.3383	Negative	Weak	Negative_Weak
ASV197_Mesorhizobium	ASV139_ANPR	0.001	-0.5108	Negative	Strong	Negative_Strong
ASV21_ANPR	ASV139_ANPR	0.001	0.737	Positive	Strong	Positive_Strong
ASV217_Mesorhizobium	ASV139_ANPR	0.001	-0.3396	Negative	Weak	Negative_Weak
ASV22_Mesorhizobium	ASV139_ANPR	0.002	-0.4643	Negative	Strong	Negative_Strong
ASV231_Mesorhizobium	ASV139_ANPR	0.009	-0.2811	Negative	Weak	Negative_Weak
ASV244_ANPR	ASV139_ANPR	0.002	-0.34	Negative	Weak	Negative_Weak
ASV247_Mesorhizobium	ASV139_ANPR	0.001	-0.4542	Negative	Strong	Negative_Strong
ASV250_Mesorhizobium	ASV139_ANPR	0.001	-0.3718	Negative	Weak	Negative_Weak
ASV254_ANPR	ASV139_ANPR	0.001	-0.4697	Negative	Strong	Negative_Strong
ASV26_Mesorhizobium	ASV139_ANPR	0.002	-0.4125	Negative	Strong	Negative_Strong
ASV261_ANPR	ASV139_ANPR	0.001	0.7126	Positive	Strong	Positive_Strong
ASV27_unknown	ASV139_ANPR	0.001	0.7359	Positive	Strong	Positive_Strong
ASV281_Mesorhizobium	ASV139_ANPR	0.001	-0.4896	Negative	Strong	Negative_Strong
ASV292_Mesorhizobium	ASV139_ANPR	0.002	-0.4047	Negative	Strong	Negative_Strong
ASV3_ANPR	ASV139_ANPR	0.001	0.6925	Positive	Strong	Positive_Strong
ASV307_unknown	ASV139_ANPR	0.003	-0.3522	Negative	Weak	Negative_Weak
ASV31_Mesorhizobium	ASV139_ANPR	0.001	0.7061	Positive	Strong	Positive_Strong
ASV32_ANPR	ASV139_ANPR	0.001	-0.4782	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV139_ANPR	0.001	0.7252	Positive	Strong	Positive_Strong
ASV336_Mesorhizobium	ASV139_ANPR	0.009	-0.2593	Negative	Weak	Negative_Weak
ASV34_ANPR	ASV139_ANPR	0.001	0.733	Positive	Strong	Positive_Strong
ASV348_unknown	ASV139_ANPR	0.001	-0.4289	Negative	Strong	Negative_Strong
ASV35_Mesorhizobium	ASV139_ANPR	0.001	-0.7039	Negative	Strong	Negative_Strong
ASV36_Mesorhizobium	ASV139_ANPR	0.001	-0.4403	Negative	Strong	Negative_Strong
ASV37_unknown	ASV139_ANPR	0.001	0.7151	Positive	Strong	Positive_Strong
ASV375_unknown	ASV139_ANPR	0.007	-0.3441	Negative	Weak	Negative_Weak
ASV39_unknown	ASV139_ANPR	0.001	0.8026	Positive	Strong	Positive_Strong
ASV392_unknown	ASV139_ANPR	0.003	-0.3446	Negative	Weak	Negative_Weak
ASV41_unknown	ASV139_ANPR	0.001	0.5872	Positive	Strong	Positive_Strong
ASV421_unknown	ASV139_ANPR	0.002	-0.3803	Negative	Weak	Negative_Weak
ASV426_unknown	ASV139_ANPR	0.003	-0.3449	Negative	Weak	Negative_Weak
ASV458_unknown	ASV139_ANPR	0.002	-0.3863	Negative	Weak	Negative_Weak
ASV47_Mesorhizobium	ASV139_ANPR	0.001	-0.5583	Negative	Strong	Negative_Strong
ASV48_Pseudomonas	ASV139_ANPR	0.007	-0.3291	Negative	Weak	Negative_Weak
ASV49_ANPR	ASV139_ANPR	0.001	0.7144	Positive	Strong	Positive_Strong
ASV498_unknown	ASV139_ANPR	0.008	-0.3291	Negative	Weak	Negative_Weak
ASV50_ANPR	ASV139_ANPR	0.003	-0.437	Negative	Strong	Negative_Strong
ASV51_Mesorhizobium	ASV139_ANPR	0.001	-0.4719	Negative	Strong	Negative_Strong
ASV53_ANPR	ASV139_ANPR	0.001	-0.436	Negative	Strong	Negative_Strong
ASV55_ANPR	ASV139_ANPR	0.001	-0.4376	Negative	Strong	Negative_Strong
ASV56_ANPR	ASV139_ANPR	0.003	-0.3185	Negative	Weak	Negative_Weak
ASV57_Pseudomonas	ASV139_ANPR	0.006	-0.3241	Negative	Weak	Negative_Weak
ASV58_ANPR	ASV139_ANPR	0.003	-0.3468	Negative	Weak	Negative_Weak
ASV581_unknown	ASV139_ANPR	0.009	-0.2565	Negative	Weak	Negative_Weak
ASV59_ANPR	ASV139_ANPR	0.004	-0.437	Negative	Strong	Negative_Strong
ASV6_Mesorhizobium	ASV139_ANPR	0.001	-0.5425	Negative	Strong	Negative_Strong
ASV61_ANPR	ASV139_ANPR	0.001	0.6568	Positive	Strong	Positive_Strong
ASV626_Azorhizophilus	ASV139_ANPR	0.003	-0.343	Negative	Weak	Negative_Weak
ASV63_unknown	ASV139_ANPR	0.001	-0.4386	Negative	Strong	Negative_Strong
ASV66_Mesorhizobium	ASV139_ANPR	0.001	-0.4371	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV139_ANPR	0.01	0.4386	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV139_ANPR	0.001	0.7459	Positive	Strong	Positive_Strong
ASV717_Pseudomonas	ASV139_ANPR	0.006	-0.3211	Negative	Weak	Negative_Weak
ASV72_ANPR	ASV139_ANPR	0.001	0.7746	Positive	Strong	Positive_Strong
ASV733_unknown	ASV139_ANPR	0.005	-0.3275	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV139_ANPR	0.001	0.5838	Positive	Strong	Positive_Strong
ASV747_unknown	ASV139_ANPR	0.003	-0.2948	Negative	Weak	Negative_Weak
ASV748_Mesorhizobium	ASV139_ANPR	0.002	-0.3595	Negative	Weak	Negative_Weak
