"Class","Family","Genus","Kingdom","name","Order","Phylum","RAmean","RARange","RAsum","selected","shared name","X"
"Alphaproteobacteria","Rhizobiaceae","unknown","Bacteria","ASV135_unknown","Rhizobiales","Proteobacteria","7.99711759062278E-5","Q3","0.00799711759062278","false","ASV135_unknown","ASV135"
"Alphaproteobacteria","Rhizobiaceae","unknown","Bacteria","ASV125_unknown","Rhizobiales","Proteobacteria","8.89063245140437E-5","Q3","0.00889063245140437","false","ASV125_unknown","ASV125"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV124_Mesorhizobium","Rhizobiales","Proteobacteria","9.22291616418016E-5","Q3","0.00922291616418016","false","ASV124_Mesorhizobium","ASV124"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV118_Mesorhizobium","Rhizobiales","Proteobacteria","9.9915714649183E-5","Q3","0.0099915714649183","false","ASV118_Mesorhizobium","ASV118"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV110_ANPR","Rhizobiales","Proteobacteria","1.14079575763712E-4","Q3","0.0114079575763712","false","ASV110_ANPR","ASV110"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV108_Mesorhizobium","Rhizobiales","Proteobacteria","1.2617852589245E-4","Q3","0.012617852589245","false","ASV108_Mesorhizobium","ASV108"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV104_Mesorhizobium","Rhizobiales","Proteobacteria","1.39485220042898E-4","Q3","0.0139485220042898","false","ASV104_Mesorhizobium","ASV104"
"Alphaproteobacteria","Rhizobiaceae","unknown","Bacteria","ASV954_unknown","Rhizobiales","Proteobacteria","6.15233418438557E-6","Q1","6.15233418438557E-4","false","ASV954_unknown","ASV954"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV80_ANPR","Rhizobiales","Proteobacteria","1.90546138865201E-4","Q3","0.0190546138865201","false","ASV80_ANPR","ASV80"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV8_Mesorhizobium","Rhizobiales","Proteobacteria","0.00460612403808624","Q4","0.460612403808624","false","ASV8_Mesorhizobium","ASV8"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV64_Mesorhizobium","Rhizobiales","Proteobacteria","3.17398139590303E-4","Q4","0.0317398139590303","false","ASV64_Mesorhizobium","ASV64"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV60_Mesorhizobium","Rhizobiales","Proteobacteria","3.00223783769496E-4","Q4","0.0300223783769496","false","ASV60_Mesorhizobium","ASV60"
"Alphaproteobacteria","Rhizobiaceae","unknown","Bacteria","ASV41_unknown","Rhizobiales","Proteobacteria","5.27682024981783E-4","Q4","0.0527682024981783","false","ASV41_unknown","ASV41"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV382_Mesorhizobium","Rhizobiales","Proteobacteria","1.97734526114093E-5","Q1","0.00197734526114093","false","ASV382_Mesorhizobium","ASV382"
"Gammaproteobacteria","Burkholderiaceae","Variovorax","Bacteria","ASV218_Variovorax","Betaproteobacteriales","Proteobacteria","4.08487839599656E-5","Q2","0.00408487839599656","false","ASV218_Variovorax","ASV218"
"Gammaproteobacteria","Burkholderiaceae","unknown","Bacteria","ASV1032_unknown","Betaproteobacteriales","Proteobacteria","5.59922284031309E-6","Q1","5.59922284031309E-4","false","ASV1032_unknown","ASV1032"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV95_ANPR","Rhizobiales","Proteobacteria","1.99505713537107E-4","Q3","0.0199505713537107","false","ASV95_ANPR","ASV95"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV9_ANPR","Rhizobiales","Proteobacteria","0.00421654366665235","Q4","0.421654366665235","false","ASV9_ANPR","ASV9"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV89_ANPR","Rhizobiales","Proteobacteria","2.1317105817775E-4","Q3","0.021317105817775","false","ASV89_ANPR","ASV89"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV82_ANPR","Rhizobiales","Proteobacteria","2.21244461990287E-4","Q3","0.0221244461990288","false","ASV82_ANPR","ASV82"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV78_ANPR","Rhizobiales","Proteobacteria","2.31976758825443E-4","Q3","0.0231976758825443","false","ASV78_ANPR","ASV78"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV75_ANPR","Rhizobiales","Proteobacteria","2.68917169888052E-4","Q4","0.0268917169888052","false","ASV75_ANPR","ASV75"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV72_ANPR","Rhizobiales","Proteobacteria","2.76533581214178E-4","Q4","0.0276533581214178","false","ASV72_ANPR","ASV72"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV68_Mesorhizobium","Rhizobiales","Proteobacteria","2.5657179562877E-4","Q4","0.025657179562877","false","ASV68_Mesorhizobium","ASV68"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV61_ANPR","Rhizobiales","Proteobacteria","3.45375195938958E-4","Q4","0.0345375195938958","false","ASV61_ANPR","ASV61"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV49_ANPR","Rhizobiales","Proteobacteria","4.96623268611739E-4","Q4","0.0496623268611739","false","ASV49_ANPR","ASV49"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV47_Mesorhizobium","Rhizobiales","Proteobacteria","3.94614955757954E-4","Q4","0.0394614955757954","false","ASV47_Mesorhizobium","ASV47"
"Alphaproteobacteria","Rhizobiaceae","unknown","Bacteria","ASV39_unknown","Rhizobiales","Proteobacteria","6.33994257973038E-4","Q4","0.0633994257973038","false","ASV39_unknown","ASV39"
"Alphaproteobacteria","Rhizobiaceae","unknown","Bacteria","ASV37_unknown","Rhizobiales","Proteobacteria","6.02815360747395E-4","Q4","0.0602815360747395","false","ASV37_unknown","ASV37"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV35_Mesorhizobium","Rhizobiales","Proteobacteria","8.24524191761652E-4","Q4","0.0824524191761652","false","ASV35_Mesorhizobium","ASV35"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV34_ANPR","Rhizobiales","Proteobacteria","8.68083685562294E-4","Q4","0.0868083685562294","false","ASV34_ANPR","ASV34"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV33_ANPR","Rhizobiales","Proteobacteria","9.31192872441299E-4","Q4","0.0931192872441299","false","ASV33_ANPR","ASV33"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV31_Mesorhizobium","Rhizobiales","Proteobacteria","9.26499303324474E-4","Q4","0.0926499303324474","false","ASV31_Mesorhizobium","ASV31"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV3_ANPR","Rhizobiales","Proteobacteria","0.0809889943499829","Q4","8.09889943499829","false","ASV3_ANPR","ASV3"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV261_ANPR","Rhizobiales","Proteobacteria","4.23015899829851E-5","Q2","0.00423015899829851","false","ASV261_ANPR","ASV261"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV21_ANPR","Rhizobiales","Proteobacteria","0.00148666437236467","Q4","0.148666437236467","false","ASV21_ANPR","ASV21"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV18_ANPR","Rhizobiales","Proteobacteria","0.00190777349475369","Q4","0.190777349475369","false","ASV18_ANPR","ASV18"
"Alphaproteobacteria","Rhizobiaceae","unknown","Bacteria","ASV178_unknown","Rhizobiales","Proteobacteria","6.26854979599836E-5","Q2","0.00626854979599836","false","ASV178_unknown","ASV178"
"Alphaproteobacteria","Rhizobiaceae","unknown","Bacteria","ASV176_unknown","Rhizobiales","Proteobacteria","6.60599216177717E-5","Q2","0.00660599216177717","false","ASV176_unknown","ASV176"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV162_ANPR","Rhizobiales","Proteobacteria","8.61516238109E-5","Q3","0.00861516238109","false","ASV162_ANPR","ASV162"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV154_ANPR","Rhizobiales","Proteobacteria","8.77363330015268E-5","Q3","0.00877363330015268","false","ASV154_ANPR","ASV154"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV153_ANPR","Rhizobiales","Proteobacteria","7.29108231682681E-5","Q2","0.00729108231682681","false","ASV153_ANPR","ASV153"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV15_Mesorhizobium","Rhizobiales","Proteobacteria","0.00222207151826115","Q4","0.222207151826115","false","ASV15_Mesorhizobium","ASV15"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV139_ANPR","Rhizobiales","Proteobacteria","8.40218963976462E-5","Q3","0.00840218963976462","false","ASV139_ANPR","ASV139"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV137_ANPR","Rhizobiales","Proteobacteria","8.41508298375194E-5","Q3","0.00841508298375194","false","ASV137_ANPR","ASV137"
"Alphaproteobacteria","Rhizobiaceae","ANPR","Bacteria","ASV133_ANPR","Rhizobiales","Proteobacteria","1.03322617435698E-4","Q3","0.0103322617435698","false","ASV133_ANPR","ASV133"
"Alphaproteobacteria","Rhizobiaceae","unknown","Bacteria","ASV126_unknown","Rhizobiales","Proteobacteria","9.66151800788517E-5","Q3","0.00966151800788517","false","ASV126_unknown","ASV126"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV12_Mesorhizobium","Rhizobiales","Proteobacteria","0.0034203281543215","Q4","0.34203281543215","false","ASV12_Mesorhizobium","ASV12"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV111_Mesorhizobium","Rhizobiales","Proteobacteria","1.08641833171235E-4","Q3","0.0108641833171235","false","ASV111_Mesorhizobium","ASV111"
"Alphaproteobacteria","Rhizobiaceae","unknown","Bacteria","ASV11_unknown","Rhizobiales","Proteobacteria","0.00363325400538902","Q4","0.363325400538902","false","ASV11_unknown","ASV11"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV1_Mesorhizobium","Rhizobiales","Proteobacteria","0.604241861640268","Max","60.4241861640268","false","ASV1_Mesorhizobium","ASV1"
"Alphaproteobacteria","Rhizobiaceae","Mesorhizobium","Bacteria","ASV106_Mesorhizobium","Rhizobiales","Proteobacteria","1.40387304617879E-4","Q3","0.0140387304617879","false","ASV106_Mesorhizobium","ASV106"
