,H2S2,CV,ASV
ASV375_unknown,-0.0005611958553150039,2,ASV375_unknown
ASV498_unknown,-0.000596185632620802,2,ASV498_unknown
ASV667_unknown,-0.000601603748941257,2,ASV667_unknown
ASV836_Rhizobacter,-0.000604914158579785,2,ASV836_Rhizobacter
ASV581_unknown,-0.00069659381456356,2,ASV581_unknown
ASV382_Mesorhizobium,-0.000736173008572853,2,ASV382_Mesorhizobium
ASV274_Mesorhizobium,-0.0008301044659326159,2,ASV274_Mesorhizobium
ASV519_Methylovorus,-0.0010110180531112064,2,ASV519_Methylovorus
ASV4_Mesorhizobium,-0.0011304236503164712,2,ASV4_Mesorhizobium
ASV391_Duganella,-0.00118419636128754,2,ASV391_Duganella
ASV315_Duganella,-0.001210505016509117,2,ASV315_Duganella
ASV146_unknown,-0.0013137218190815809,2,ASV146_unknown
ASV87_Mesorhizobium,-0.0013942517087763913,2,ASV87_Mesorhizobium
ASV111_Mesorhizobium,-0.0017651106693478012,2,ASV111_Mesorhizobium
ASV145_unknown,-0.0018202143408052361,2,ASV145_unknown
ASV112_Mesorhizobium,-0.0019002322685631708,2,ASV112_Mesorhizobium
ASV249_Duganella,-0.0020467424481978164,2,ASV249_Duganella
ASV47_Mesorhizobium,-0.0021200880162955886,2,ASV47_Mesorhizobium
ASV229_Achromobacter,-0.00273749288713225,2,ASV229_Achromobacter
ASV234_Achromobacter,-0.0029015374047132,2,ASV234_Achromobacter
ASV35_Mesorhizobium,-0.0029096027811797427,2,ASV35_Mesorhizobium
ASV156_Duganella,-0.0032361062297486236,2,ASV156_Duganella
ASV165_Herbaspirillum,-0.003245816675482867,2,ASV165_Herbaspirillum
ASV141_Pseudomonas,-0.0036271452568606604,2,ASV141_Pseudomonas
ASV48_Pseudomonas,-0.00474799857323153,2,ASV48_Pseudomonas
ASV119_Rhizobacter,-0.0056970360064559486,2,ASV119_Rhizobacter
ASV57_Pseudomonas,-0.021424091642705416,2,ASV57_Pseudomonas
ASV28_Pseudomonas,-0.031591295369430075,2,ASV28_Pseudomonas
ASV1_Mesorhizobium,-1.8895466048242784,2,ASV1_Mesorhizobium
ASV3_ANPR,0.9940727682789382,3,ASV3_ANPR
ASV9_ANPR,0.10900488864966795,3,ASV9_ANPR
ASV11_unknown,0.08966271234232942,3,ASV11_unknown
ASV12_Mesorhizobium,0.05544391380502121,3,ASV12_Mesorhizobium
ASV18_ANPR,0.04844471795289769,3,ASV18_ANPR
ASV21_ANPR,0.043058616213613336,3,ASV21_ANPR
ASV8_Mesorhizobium,0.03932631509119668,3,ASV8_Mesorhizobium
ASV27_unknown,0.02845435346800491,3,ASV27_unknown
ASV49_ANPR,0.027196719841604156,3,ASV49_ANPR
ASV33_ANPR,0.02547335168613403,3,ASV33_ANPR
ASV39_unknown,0.025397029393773845,3,ASV39_unknown
ASV34_ANPR,0.02277821796486373,3,ASV34_ANPR
ASV75_ANPR,0.015152483285320486,3,ASV75_ANPR
ASV72_ANPR,0.014850715221088526,3,ASV72_ANPR
ASV77_Caulobacter,0.01379361631809977,3,ASV77_Caulobacter
ASV61_ANPR,0.013409088598504617,3,ASV61_ANPR
ASV31_Mesorhizobium,0.012620610301364058,3,ASV31_Mesorhizobium
ASV78_ANPR,0.012069099407096164,3,ASV78_ANPR
ASV95_ANPR,0.011487309493522961,3,ASV95_ANPR
ASV37_unknown,0.011380284036391929,3,ASV37_unknown
ASV89_ANPR,0.010992314556032452,3,ASV89_ANPR
ASV82_ANPR,0.010742960975599495,3,ASV82_ANPR
ASV68_Mesorhizobium,0.006773525361121069,3,ASV68_Mesorhizobium
ASV15_Mesorhizobium,0.006430306765285191,3,ASV15_Mesorhizobium
ASV71_unknown,0.006275660481340319,3,ASV71_unknown
ASV154_ANPR,0.005457349801131129,3,ASV154_ANPR
ASV162_ANPR,0.004912818366497317,3,ASV162_ANPR
ASV106_Mesorhizobium,0.004801786704319103,3,ASV106_Mesorhizobium
ASV41_unknown,0.003861350300362695,3,ASV41_unknown
ASV126_unknown,0.0034548115357181616,3,ASV126_unknown
ASV133_ANPR,0.0031513854007790857,3,ASV133_ANPR
ASV171_Pseudomonas,0.00299050988481639,3,ASV171_Pseudomonas
ASV176_unknown,0.0029565276636814037,3,ASV176_unknown
ASV178_unknown,0.0026942116659683948,3,ASV178_unknown
ASV139_ANPR,0.0026812558242470083,3,ASV139_ANPR
ASV137_ANPR,0.0023068557479533664,3,ASV137_ANPR
ASV261_ANPR,0.0021654646932410134,3,ASV261_ANPR
ASV60_Mesorhizobium,0.002072561006816473,3,ASV60_Mesorhizobium
ASV74_ANPR,0.002068315128629191,3,ASV74_ANPR
ASV80_ANPR,0.00199054147033606,3,ASV80_ANPR
ASV637_ANPR,0.0018870194820162483,3,ASV637_ANPR
ASV380_ANPR,0.001657908880636304,3,ASV380_ANPR
ASV401_Caulobacter,0.00158456689465223,3,ASV401_Caulobacter
ASV153_ANPR,0.0014453485836465449,3,ASV153_ANPR
ASV118_Mesorhizobium,0.0013877322380737613,3,ASV118_Mesorhizobium
ASV215_Mesorhizobium,0.0012551809883439126,3,ASV215_Mesorhizobium
ASV76_Mesorhizobium,0.0009517865593641002,3,ASV76_Mesorhizobium
ASV632_unknown,0.000933453952486041,3,ASV632_unknown
ASV560_unknown,0.0008802830299599092,3,ASV560_unknown
ASV427_ANPR,0.0008137771516195092,3,ASV427_ANPR
ASV157_unknown,0.0007607769800161375,3,ASV157_unknown
ASV523_unknown,0.0007240717009515423,3,ASV523_unknown
ASV81_Mesorhizobium,0.0006221022868435754,3,ASV81_Mesorhizobium
ASV853_Caulobacter,0.000549302847116489,3,ASV853_Caulobacter
ASV1168_ANPR,0.0004557830755600531,3,ASV1168_ANPR
ASV756_Mesorhizobium,0.000420630484762229,3,ASV756_Mesorhizobium
ASV1049_unknown,0.0003901870601287734,3,ASV1049_unknown
ASV67_Mesorhizobium,0.00035593166758037914,3,ASV67_Mesorhizobium
ASV1396_unknown,0.000334199563235743,3,ASV1396_unknown
ASV306_Mesorhizobium,0.0003299895426460782,3,ASV306_Mesorhizobium
ASV852_Mesorhizobium,0.0003211475606550694,3,ASV852_Mesorhizobium
ASV311_ANPR,0.000270816887449654,3,ASV311_ANPR
ASV124_Mesorhizobium,0.0002056280759445446,3,ASV124_Mesorhizobium
ASV359_Mesorhizobium,0.000144051535877476,3,ASV359_Mesorhizobium
ASV1223_Mesorhizobium,0.00013405777503771072,3,ASV1223_Mesorhizobium
ASV202_unknown,0.000130358506600611,3,ASV202_unknown
ASV48_Pseudomonas,0.00011524122870198,3,ASV48_Pseudomonas
ASV57_Pseudomonas,9.795504439668341e-05,3,ASV57_Pseudomonas
ASV6_Mesorhizobium,2.3048245740396104e-05,3,ASV6_Mesorhizobium
ASV14_Mesorhizobium,1.939437442949949e-05,3,ASV14_Mesorhizobium
ASV728_unknown,1.1524122870198e-05,3,ASV728_unknown
ASV50_ANPR,7.2345812986073394e-06,3,ASV50_ANPR
ASV134_Mesorhizobium,5.762061435099019e-06,3,ASV134_Mesorhizobium
ASV338_Aminobacter,5.762061435099019e-06,3,ASV338_Aminobacter
ASV534_Cutibacterium,4.192247318253892e-06,3,ASV534_Cutibacterium
ASV7_Mesorhizobium,1.9070107820822012e-06,3,ASV7_Mesorhizobium
ASV85_Mesorhizobium,0.0,3,ASV85_Mesorhizobium
ASV869_ANPR,0.0,3,ASV869_ANPR
ASV426_unknown,0.0,3,ASV426_unknown
ASV896_unknown,0.0,3,ASV896_unknown
ASV84_Mesorhizobium,0.0,3,ASV84_Mesorhizobium
ASV43_unknown,0.0,3,ASV43_unknown
ASV403_ANPR,0.0,3,ASV403_ANPR
ASV63_unknown,0.0,3,ASV63_unknown
ASV91_Mesorhizobium,0.0,3,ASV91_Mesorhizobium
ASV920_ANPR,0.0,3,ASV920_ANPR
ASV44_Mesorhizobium,0.0,3,ASV44_Mesorhizobium
ASV93_ANPR,0.0,3,ASV93_ANPR
ASV954_unknown,0.0,3,ASV954_unknown
ASV97_ANPR,0.0,3,ASV97_ANPR
ASV38_Mesorhizobium,0.0,3,ASV38_Mesorhizobium
ASV974_Mesorhizobium,0.0,3,ASV974_Mesorhizobium
ASV98_unknown,0.0,3,ASV98_unknown
ASV36_Mesorhizobium,0.0,3,ASV36_Mesorhizobium
ASV435_Mesorhizobium,0.0,3,ASV435_Mesorhizobium
ASV458_unknown,0.0,3,ASV458_unknown
ASV45_Mesorhizobium,0.0,3,ASV45_Mesorhizobium
ASV832_unknown,0.0,3,ASV832_unknown
ASV358_Mesorhizobium,0.0,3,ASV358_Mesorhizobium
ASV697_Mesorhizobium,0.0,3,ASV697_Mesorhizobium
ASV59_ANPR,0.0,3,ASV59_ANPR
ASV58_ANPR,0.0,3,ASV58_ANPR
ASV727_Mesorhizobium,0.0,3,ASV727_Mesorhizobium
ASV748_Mesorhizobium,0.0,3,ASV748_Mesorhizobium
ASV56_ANPR,0.0,3,ASV56_ANPR
ASV55_ANPR,0.0,3,ASV55_ANPR
ASV53_ANPR,0.0,3,ASV53_ANPR
ASV51_Mesorhizobium,0.0,3,ASV51_Mesorhizobium
ASV504_Mesorhizobium,0.0,3,ASV504_Mesorhizobium
ASV503_unknown,0.0,3,ASV503_unknown
ASV5_Mesorhizobium,0.0,3,ASV5_Mesorhizobium
ASV79_Mesorhizobium,0.0,3,ASV79_Mesorhizobium
ASV474_Mesorhizobium,0.0,3,ASV474_Mesorhizobium
ASV66_Mesorhizobium,0.0,3,ASV66_Mesorhizobium
ASV451_ANPR,0.0,3,ASV451_ANPR
ASV336_Mesorhizobium,0.0,3,ASV336_Mesorhizobium
ASV984_Aminobacter,0.0,3,ASV984_Aminobacter
ASV170_Mesorhizobium,0.0,3,ASV170_Mesorhizobium
ASV188_Mesorhizobium,0.0,3,ASV188_Mesorhizobium
ASV161_Mesorhizobium,0.0,3,ASV161_Mesorhizobium
ASV109_Mesorhizobium,0.0,3,ASV109_Mesorhizobium
ASV166_Mesorhizobium,0.0,3,ASV166_Mesorhizobium
ASV348_unknown,0.0,3,ASV348_unknown
ASV185_unknown,0.0,3,ASV185_unknown
ASV186_Mesorhizobium,0.0,3,ASV186_Mesorhizobium
ASV115_Mesorhizobium,0.0,3,ASV115_Mesorhizobium
ASV16_Mesorhizobium,0.0,3,ASV16_Mesorhizobium
ASV19_Mesorhizobium,0.0,3,ASV19_Mesorhizobium
ASV197_Mesorhizobium,0.0,3,ASV197_Mesorhizobium
ASV20_Mesorhizobium,0.0,3,ASV20_Mesorhizobium
ASV217_Mesorhizobium,0.0,3,ASV217_Mesorhizobium
ASV218_Variovorax,0.0,3,ASV218_Variovorax
ASV22_Mesorhizobium,0.0,3,ASV22_Mesorhizobium
ASV160_Mesorhizobium,0.0,3,ASV160_Mesorhizobium
ASV158_Mesorhizobium,0.0,3,ASV158_Mesorhizobium
ASV23_Mesorhizobium,0.0,3,ASV23_Mesorhizobium
ASV13_Mesorhizobium,0.0,3,ASV13_Mesorhizobium
ASV1186_Mesorhizobium,0.0,3,ASV1186_Mesorhizobium
ASV120_ANPR,0.0,3,ASV120_ANPR
ASV121_Mesorhizobium,0.0,3,ASV121_Mesorhizobium
ASV125_unknown,0.0,3,ASV125_unknown
ASV1257_unknown,0.0,3,ASV1257_unknown
ASV1258_ANPR,0.0,3,ASV1258_ANPR
ASV135_unknown,0.0,3,ASV135_unknown
ASV110_ANPR,0.0,3,ASV110_ANPR
ASV1395_unknown,0.0,3,ASV1395_unknown
ASV142_unknown,0.0,3,ASV142_unknown
ASV1430_unknown,0.0,3,ASV1430_unknown
ASV1431_unknown,0.0,3,ASV1431_unknown
ASV144_ANPR,0.0,3,ASV144_ANPR
ASV1481_unknown,0.0,3,ASV1481_unknown
ASV108_Mesorhizobium,0.0,3,ASV108_Mesorhizobium
ASV117_ANPR,0.0,3,ASV117_ANPR
ASV26_Mesorhizobium,0.0,3,ASV26_Mesorhizobium
ASV1032_unknown,0.0,3,ASV1032_unknown
ASV1018_Mesorhizobium,0.0,3,ASV1018_Mesorhizobium
ASV29_Mesorhizobium,0.0,3,ASV29_Mesorhizobium
ASV292_Mesorhizobium,0.0,3,ASV292_Mesorhizobium
ASV10_Mesorhizobium,0.0,3,ASV10_Mesorhizobium
ASV295_Mesorhizobium,0.0,3,ASV295_Mesorhizobium
ASV254_ANPR,0.0,3,ASV254_ANPR
ASV250_Mesorhizobium,0.0,3,ASV250_Mesorhizobium
ASV281_Mesorhizobium,0.0,3,ASV281_Mesorhizobium
ASV25_Mesorhizobium,0.0,3,ASV25_Mesorhizobium
ASV32_ANPR,0.0,3,ASV32_ANPR
ASV231_Mesorhizobium,0.0,3,ASV231_Mesorhizobium
ASV30_Mesorhizobium,0.0,3,ASV30_Mesorhizobium
ASV247_Mesorhizobium,0.0,3,ASV247_Mesorhizobium
ASV244_ANPR,0.0,3,ASV244_ANPR
ASV24_Mesorhizobium,0.0,3,ASV24_Mesorhizobium
ASV104_Mesorhizobium,0.0,3,ASV104_Mesorhizobium
ASV328_unknown,0.0,3,ASV328_unknown
ASV17_ANPR,-1.02527823488099e-05,3,ASV17_ANPR
ASV879_Mesorhizobium,-2.1929536014876998e-05,3,ASV879_Mesorhizobium
ASV64_Mesorhizobium,-4.479583617952781e-05,3,ASV64_Mesorhizobium
ASV733_unknown,-4.6137520569644603e-05,3,ASV733_unknown
ASV1464_unknown,-6.66430852672644e-05,3,ASV1464_unknown
ASV1191_unknown,-6.66430852672644e-05,3,ASV1191_unknown
ASV646_ANPR,-6.707200645743467e-05,3,ASV646_ANPR
ASV2_Mesorhizobium,-7.324596240731898e-05,3,ASV2_Mesorhizobium
ASV626_Azorhizophilus,-0.00012719130888628701,3,ASV626_Azorhizophilus
ASV421_unknown,-0.000140349030495213,3,ASV421_unknown
ASV569_unknown,-0.000164044517580959,3,ASV569_unknown
ASV386_unknown,-0.000171050380916041,3,ASV386_unknown
ASV307_unknown,-0.00019736582413389298,3,ASV307_unknown
ASV591_unknown,-0.00019951431188582983,3,ASV591_unknown
ASV375_unknown,-0.00021929536014876999,3,ASV375_unknown
ASV396_unknown,-0.00022721119895062863,3,ASV396_unknown
ASV392_unknown,-0.00023683898896067202,3,ASV392_unknown
ASV343_Mesorhizobium,-0.00027072918438949916,3,ASV343_Mesorhizobium
ASV1447_Rugamonas,-0.000281951514592272,3,ASV1447_Rugamonas
ASV70_Caulobacter,-0.000292204296941082,3,ASV70_Caulobacter
ASV1224_Duganella,-0.000353720991033942,3,ASV1224_Duganella
ASV274_Mesorhizobium,-0.00037030724829526586,3,ASV274_Mesorhizobium
ASV717_Pseudomonas,-0.000412275277079688,3,ASV717_Pseudomonas
ASV747_unknown,-0.0004828661669133769,3,ASV747_unknown
ASV498_unknown,-0.0005254475991381328,3,ASV498_unknown
ASV667_unknown,-0.000601603748941257,3,ASV667_unknown
ASV836_Rhizobacter,-0.000604914158579785,3,ASV836_Rhizobacter
ASV146_unknown,-0.0006535001732433349,3,ASV146_unknown
ASV4_Mesorhizobium,-0.0006906223120041521,3,ASV4_Mesorhizobium
ASV581_unknown,-0.00069659381456356,3,ASV581_unknown
ASV382_Mesorhizobium,-0.000736173008572853,3,ASV382_Mesorhizobium
ASV111_Mesorhizobium,-0.000872242627120276,3,ASV111_Mesorhizobium
ASV145_unknown,-0.0008947250694069811,3,ASV145_unknown
ASV47_Mesorhizobium,-0.0009784565709842288,3,ASV47_Mesorhizobium
ASV519_Methylovorus,-0.00102527823488099,3,ASV519_Methylovorus
ASV87_Mesorhizobium,-0.0011096345223527801,3,ASV87_Mesorhizobium
ASV391_Duganella,-0.00118419636128754,3,ASV391_Duganella
ASV315_Duganella,-0.001210505016509117,3,ASV315_Duganella
ASV112_Mesorhizobium,-0.001236598288586083,3,ASV112_Mesorhizobium
ASV35_Mesorhizobium,-0.0020310434333495977,3,ASV35_Mesorhizobium
ASV249_Duganella,-0.0020467424481978164,3,ASV249_Duganella
ASV229_Achromobacter,-0.00273749288713225,3,ASV229_Achromobacter
ASV234_Achromobacter,-0.0029015374047132,3,ASV234_Achromobacter
ASV156_Duganella,-0.0032361062297486236,3,ASV156_Duganella
ASV165_Herbaspirillum,-0.003245816675482867,3,ASV165_Herbaspirillum
ASV141_Pseudomonas,-0.0036271452568606604,3,ASV141_Pseudomonas
ASV119_Rhizobacter,-0.00656690709441275,3,ASV119_Rhizobacter
ASV28_Pseudomonas,-0.026992349498601402,3,ASV28_Pseudomonas
ASV1_Mesorhizobium,-1.6501461711225343,3,ASV1_Mesorhizobium
ASV3_ANPR,1.0074974031697355,4,ASV3_ANPR
ASV17_ANPR,0.1264015052128602,4,ASV17_ANPR
ASV22_Mesorhizobium,0.0851713123169943,4,ASV22_Mesorhizobium
ASV32_ANPR,0.0594506977982279,4,ASV32_ANPR
ASV36_Mesorhizobium,0.037014678480435,4,ASV36_Mesorhizobium
ASV9_ANPR,0.03306470569029213,4,ASV9_ANPR
ASV50_ANPR,0.025677833973457003,4,ASV50_ANPR
ASV51_Mesorhizobium,0.0252975624595962,4,ASV51_Mesorhizobium
ASV53_ANPR,0.0244086777959463,4,ASV53_ANPR
ASV55_ANPR,0.0236861619196106,4,ASV55_ANPR
ASV59_ANPR,0.0218085713199224,4,ASV59_ANPR
ASV63_unknown,0.0191561775107427,4,ASV63_unknown
ASV66_Mesorhizobium,0.0167509601855725,4,ASV66_Mesorhizobium
ASV18_ANPR,0.013972882459355497,4,ASV18_ANPR
ASV77_Caulobacter,0.01379361631809977,4,ASV77_Caulobacter
ASV39_unknown,0.012173098103576273,4,ASV39_unknown
ASV11_unknown,0.009798149303287679,4,ASV11_unknown
ASV97_ANPR,0.00944024033159676,4,ASV97_ANPR
ASV84_Mesorhizobium,0.007519869186599229,4,ASV84_Mesorhizobium
ASV21_ANPR,0.0074677072486221095,4,ASV21_ANPR
ASV109_Mesorhizobium,0.00735825379320835,4,ASV109_Mesorhizobium
ASV117_ANPR,0.007115830703122029,4,ASV117_ANPR
ASV120_ANPR,0.0065311632505609,4,ASV120_ANPR
ASV26_Mesorhizobium,0.00645510894778872,4,ASV26_Mesorhizobium
ASV121_Mesorhizobium,0.00595124919192303,4,ASV121_Mesorhizobium
ASV68_Mesorhizobium,0.005283464307149497,4,ASV68_Mesorhizobium
ASV49_ANPR,0.0051991732882762385,4,ASV49_ANPR
ASV142_unknown,0.0047914210746473,4,ASV142_unknown
ASV72_ANPR,0.004433896114722039,4,ASV72_ANPR
ASV158_Mesorhizobium,0.0038454956839183204,4,ASV158_Mesorhizobium
ASV160_Mesorhizobium,0.00383123550214853,4,ASV160_Mesorhizobium
ASV78_ANPR,0.0036072065741531607,4,ASV78_ANPR
ASV170_Mesorhizobium,0.00353652507890634,4,ASV170_Mesorhizobium
ASV185_unknown,0.0034794843518272,4,ASV185_unknown
ASV89_ANPR,0.0034289846621265575,4,ASV89_ANPR
ASV61_ANPR,0.0033784263393546914,4,ASV61_ANPR
ASV34_ANPR,0.0032623697419783505,4,ASV34_ANPR
ASV75_ANPR,0.0030081065575814463,4,ASV75_ANPR
ASV171_Pseudomonas,0.00299050988481639,4,ASV171_Pseudomonas
ASV106_Mesorhizobium,0.0029425248043037015,4,ASV106_Mesorhizobium
ASV82_ANPR,0.002677106589565994,4,ASV82_ANPR
ASV15_Mesorhizobium,0.0025740624360734137,4,ASV15_Mesorhizobium
ASV254_ANPR,0.00238620374947713,4,ASV254_ANPR
ASV33_ANPR,0.002274011585045581,4,ASV33_ANPR
ASV247_Mesorhizobium,0.0022673689013956,4,ASV247_Mesorhizobium
ASV126_unknown,0.0021816304728012434,4,ASV126_unknown
ASV95_ANPR,0.002107339361519749,4,ASV95_ANPR
ASV281_Mesorhizobium,0.0018918507814579602,4,ASV281_Mesorhizobium
ASV137_ANPR,0.0018371334434805048,4,ASV137_ANPR
ASV153_ANPR,0.001684067943527115,4,ASV153_ANPR
ASV401_Caulobacter,0.00158456689465223,4,ASV401_Caulobacter
ASV139_ANPR,0.0014100571117940898,4,ASV139_ANPR
ASV348_unknown,0.00136422405597597,4,ASV348_unknown
ASV133_ANPR,0.0013041394643600699,4,ASV133_ANPR
ASV176_unknown,0.0012425748523138464,4,ASV176_unknown
ASV178_unknown,0.0012033190325972066,4,ASV178_unknown
ASV154_ANPR,0.001192483643576948,4,ASV154_ANPR
ASV27_unknown,0.0010772426371991788,4,ASV27_unknown
ASV646_ANPR,0.0010648828623000552,4,ASV646_ANPR
ASV162_ANPR,0.001064856320345936,4,ASV162_ANPR
ASV380_ANPR,0.000982032729186798,4,ASV380_ANPR
ASV632_unknown,0.000933453952486041,4,ASV632_unknown
ASV560_unknown,0.0008802830299599092,4,ASV560_unknown
ASV311_ANPR,0.000798461707108192,4,ASV311_ANPR
ASV87_Mesorhizobium,0.000755789633798532,4,ASV87_Mesorhizobium
ASV523_unknown,0.0007240717009515423,4,ASV523_unknown
ASV748_Mesorhizobium,0.000632201391793741,4,ASV748_Mesorhizobium
ASV569_unknown,0.0005514728864709869,4,ASV569_unknown
ASV853_Caulobacter,0.000549302847116489,4,ASV853_Caulobacter
ASV451_ANPR,0.000549181342909907,4,ASV451_ANPR
ASV37_unknown,0.0005383124382389607,4,ASV37_unknown
ASV733_unknown,0.0005290231441449614,4,ASV733_unknown
ASV118_Mesorhizobium,0.0005168489012004031,4,ASV118_Mesorhizobium
ASV261_ANPR,0.000486437804467566,4,ASV261_ANPR
ASV756_Mesorhizobium,0.0004301372726087514,4,ASV756_Mesorhizobium
ASV920_ANPR,0.00042780545309350896,4,ASV920_ANPR
ASV869_ANPR,0.00041829866524698597,4,ASV869_ANPR
ASV1396_unknown,0.000334199563235743,4,ASV1396_unknown
ASV1257_unknown,0.000318477392858501,4,ASV1257_unknown
ASV1395_unknown,0.00027569684754915,4,ASV1395_unknown
ASV1431_unknown,0.00026619005970262796,4,ASV1431_unknown
ASV1430_unknown,0.00026619005970262796,4,ASV1430_unknown
ASV1049_unknown,0.000212119069504348,4,ASV1049_unknown
ASV1191_unknown,0.00021050610417909044,4,ASV1191_unknown
ASV292_Mesorhizobium,0.00020914933262349298,4,ASV292_Mesorhizobium
ASV852_Mesorhizobium,0.00015528031304525692,4,ASV852_Mesorhizobium
ASV359_Mesorhizobium,0.000144051535877476,4,ASV359_Mesorhizobium
ASV48_Pseudomonas,0.00011524122870198,4,ASV48_Pseudomonas
ASV1168_ANPR,0.0001107025731519789,4,ASV1168_ANPR
ASV1464_unknown,0.00010923248989340057,4,ASV1464_unknown
ASV57_Pseudomonas,9.795504439668341e-05,4,ASV57_Pseudomonas
ASV1223_Mesorhizobium,8.35523762855999e-05,4,ASV1223_Mesorhizobium
ASV6_Mesorhizobium,7.05821849730082e-05,4,ASV6_Mesorhizobium
ASV534_Cutibacterium,6.480892263289328e-05,4,ASV534_Cutibacterium
ASV591_unknown,4.609649148079221e-05,4,ASV591_unknown
ASV498_unknown,4.0334430045693104e-05,4,ASV498_unknown
ASV14_Mesorhizobium,3.655749963677918e-05,4,ASV14_Mesorhizobium
ASV274_Mesorhizobium,2.88103071754951e-05,4,ASV274_Mesorhizobium
ASV343_Mesorhizobium,1.87406910068768e-05,4,ASV343_Mesorhizobium
ASV728_unknown,1.1524122870198e-05,4,ASV728_unknown
ASV338_Aminobacter,5.762061435099019e-06,4,ASV338_Aminobacter
ASV10_Mesorhizobium,4.75339392326121e-06,4,ASV10_Mesorhizobium
ASV134_Mesorhizobium,4.26383242440496e-06,4,ASV134_Mesorhizobium
ASV435_Mesorhizobium,0.0,4,ASV435_Mesorhizobium
ASV44_Mesorhizobium,0.0,4,ASV44_Mesorhizobium
ASV474_Mesorhizobium,0.0,4,ASV474_Mesorhizobium
ASV43_unknown,0.0,4,ASV43_unknown
ASV45_Mesorhizobium,0.0,4,ASV45_Mesorhizobium
ASV427_ANPR,0.0,4,ASV427_ANPR
ASV458_unknown,0.0,4,ASV458_unknown
ASV336_Mesorhizobium,0.0,4,ASV336_Mesorhizobium
ASV503_unknown,0.0,4,ASV503_unknown
ASV832_unknown,0.0,4,ASV832_unknown
ASV98_unknown,0.0,4,ASV98_unknown
ASV974_Mesorhizobium,0.0,4,ASV974_Mesorhizobium
ASV954_unknown,0.0,4,ASV954_unknown
ASV93_ANPR,0.0,4,ASV93_ANPR
ASV91_Mesorhizobium,0.0,4,ASV91_Mesorhizobium
ASV896_unknown,0.0,4,ASV896_unknown
ASV879_Mesorhizobium,0.0,4,ASV879_Mesorhizobium
ASV85_Mesorhizobium,0.0,4,ASV85_Mesorhizobium
ASV79_Mesorhizobium,0.0,4,ASV79_Mesorhizobium
ASV504_Mesorhizobium,0.0,4,ASV504_Mesorhizobium
ASV727_Mesorhizobium,0.0,4,ASV727_Mesorhizobium
ASV421_unknown,0.0,4,ASV421_unknown
ASV717_Pseudomonas,0.0,4,ASV717_Pseudomonas
ASV697_Mesorhizobium,0.0,4,ASV697_Mesorhizobium
ASV637_ANPR,0.0,4,ASV637_ANPR
ASV626_Azorhizophilus,0.0,4,ASV626_Azorhizophilus
ASV58_ANPR,0.0,4,ASV58_ANPR
ASV56_ANPR,0.0,4,ASV56_ANPR
ASV426_unknown,0.0,4,ASV426_unknown
ASV984_Aminobacter,0.0,4,ASV984_Aminobacter
ASV1032_unknown,0.0,4,ASV1032_unknown
ASV295_Mesorhizobium,0.0,4,ASV295_Mesorhizobium
ASV188_Mesorhizobium,0.0,4,ASV188_Mesorhizobium
ASV250_Mesorhizobium,0.0,4,ASV250_Mesorhizobium
ASV25_Mesorhizobium,0.0,4,ASV25_Mesorhizobium
ASV135_unknown,0.0,4,ASV135_unknown
ASV244_ANPR,0.0,4,ASV244_ANPR
ASV24_Mesorhizobium,0.0,4,ASV24_Mesorhizobium
ASV141_Pseudomonas,0.0,4,ASV141_Pseudomonas
ASV144_ANPR,0.0,4,ASV144_ANPR
ASV231_Mesorhizobium,0.0,4,ASV231_Mesorhizobium
ASV23_Mesorhizobium,0.0,4,ASV23_Mesorhizobium
ASV186_Mesorhizobium,0.0,4,ASV186_Mesorhizobium
ASV145_unknown,0.0,4,ASV145_unknown
ASV218_Variovorax,0.0,4,ASV218_Variovorax
ASV217_Mesorhizobium,0.0,4,ASV217_Mesorhizobium
ASV146_unknown,0.0,4,ASV146_unknown
ASV1481_unknown,0.0,4,ASV1481_unknown
ASV16_Mesorhizobium,0.0,4,ASV16_Mesorhizobium
ASV29_Mesorhizobium,0.0,4,ASV29_Mesorhizobium
ASV30_Mesorhizobium,0.0,4,ASV30_Mesorhizobium
ASV166_Mesorhizobium,0.0,4,ASV166_Mesorhizobium
ASV13_Mesorhizobium,0.0,4,ASV13_Mesorhizobium
ASV104_Mesorhizobium,0.0,4,ASV104_Mesorhizobium
ASV19_Mesorhizobium,0.0,4,ASV19_Mesorhizobium
ASV392_unknown,0.0,4,ASV392_unknown
ASV108_Mesorhizobium,0.0,4,ASV108_Mesorhizobium
ASV386_unknown,0.0,4,ASV386_unknown
ASV110_ANPR,0.0,4,ASV110_ANPR
ASV38_Mesorhizobium,0.0,4,ASV38_Mesorhizobium
ASV115_Mesorhizobium,0.0,4,ASV115_Mesorhizobium
ASV375_unknown,0.0,4,ASV375_unknown
ASV358_Mesorhizobium,0.0,4,ASV358_Mesorhizobium
ASV1186_Mesorhizobium,0.0,4,ASV1186_Mesorhizobium
ASV328_unknown,0.0,4,ASV328_unknown
ASV403_ANPR,0.0,4,ASV403_ANPR
ASV125_unknown,0.0,4,ASV125_unknown
ASV1258_ANPR,0.0,4,ASV1258_ANPR
ASV307_unknown,0.0,4,ASV307_unknown
ASV1018_Mesorhizobium,0.0,4,ASV1018_Mesorhizobium
ASV20_Mesorhizobium,0.0,4,ASV20_Mesorhizobium
ASV7_Mesorhizobium,-4.9753490414540875e-06,4,ASV7_Mesorhizobium
