,H2S2,CV,ASV
ASV396_unknown,-7.915838801858639e-06,4,ASV396_unknown
ASV60_Mesorhizobium,-2.918365945649322e-05,4,ASV60_Mesorhizobium
ASV5_Mesorhizobium,-4.12941589412178e-05,4,ASV5_Mesorhizobium
ASV28_Pseudomonas,-0.0001198960659711007,4,ASV28_Pseudomonas
ASV306_Mesorhizobium,-0.00014172356231270417,4,ASV306_Mesorhizobium
ASV197_Mesorhizobium,-0.00014179690848243996,4,ASV197_Mesorhizobium
ASV1447_Rugamonas,-0.000281951514592272,4,ASV1447_Rugamonas
ASV70_Caulobacter,-0.000292204296941082,4,ASV70_Caulobacter
ASV47_Mesorhizobium,-0.00031613767729812,4,ASV47_Mesorhizobium
ASV2_Mesorhizobium,-0.00031684435570165145,4,ASV2_Mesorhizobium
ASV1224_Duganella,-0.000353720991033942,4,ASV1224_Duganella
ASV161_Mesorhizobium,-0.00042670630905925,4,ASV161_Mesorhizobium
ASV747_unknown,-0.0004828661669133769,4,ASV747_unknown
ASV215_Mesorhizobium,-0.000495594180900564,4,ASV215_Mesorhizobium
ASV111_Mesorhizobium,-0.0005466018490215261,4,ASV111_Mesorhizobium
ASV667_unknown,-0.000601603748941257,4,ASV667_unknown
ASV836_Rhizobacter,-0.000604914158579785,4,ASV836_Rhizobacter
ASV581_unknown,-0.00069659381456356,4,ASV581_unknown
ASV382_Mesorhizobium,-0.000736173008572853,4,ASV382_Mesorhizobium
ASV4_Mesorhizobium,-0.000901273422294596,4,ASV4_Mesorhizobium
ASV157_unknown,-0.000992865601756027,4,ASV157_unknown
ASV519_Methylovorus,-0.0010110180531112064,4,ASV519_Methylovorus
ASV391_Duganella,-0.00118419636128754,4,ASV391_Duganella
ASV315_Duganella,-0.001210505016509117,4,ASV315_Duganella
ASV112_Mesorhizobium,-0.001306352894852205,4,ASV112_Mesorhizobium
ASV71_unknown,-0.0013231023289618704,4,ASV71_unknown
ASV202_unknown,-0.001516380544775749,4,ASV202_unknown
ASV35_Mesorhizobium,-0.0017280092077597048,4,ASV35_Mesorhizobium
ASV249_Duganella,-0.0020467424481978164,4,ASV249_Duganella
ASV12_Mesorhizobium,-0.002134762312332932,4,ASV12_Mesorhizobium
ASV124_Mesorhizobium,-0.0022026374295077964,4,ASV124_Mesorhizobium
ASV31_Mesorhizobium,-0.0023674007334243,4,ASV31_Mesorhizobium
ASV81_Mesorhizobium,-0.0025753593907198156,4,ASV81_Mesorhizobium
ASV229_Achromobacter,-0.00273749288713225,4,ASV229_Achromobacter
ASV234_Achromobacter,-0.0029015374047132,4,ASV234_Achromobacter
ASV74_ANPR,-0.0031502055482416657,4,ASV74_ANPR
ASV156_Duganella,-0.0032361062297486236,4,ASV156_Duganella
ASV165_Herbaspirillum,-0.0032376972238969113,4,ASV165_Herbaspirillum
ASV80_ANPR,-0.0035823599321909475,4,ASV80_ANPR
ASV64_Mesorhizobium,-0.0050024695777626,4,ASV64_Mesorhizobium
ASV76_Mesorhizobium,-0.005238925894269911,4,ASV76_Mesorhizobium
ASV119_Rhizobacter,-0.005579192078953532,4,ASV119_Rhizobacter
ASV67_Mesorhizobium,-0.0060393958541151375,4,ASV67_Mesorhizobium
ASV8_Mesorhizobium,-0.0067888360058431935,4,ASV8_Mesorhizobium
ASV41_unknown,-0.012687733480095139,4,ASV41_unknown
ASV1_Mesorhizobium,-1.628994000128018,4,ASV1_Mesorhizobium
ASV3_ANPR,0.9288004453484093,5,ASV3_ANPR
ASV17_ANPR,0.1264015052128602,5,ASV17_ANPR
ASV9_ANPR,0.09878912812863583,5,ASV9_ANPR
ASV22_Mesorhizobium,0.0851713123169943,5,ASV22_Mesorhizobium
ASV12_Mesorhizobium,0.07838904724600858,5,ASV12_Mesorhizobium
ASV11_unknown,0.07423787797245777,5,ASV11_unknown
ASV8_Mesorhizobium,0.0666229342124279,5,ASV8_Mesorhizobium
ASV32_ANPR,0.0594506977982279,5,ASV32_ANPR
ASV18_ANPR,0.03779490103393891,5,ASV18_ANPR
ASV36_Mesorhizobium,0.037014678480435,5,ASV36_Mesorhizobium
ASV21_ANPR,0.03691952927101049,5,ASV21_ANPR
ASV27_unknown,0.03651992994908032,5,ASV27_unknown
ASV15_Mesorhizobium,0.03269653630721331,5,ASV15_Mesorhizobium
ASV50_ANPR,0.02568506855475561,5,ASV50_ANPR
ASV51_Mesorhizobium,0.0252975624595962,5,ASV51_Mesorhizobium
ASV33_ANPR,0.02514049055307088,5,ASV33_ANPR
ASV53_ANPR,0.0244086777959463,5,ASV53_ANPR
ASV55_ANPR,0.0236861619196106,5,ASV55_ANPR
ASV59_ANPR,0.0218085713199224,5,ASV59_ANPR
ASV31_Mesorhizobium,0.021751154803087064,5,ASV31_Mesorhizobium
ASV34_ANPR,0.01983179753475714,5,ASV34_ANPR
ASV39_unknown,0.019403238238907335,5,ASV39_unknown
ASV63_unknown,0.0191561775107427,5,ASV63_unknown
ASV66_Mesorhizobium,0.0167509601855725,5,ASV66_Mesorhizobium
ASV77_Caulobacter,0.01379361631809977,5,ASV77_Caulobacter
ASV37_unknown,0.01256605643841964,5,ASV37_unknown
ASV61_ANPR,0.01183925610995023,5,ASV61_ANPR
ASV49_ANPR,0.010077029664167878,5,ASV49_ANPR
ASV97_ANPR,0.00944024033159676,5,ASV97_ANPR
ASV68_Mesorhizobium,0.00843476640324857,5,ASV68_Mesorhizobium
ASV72_ANPR,0.007588476676216822,5,ASV72_ANPR
ASV84_Mesorhizobium,0.007519869186599229,5,ASV84_Mesorhizobium
ASV109_Mesorhizobium,0.00735825379320835,5,ASV109_Mesorhizobium
ASV117_ANPR,0.007115830703122029,5,ASV117_ANPR
ASV120_ANPR,0.0065311632505609,5,ASV120_ANPR
ASV26_Mesorhizobium,0.00645510894778872,5,ASV26_Mesorhizobium
ASV71_unknown,0.006412629767531929,5,ASV71_unknown
ASV121_Mesorhizobium,0.00595124919192303,5,ASV121_Mesorhizobium
ASV78_ANPR,0.005619109678263694,5,ASV78_ANPR
ASV41_unknown,0.0055376970815291734,5,ASV41_unknown
ASV89_ANPR,0.005335254266121393,5,ASV89_ANPR
ASV75_ANPR,0.0051949320553686795,5,ASV75_ANPR
ASV106_Mesorhizobium,0.0050510154713963576,5,ASV106_Mesorhizobium
ASV142_unknown,0.0047914210746473,5,ASV142_unknown
ASV82_ANPR,0.004504229952430819,5,ASV82_ANPR
ASV60_Mesorhizobium,0.004071156556271259,5,ASV60_Mesorhizobium
ASV158_Mesorhizobium,0.0038454956839183204,5,ASV158_Mesorhizobium
ASV160_Mesorhizobium,0.00383123550214853,5,ASV160_Mesorhizobium
ASV170_Mesorhizobium,0.00353652507890634,5,ASV170_Mesorhizobium
ASV185_unknown,0.0034794843518272,5,ASV185_unknown
ASV95_ANPR,0.003452753002715597,5,ASV95_ANPR
ASV126_unknown,0.003184266001041565,5,ASV126_unknown
ASV171_Pseudomonas,0.00299050988481639,5,ASV171_Pseudomonas
ASV76_Mesorhizobium,0.0029659359613537963,5,ASV76_Mesorhizobium
ASV80_ANPR,0.0027388541223596075,5,ASV80_ANPR
ASV118_Mesorhizobium,0.002592989872221692,5,ASV118_Mesorhizobium
ASV218_Variovorax,0.00251345837122981,5,ASV218_Variovorax
ASV254_ANPR,0.00238620374947713,5,ASV254_ANPR
ASV176_unknown,0.0023253847508652673,5,ASV176_unknown
ASV247_Mesorhizobium,0.0022673689013956,5,ASV247_Mesorhizobium
ASV74_ANPR,0.002241679933878913,5,ASV74_ANPR
ASV154_ANPR,0.002214035066415698,5,ASV154_ANPR
ASV137_ANPR,0.002128850653334934,5,ASV137_ANPR
ASV139_ANPR,0.002043305264005624,5,ASV139_ANPR
ASV67_Mesorhizobium,0.0019898247260991524,5,ASV67_Mesorhizobium
ASV178_unknown,0.0019207108072926218,5,ASV178_unknown
ASV281_Mesorhizobium,0.0018918507814579602,5,ASV281_Mesorhizobium
ASV133_ANPR,0.001665357558691285,5,ASV133_ANPR
ASV215_Mesorhizobium,0.001590541020631086,5,ASV215_Mesorhizobium
ASV401_Caulobacter,0.00158456689465223,5,ASV401_Caulobacter
ASV162_ANPR,0.0014182257067860457,5,ASV162_ANPR
ASV348_unknown,0.00136422405597597,5,ASV348_unknown
ASV153_ANPR,0.001215696098007052,5,ASV153_ANPR
ASV261_ANPR,0.001113456920767151,5,ASV261_ANPR
ASV124_Mesorhizobium,0.0009377819020518221,5,ASV124_Mesorhizobium
ASV632_unknown,0.000933453952486041,5,ASV632_unknown
ASV560_unknown,0.0008802830299599092,5,ASV560_unknown
ASV523_unknown,0.0007240717009515423,5,ASV523_unknown
ASV748_Mesorhizobium,0.000632201391793741,5,ASV748_Mesorhizobium
ASV380_ANPR,0.000584666550239561,5,ASV380_ANPR
ASV853_Caulobacter,0.000549302847116489,5,ASV853_Caulobacter
ASV733_unknown,0.0005290231441449614,5,ASV733_unknown
ASV569_unknown,0.000472910268136043,5,ASV569_unknown
ASV451_ANPR,0.000454757749317863,5,ASV451_ANPR
ASV202_unknown,0.00043719635459528775,5,ASV202_unknown
ASV756_Mesorhizobium,0.0004301372726087514,5,ASV756_Mesorhizobium
ASV920_ANPR,0.00042780545309350896,5,ASV920_ANPR
ASV869_ANPR,0.00041829866524698597,5,ASV869_ANPR
ASV852_Mesorhizobium,0.0003366257159914005,5,ASV852_Mesorhizobium
ASV1396_unknown,0.000334199563235743,5,ASV1396_unknown
ASV1257_unknown,0.000318477392858501,5,ASV1257_unknown
ASV306_Mesorhizobium,0.0003071289390733978,5,ASV306_Mesorhizobium
ASV1049_unknown,0.00029583608602796096,5,ASV1049_unknown
ASV1168_ANPR,0.000275924796044268,5,ASV1168_ANPR
ASV1395_unknown,0.00027569684754915,5,ASV1395_unknown
ASV311_ANPR,0.000270816887449654,5,ASV311_ANPR
ASV1431_unknown,0.00026619005970262796,5,ASV1431_unknown
ASV1430_unknown,0.00026619005970262796,5,ASV1430_unknown
ASV292_Mesorhizobium,0.00020914933262349298,5,ASV292_Mesorhizobium
ASV1191_unknown,0.00019479358051210162,5,ASV1191_unknown
ASV1223_Mesorhizobium,0.00014840139001883948,5,ASV1223_Mesorhizobium
ASV359_Mesorhizobium,0.000144051535877476,5,ASV359_Mesorhizobium
ASV1032_unknown,0.00011676212482485701,5,ASV1032_unknown
ASV48_Pseudomonas,0.00011524122870198,5,ASV48_Pseudomonas
ASV2_Mesorhizobium,0.0001094148296288571,5,ASV2_Mesorhizobium
ASV1464_unknown,0.00010923248989340057,5,ASV1464_unknown
ASV57_Pseudomonas,9.795504439668341e-05,5,ASV57_Pseudomonas
ASV14_Mesorhizobium,6.913482507645398e-05,5,ASV14_Mesorhizobium
ASV954_unknown,4.91629999262555e-05,5,ASV954_unknown
ASV5_Mesorhizobium,2.015959096660159e-05,5,ASV5_Mesorhizobium
ASV503_unknown,1.84361249723458e-05,5,ASV503_unknown
ASV534_Cutibacterium,1.648299729981779e-05,5,ASV534_Cutibacterium
ASV6_Mesorhizobium,1.3315632075893311e-05,5,ASV6_Mesorhizobium
ASV24_Mesorhizobium,1.22907499815639e-05,5,ASV24_Mesorhizobium
ASV728_unknown,1.1524122870198e-05,5,ASV728_unknown
ASV7_Mesorhizobium,8.152840342250608e-06,5,ASV7_Mesorhizobium
ASV338_Aminobacter,5.762061435099019e-06,5,ASV338_Aminobacter
ASV10_Mesorhizobium,4.75339392326121e-06,5,ASV10_Mesorhizobium
ASV458_unknown,0.0,5,ASV458_unknown
ASV474_Mesorhizobium,0.0,5,ASV474_Mesorhizobium
ASV45_Mesorhizobium,0.0,5,ASV45_Mesorhizobium
ASV336_Mesorhizobium,0.0,5,ASV336_Mesorhizobium
ASV504_Mesorhizobium,0.0,5,ASV504_Mesorhizobium
ASV637_ANPR,0.0,5,ASV637_ANPR
ASV646_ANPR,0.0,5,ASV646_ANPR
ASV697_Mesorhizobium,0.0,5,ASV697_Mesorhizobium
ASV727_Mesorhizobium,0.0,5,ASV727_Mesorhizobium
ASV435_Mesorhizobium,0.0,5,ASV435_Mesorhizobium
ASV79_Mesorhizobium,0.0,5,ASV79_Mesorhizobium
ASV832_unknown,0.0,5,ASV832_unknown
ASV85_Mesorhizobium,0.0,5,ASV85_Mesorhizobium
ASV896_unknown,0.0,5,ASV896_unknown
ASV91_Mesorhizobium,0.0,5,ASV91_Mesorhizobium
ASV974_Mesorhizobium,0.0,5,ASV974_Mesorhizobium
ASV44_Mesorhizobium,0.0,5,ASV44_Mesorhizobium
ASV984_Aminobacter,0.0,5,ASV984_Aminobacter
ASV13_Mesorhizobium,0.0,5,ASV13_Mesorhizobium
ASV30_Mesorhizobium,0.0,5,ASV30_Mesorhizobium
ASV295_Mesorhizobium,0.0,5,ASV295_Mesorhizobium
ASV328_unknown,0.0,5,ASV328_unknown
ASV115_Mesorhizobium,0.0,5,ASV115_Mesorhizobium
ASV29_Mesorhizobium,0.0,5,ASV29_Mesorhizobium
ASV1186_Mesorhizobium,0.0,5,ASV1186_Mesorhizobium
ASV358_Mesorhizobium,0.0,5,ASV358_Mesorhizobium
ASV25_Mesorhizobium,0.0,5,ASV25_Mesorhizobium
ASV38_Mesorhizobium,0.0,5,ASV38_Mesorhizobium
ASV1258_ANPR,0.0,5,ASV1258_ANPR
ASV23_Mesorhizobium,0.0,5,ASV23_Mesorhizobium
ASV1018_Mesorhizobium,0.0,5,ASV1018_Mesorhizobium
ASV427_ANPR,0.0,5,ASV427_ANPR
ASV20_Mesorhizobium,0.0,5,ASV20_Mesorhizobium
ASV19_Mesorhizobium,0.0,5,ASV19_Mesorhizobium
ASV186_Mesorhizobium,0.0,5,ASV186_Mesorhizobium
ASV1481_unknown,0.0,5,ASV1481_unknown
ASV403_ANPR,0.0,5,ASV403_ANPR
ASV16_Mesorhizobium,0.0,5,ASV16_Mesorhizobium
ASV426_unknown,0.0,5,ASV426_unknown
ASV134_Mesorhizobium,-1.1202983884372704e-06,5,ASV134_Mesorhizobium
ASV157_unknown,-1.3797557146591954e-05,5,ASV157_unknown
ASV879_Mesorhizobium,-2.1929536014876998e-05,5,ASV879_Mesorhizobium
ASV626_Azorhizophilus,-0.00012719130888628701,5,ASV626_Azorhizophilus
ASV421_unknown,-0.000140349030495213,5,ASV421_unknown
ASV197_Mesorhizobium,-0.00014179690848243996,5,ASV197_Mesorhizobium
ASV386_unknown,-0.000171050380916041,5,ASV386_unknown
ASV307_unknown,-0.00019736582413389298,5,ASV307_unknown
ASV591_unknown,-0.00019951431188582983,5,ASV591_unknown
ASV375_unknown,-0.00021929536014876999,5,ASV375_unknown
ASV396_unknown,-0.00022721119895062863,5,ASV396_unknown
ASV392_unknown,-0.00023683898896067202,5,ASV392_unknown
ASV343_Mesorhizobium,-0.00027072918438949916,5,ASV343_Mesorhizobium
ASV1447_Rugamonas,-0.000281951514592272,5,ASV1447_Rugamonas
ASV70_Caulobacter,-0.000292204296941082,5,ASV70_Caulobacter
ASV1224_Duganella,-0.000353720991033942,5,ASV1224_Duganella
ASV87_Mesorhizobium,-0.00035384488855424816,5,ASV87_Mesorhizobium
ASV274_Mesorhizobium,-0.00037030724829526586,5,ASV274_Mesorhizobium
ASV717_Pseudomonas,-0.000412275277079688,5,ASV717_Pseudomonas
ASV47_Mesorhizobium,-0.0004251755097784271,5,ASV47_Mesorhizobium
ASV161_Mesorhizobium,-0.00042670630905925,5,ASV161_Mesorhizobium
ASV747_unknown,-0.0004828661669133769,5,ASV747_unknown
ASV498_unknown,-0.0005254475991381328,5,ASV498_unknown
ASV667_unknown,-0.000601603748941257,5,ASV667_unknown
ASV836_Rhizobacter,-0.000604914158579785,5,ASV836_Rhizobacter
ASV111_Mesorhizobium,-0.0006251260891397201,5,ASV111_Mesorhizobium
ASV146_unknown,-0.0006535001732433349,5,ASV146_unknown
ASV581_unknown,-0.00069659381456356,5,ASV581_unknown
ASV382_Mesorhizobium,-0.000736173008572853,5,ASV382_Mesorhizobium
ASV145_unknown,-0.0008947250694069811,5,ASV145_unknown
ASV519_Methylovorus,-0.0010110180531112064,5,ASV519_Methylovorus
ASV391_Duganella,-0.00118419636128754,5,ASV391_Duganella
ASV244_ANPR,-0.00119114430025999,5,ASV244_ANPR
ASV315_Duganella,-0.001210505016509117,5,ASV315_Duganella
ASV4_Mesorhizobium,-0.0012628216502121922,5,ASV4_Mesorhizobium
ASV217_Mesorhizobium,-0.00134003733779249,5,ASV217_Mesorhizobium
ASV64_Mesorhizobium,-0.001419361293605924,5,ASV64_Mesorhizobium
ASV231_Mesorhizobium,-0.0014889303753249901,5,ASV231_Mesorhizobium
ASV250_Mesorhizobium,-0.00163782341285749,5,ASV250_Mesorhizobium
ASV112_Mesorhizobium,-0.0019730107897044658,5,ASV112_Mesorhizobium
ASV249_Duganella,-0.0020467424481978164,5,ASV249_Duganella
ASV144_ANPR,-0.0021875823206697897,5,ASV144_ANPR
ASV81_Mesorhizobium,-0.002227514137909325,5,ASV81_Mesorhizobium
ASV188_Mesorhizobium,-0.00240519522167883,5,ASV188_Mesorhizobium
ASV135_unknown,-0.00242810184283767,5,ASV135_unknown
ASV166_Mesorhizobium,-0.00249682170631421,5,ASV166_Mesorhizobium
ASV125_unknown,-0.00258844819094959,5,ASV125_unknown
ASV229_Achromobacter,-0.00273749288713225,5,ASV229_Achromobacter
ASV35_Mesorhizobium,-0.002791890497228474,5,ASV35_Mesorhizobium
ASV93_ANPR,-0.0028404210236969,5,ASV93_ANPR
ASV234_Achromobacter,-0.0029015374047132,5,ASV234_Achromobacter
ASV110_ANPR,-0.00295495412949113,5,ASV110_ANPR
ASV156_Duganella,-0.0032361062297486236,5,ASV156_Duganella
ASV165_Herbaspirillum,-0.003245816675482867,5,ASV165_Herbaspirillum
ASV141_Pseudomonas,-0.0036271452568606604,5,ASV141_Pseudomonas
ASV108_Mesorhizobium,-0.00397429877105977,5,ASV108_Mesorhizobium
ASV58_ANPR,-0.00411173849801285,5,ASV58_ANPR
ASV104_Mesorhizobium,-0.00440952457307785,5,ASV104_Mesorhizobium
ASV119_Rhizobacter,-0.0056970360064559486,5,ASV119_Rhizobacter
ASV98_unknown,-0.006242054265785529,5,ASV98_unknown
ASV56_ANPR,-0.0107202987023399,5,ASV56_ANPR
ASV43_unknown,-0.0153474361764268,5,ASV43_unknown
ASV28_Pseudomonas,-0.02698620412361062,5,ASV28_Pseudomonas
ASV1_Mesorhizobium,-2.0396141558861505,5,ASV1_Mesorhizobium
