sample	ASV1_Mesorhizobium	ASV10_Mesorhizobium	ASV1018_Mesorhizobium	ASV1032_unknown	ASV104_Mesorhizobium	ASV1049_unknown	ASV106_Mesorhizobium	ASV108_Mesorhizobium	ASV109_Mesorhizobium	ASV11_unknown	ASV110_ANPR	ASV111_Mesorhizobium	ASV112_Mesorhizobium	ASV115_Mesorhizobium	ASV1168_ANPR	ASV117_ANPR	ASV118_Mesorhizobium	ASV1186_Mesorhizobium	ASV119_Rhizobacter	ASV1191_unknown	ASV12_Mesorhizobium	ASV120_ANPR	ASV121_Mesorhizobium	ASV1223_Mesorhizobium	ASV1224_Duganella	ASV124_Mesorhizobium	ASV125_unknown	ASV1257_unknown	ASV1258_ANPR	ASV126_unknown	ASV13_Mesorhizobium	ASV133_ANPR	ASV134_Mesorhizobium	ASV135_unknown	ASV137_ANPR	ASV139_ANPR	ASV1395_unknown	ASV1396_unknown	ASV14_Mesorhizobium	ASV141_Pseudomonas	ASV142_unknown	ASV1430_unknown	ASV1431_unknown	ASV144_ANPR	ASV1447_Rugamonas	ASV145_unknown	ASV146_unknown	ASV1464_unknown	ASV1481_unknown	ASV15_Mesorhizobium	ASV153_ANPR	ASV154_ANPR	ASV156_Duganella	ASV157_unknown	ASV158_Mesorhizobium	ASV16_Mesorhizobium	ASV160_Mesorhizobium	ASV161_Mesorhizobium	ASV162_ANPR	ASV165_Herbaspirillum	ASV166_Mesorhizobium	ASV17_ANPR	ASV170_Mesorhizobium	ASV171_Pseudomonas	ASV176_unknown	ASV178_unknown	ASV18_ANPR	ASV185_unknown	ASV186_Mesorhizobium	ASV188_Mesorhizobium	ASV19_Mesorhizobium	ASV197_Mesorhizobium	ASV2_Mesorhizobium	ASV20_Mesorhizobium	ASV202_unknown	ASV21_ANPR	ASV215_Mesorhizobium	ASV217_Mesorhizobium	ASV218_Variovorax	ASV22_Mesorhizobium	ASV229_Achromobacter	ASV23_Mesorhizobium	ASV231_Mesorhizobium	ASV234_Achromobacter	ASV24_Mesorhizobium	ASV244_ANPR	ASV247_Mesorhizobium	ASV249_Duganella	ASV25_Mesorhizobium	ASV250_Mesorhizobium	ASV254_ANPR	ASV26_Mesorhizobium	ASV261_ANPR	ASV27_unknown	ASV274_Mesorhizobium	ASV28_Pseudomonas	ASV281_Mesorhizobium	ASV29_Mesorhizobium	ASV292_Mesorhizobium	ASV295_Mesorhizobium	ASV3_ANPR	ASV30_Mesorhizobium	ASV306_Mesorhizobium	ASV307_unknown	ASV31_Mesorhizobium	ASV311_ANPR	ASV315_Duganella	ASV32_ANPR	ASV328_unknown	ASV33_ANPR	ASV336_Mesorhizobium	ASV338_Aminobacter	ASV34_ANPR	ASV343_Mesorhizobium	ASV348_unknown	ASV35_Mesorhizobium	ASV358_Mesorhizobium	ASV359_Mesorhizobium	ASV36_Mesorhizobium	ASV37_unknown	ASV375_unknown	ASV38_Mesorhizobium	ASV380_ANPR	ASV382_Mesorhizobium	ASV386_unknown	ASV39_unknown	ASV391_Duganella	ASV392_unknown	ASV396_unknown	ASV4_Mesorhizobium	ASV401_Caulobacter	ASV403_ANPR	ASV41_unknown	ASV421_unknown	ASV426_unknown	ASV427_ANPR	ASV43_unknown	ASV435_Mesorhizobium	ASV44_Mesorhizobium	ASV45_Mesorhizobium	ASV451_ANPR	ASV458_unknown	ASV47_Mesorhizobium	ASV474_Mesorhizobium	ASV48_Pseudomonas	ASV49_ANPR	ASV498_unknown	ASV5_Mesorhizobium	ASV50_ANPR	ASV503_unknown	ASV504_Mesorhizobium	ASV51_Mesorhizobium	ASV519_Methylovorus	ASV523_unknown	ASV53_ANPR	ASV534_Cutibacterium	ASV55_ANPR	ASV56_ANPR	ASV560_unknown	ASV569_unknown	ASV57_Pseudomonas	ASV58_ANPR	ASV581_unknown	ASV59_ANPR	ASV591_unknown	ASV6_Mesorhizobium	ASV60_Mesorhizobium	ASV61_ANPR	ASV626_Azorhizophilus	ASV63_unknown	ASV632_unknown	ASV637_ANPR	ASV64_Mesorhizobium	ASV646_ANPR	ASV66_Mesorhizobium	ASV667_unknown	ASV67_Mesorhizobium	ASV68_Mesorhizobium	ASV697_Mesorhizobium	ASV7_Mesorhizobium	ASV70_Caulobacter	ASV71_unknown	ASV717_Pseudomonas	ASV72_ANPR	ASV727_Mesorhizobium	ASV728_unknown	ASV733_unknown	ASV74_ANPR	ASV747_unknown	ASV748_Mesorhizobium	ASV75_ANPR	ASV756_Mesorhizobium	ASV76_Mesorhizobium	ASV77_Caulobacter	ASV78_ANPR	ASV79_Mesorhizobium	ASV8_Mesorhizobium	ASV80_ANPR	ASV81_Mesorhizobium	ASV82_ANPR	ASV832_unknown	ASV836_Rhizobacter	ASV84_Mesorhizobium	ASV85_Mesorhizobium	ASV852_Mesorhizobium	ASV853_Caulobacter	ASV869_ANPR	ASV87_Mesorhizobium	ASV879_Mesorhizobium	ASV89_ANPR	ASV896_unknown	ASV9_ANPR	ASV91_Mesorhizobium	ASV920_ANPR	ASV93_ANPR	ASV95_ANPR	ASV954_unknown	ASV97_ANPR	ASV974_Mesorhizobium	ASV98_unknown	ASV984_Aminobacter	target
Lb_2_Healthy_P	0.81802028281674	0	0	0	0	0	0.000171404085130696	0	0	0.014197971718326	0	0.000417083273818026	0	0	2.28538780174261e-05	0	0.000491358377374661	0	0	0	0.0186259105842023	0	0	2.85673475217826e-05	0	0.0010512783888016	0	0	0	6.28481645479217e-05	0	0	0	0	0	1.1426939008713e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102785316383374	0	0	0	0.000382802456791887	0	0	0	0	3.99942865304956e-05	0	0	0	0	0	5.71346950435652e-05	7.99885730609913e-05	0.00518783030995572	0	0	0	0	0	0	0	0.000582773889444365	0.00557063276674761	0.000371375517783174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00666761891158406	0	0	0	0	0	0	0.0327210398514498	0	0.0001314097986002	0	0.00593058134552207	0	0	0	0	0.00439365804885016	0	0	0.00366233395229253	0	0	0.00107413226681903	0	0	0	0.00259962862448222	0	0	0	0	0	0.00063990858448793	0	0	0	0	0	0	0.00558205970575632	0	0	0	0	0	0	0	0	0	0.000708470218540208	0	0	0.000217111841165548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001314097986002	0.00170261391229824	0	0	0	0	0.00211398371661191	7.42751035566348e-05	0	0	0.00268533066704756	0.0002628195972004	0	0	0	0.00177117554635052	0	0.000125696329095843	0	0	0	0.00188544493643765	0	0	0.000119982859591487	0	0.0024967861734038	0	8.57020425653478e-05	0	0.0265904870732752	0.0018397371804028	0.00115983430938437	0.000108555920582774	0	0	0	0	1.71404085130696e-05	0	0	0	0	9.71289815740609e-05	0	0.0154949292958149	0	0	0	7.42751035566348e-05	0	0	0	0	0	H2
Lb_2_Healthy_Q	0.991552369077307	0	0	0	0	0	0	0	7.01371571072319e-05	0	0	0.000553304239401496	0	0	0	8.57231920199501e-05	0	0	0	0	0	7.7930174563591e-05	0.000187032418952618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55860349127182e-05	0	8.57231920199501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.67581047381546e-05	0	0	0	0	0	0	0.000490960099750623	0.000116895261845387	0	0	0	0	3.89650872817955e-05	0	0	0	0	0	0	0	0	0	0	0	0.000724750623441397	0	0	0	0	0	0	7.7930174563591e-05	0	0	0	3.11720698254364e-05	0	0	0	0	0	1.55860349127182e-05	0	0	0	0	0	0	0	0	0	0	0.000327306733167082	0	0	0	0	0	0	2.33790523690773e-05	0.00155081047381546	0	0	0.000818266832917706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113778054862843	0	0	0	0	0	0.000241583541147132	0	0	0.000249376558603491	0	0	0.000132481296758105	0	0.000327306733167082	0	0	0	0	0	0	0.000218204488778055	0	7.7930174563591e-05	0	0	0	0	0	0	0	0	0.000218204488778055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7930174563591e-05	0	0	0	0	0	0.000101309226932668	0	0	0	5.45511221945137e-05	0	0	0	0	0	0	3.89650872817955e-05	0	0	0	0.000233790523690773	0	0	0	H2
Lb_2_Starved_A	0.229652465090851	0	0	0	0	0.000136675297458599	0.00288536739079264	0	0	0.0484286137328302	0	0	0	0	0.000174640657863765	0	0.00142749755123425	0	0	0	0.0454900948374703	0	0	9.87099370534325e-05	0	0.00137434604666702	0	0	0	0.00155657977661182	0	0.000949134010129158	0	0	0.000410025892375796	0.000668190343130927	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0218604545212948	0	0.00132878761418082	0	0.000637818054806794	0	0	0	0	0.000675783415211961	7.59307208103327e-06	0	0	0	0	0.00121489153296532	0.000736527991860227	0.0226197617293981	0	0	0	0	0	0	0	0.000759307208103327	0.0209492858715708	0.00121489153296532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000485956613186129	0.0184435720848298	0	0	0	0	0	0	0.332751197807121	0	0.000341688243646497	0	0.0132878761418082	0	0	0	0	0.0132726899976461	0	0	0.0111238505987137	0	0	0.000242978306593064	0	0	0	0.00856498530740552	0	0	0.000584666550239561	0	0	0.00987858677742428	0	0	0	0	0	0	0.00845868229827106	0	0	0	0	0	0	0	0	0	0.000220199090349965	0	0	0.00485956613186129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00290055353495471	0.00536830196129052	0	0	0	0	0.00266516830044268	0	0	0	0.00350040622935634	0.00457102939278203	0	0	0	0.00569480406077495	0	0.00330298635524947	0	0	0	0.00416859657248726	0	0	0.00222477011974275	0	0.00296889118368401	0	0.00260442372379441	0	0.0592791137366267	0.0033789170760598	0.00164769664158422	0.00211087403852725	0	0	0	0	0.000182233729944798	0	0	0	0	0.00277147130957714	0	0.0612760916939385	0	0	0	0.00160973128117905	0	0	0	0	0	S2
Lb_2_Starved_B	0.00118613054791875	0	0	0	0	3.67792417959304e-05	0.000303428744816426	0	0	0.00570078247836921	0	0	0	0	0	0	0	0	0	0	0.00324576808849086	0	0	0	0	9.19481044898259e-06	0	0	0	0.000349402797061339	0	0.003172209604899	0	0	0.00146197486138823	0.000524104195592008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000606857489632851	0.000928675855347242	0.000349402797061339	0	0	0	0	0	0	0.000643636731428782	0	0	0	0	0	0.000202285829877617	0.000193091019428634	0.00409169064979725	0	0	0	0	0	0	0	0	0.00334691100342966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000183896208979652	0.00107579282253096	0	0	0	0	0	0	0.946256332925697	0	0	0	0.000570078247836921	0.000790753698612503	0	0	0	0.00134244232555146	0	0	0.00104820839118402	0	0	0	0	0	0	0.000588467868734886	0	0	0	0	0	0.00234467666449056	0	0	0	0	0	0	8.27532940408433e-05	0	0	0.000818338129959451	0	0	0	0	0	0	0	0	0	0.00147116967183722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156311777632704	0.00070800040457166	0	0	0	0	8.27532940408433e-05	0	0	0	0	0.000395376849306252	0	0	0	0	0	0.00114015649567384	0	0	0	8.27532940408433e-05	0	0	0.0012688838419596	0	0	0	0.000790753698612503	0	0.00159989701812297	5.51688626938956e-05	0	0.00120452016881672	0	0	0	0	0	0	0	0	0	0.000855117371755381	0	0.00780639407118622	0	0	0	0.000928675855347242	0	0	0	0	0	S2
Lb_2_Starved_C	0.121072851115982	0	0	0	0	0.000212119069504348	0.00313464847156426	0	0	0.040569736108165	0	0	0	0	0.000133556451169405	0	0.000927038896352338	0	0.000117843927502416	1.57125236669888e-05	0.035628147414897	0	0	6.28500946679551e-05	0	0.000997745252853787	0	0	0	0.00219189705154493	0	0.00130413946436007	0	0	0	0.000762057397848956	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0156418173104873	0.000392813091674719	0.00141412713002899	0	0.000377100568007731	0	0	0	0	0.00124128936969211	1.57125236669888e-05	0	0	0	0	0.00134342077352754	0.000958463943686315	0.0218011265879469	0	0	0	0	0	0	0	0.000526369542844124	0.0200648927227447	0.000722776088681484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000424238139008697	0.0169381005130139	0	0	0	0	0	0	0.49009718195888	0	0.000306394211506281	0	0.0105588159042165	0	0	0	0	0.0124521750060886	0	0	0.00955321438952917	0	0	0.000133556451169405	0	0	0	0.00677209770047216	0	0	0.000982032729186798	0	0	0.0121850621037498	0	0	0	0	0	0	0.00512228271543834	0	0	0	0	0	0	0	0	0	0	0	0	0.0043445127939224	0	0	0	0	0	0	0	0	0	0	0	0	0	7.85626183349439e-05	0	0	0	0	0	0	0.00238830359738229	0.00472946962376362	0	0	0	0	0.00152411479569791	0.00113915796585669	0	0	0.00157910862853237	0.00487088233676652	0	0	0	0.00458805691076072	0	0.00440736288859035	0	0	0	0.0026554164997211	0	0	0.00296966697306088	0	0.00201905929120806	0	0.00360602418157392	0	0.0478132095186468	0.00241187238288278	0.000927038896352338	0.00230974097904735	0	0	0	0	0.000227831593171337	0	0	0	0	0.00334676754106861	0	0.0631014950466269	0	0	0	0.00180694022170371	0	0	0	0	0	S2
Lb_2_Starved_D	0.003395718782243	0	0	0	0	0.000104483654838246	0.000744446040722504	0	0	0.0472135515300325	0	0	0	0	0.000222027766531273	0	0	0	0	0	0.0146930139616284	0	0	0	0	0.000287330050805177	0	0	0	0.000927292436689435	0	0.00164561756370238	0	0	0.00113625974636593	0.0016978593911215	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00201131035563624	0.00107095746209202	0.00359162563506471	0	0.000548539187900793	0	0	0	0	0.00411404390925595	0	0	0	0	0	0.000953413350398997	0.00151501299515457	0.0270351456893962	0	0	0	0	0	0	0	0.000222027766531273	0.0168088079721029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142358979717111	0.00303002599030914	0	0	0	0	0	0	0.684119790510272	0	0.000156725482257369	0	0.00122768294434939	0	0	0	0	0.00851541786931707	0	0	0.0124596758394609	0	0	0	0	0	0	0.00391813705643423	0	0	0.00118850157378505	0	0	0.0109316023874515	0	0	0	0	0	0	0.0037352906604673	0	0	0.000901171522979874	0	0	0	0	0	0	0	0	0	0.0218762652317578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000365692791933862	0.00555069416328183	0	0	0	0.00208967309676492	0.000313450964514739	0	0	0	0.000783627411286847	0.000888111066125093	0	0	0	0.00161949664999282	0	0.00901171522979874	0	0	0	0.00168479893426672	0	0	0.0121723457886557	0	0.000326511421369519	0	0.00792769731085193	0	0.00282105868063265	0.00104483654838246	0.000992594720963339	0.00821502736165711	0	0	0	0	0	0	0	0	0	0.00715713035641987	0	0.0439876186869017	0	0	0	0.00962555670197343	0	0	0	0	0	S2
Lb_2_Starved_E	0.434403163858995	4.75339392326121e-06	0	0	0	0	0	0	0.00735825379320835	0	0	0.000366011332091113	0	0	0	0.00711583070312203	0	0	0.000869871087956801	0.000261436665779366	0	0.0065311632505609	0.00595124919192303	0	0	0	0	0.000318477392858501	0	0	0	0	0	0	0	0	0.00027569684754915	0	1.90135756930448e-05	0	0.0047914210746473	0.000266190059702628	0.000266190059702628	0	0	0	0	0.000175875575160665	0	0.0122922766855535	0	0	0	0	0.00384549568391832	0	0.00383123550214853	0	0	0	0	0.126411757995209	0.00353652507890634	0	0	0	0	0.0034794843518272	0	0	0	0.000408791877400464	0	0	0	0	0	0	0	0.0851713123169943	0	0	0	0	0	0	0.0022673689013956	0	0	0	0.00238620374947713	0.00645510894778872	0	0	0	0	0.00189185078145796	0	0.000209149332623493	0	0	0	0	0	0	0	0	0.0594506977982279	0	0	0	0	0	0	0.00136422405597597	0.000836597330493973	0	0	0.037014678480435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074628284595201	0	0	0	0	0	0.025677833973457	0	0	0.0252975624595962	1.42601817697836e-05	0	0.0244086777959463	0	0.0236861619196106	0	0	0.000636954785717002	0	0	0	0.0218085713199224	0	4.75339392326121e-05	0.000465832604479598	0	0	0.0191561775107427	0	0	0	0	0.0167509601855725	0	0	3.80271513860897e-05	0	0	0	0	0	0	0	0	0.000575160664714606	0	0	0.000632201391793741	0	9.50678784652242e-06	0	0	0	0	0.00165893447921816	0	0	0	0	0	0.00751986918659923	0	0	0	0.000418298665246986	0.000755789633798532	0	0	0	0	0	0.000427805453093509	0	0	0	0.00944024033159676	0	0	0	S2
Lb_2_Starved_F	0.285642973412914	0	0	0	0	0.000159160788569362	0.00194610236932538	0	0	0.0480810273105444	0	0	0	0	0.000101284138180503	0	0.001179236751673	0	0	0	0.0558220293000543	0	0	6.51112316874661e-05	0	0.00191716404413095	0	0	0	0.00136733586543679	0	0.000716223548562127	0	0	0.00035449448363176	0.000520889853499729	0	0	7.23458129860734e-06	0	0	0	0	0	0	0	0	0	0	0.0213492494121903	0	0.00110689093868692	0	0.00102731054440224	0	0	0	0	0.000694519804666305	0	0	0	0	0	0.00112136010128414	0.000643877735576054	0.0209079399529752	0	0	0	0	0	0	0	0.00122264423946464	0.0253355037077229	0.00122264423946464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000434074877916441	0.0277590884427564	0	0	0	0	0	0	0.255243262796166	0	0.000282148670645686	0	0.0165671911738108	0	0	0	0	0.0181515644782058	0	0	0.0118140712606258	0	0	0.000383432808826189	0	0	0	0.00910110327364804	0	0	0	0	0	0.00794357026587086	0	0	0	0	0	0	0.0103454512570085	0	0	0	0	0	0	0	0	0	0	0	0	0.00336408030385241	0	0	7.23458129860734e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00323385784047748	0.00586724543317056	0	0	0	0	0.00374027853138	0	0	0	0.00414541508410201	0.00249593054801953	0	0	0	0.00593235666485802	0	0.00387773557605354	0	0	0	0.00282148670645686	0	0	0.00235123892204739	0	0.00494845360824742	0	0.00274914089347079	0	0.0548381262434437	0.00384879725085911	0.00174353409296437	0.00169289202387412	0	0	0	0	0.000209802857659613	0	0	0	0	0.00222101645867245	0	0.0579489962018448	0	0	0	0.00142521251582565	0	0	0	0	0	S2
Lb_2_Starved_G	0.0130083680567513	0	0	0	0	9.47002307241985e-05	0.00167877681738352	0	0	0.0123368573297979	0	0	0	0	0	0	0.000129136678260271	0	0	0	0.00870381211474224	0	0	0	0	3.44364475360722e-05	0	0	0	0.000981438754778057	0	0.00254829711766934	0	0	0	0.000662901615069389	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00360721787940356	0.000602637831881263	0.000766210957677606	0	4.30455594200902e-05	0	0	0	0	0.000671510726953407	0	0	0	0	0	0.000990047866662075	0.000430455594200902	0.0108646991976308	0	0	0	0	0	0	0	4.30455594200902e-05	0.00754158201039981	0.000249664244636523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000413237370432866	0.00538069492751128	0	0	0	0	0	0	0.851208719308516	0	0	0	0.0022900237611488	0	0	0	0	0.00407210992114054	0	0	0.00253968800578532	0	0	0	0	0	0	0.00182513171941183	0	0	0	0	0	0.00638796101794139	0	0	0	0	0	0	0.000542374048693137	0	0	0	0	0	0	0	0	0	0	0	0	0.00269465201969765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000688728950721444	0.00119666655187851	0	0	0	0	0.000129136678260271	0	0	0	9.47002307241985e-05	0.00224697820172871	0	0	0	0	0	0.00258273356520541	0	0	0	0.000301318915940632	0	0	0.00167877681738352	0	0.000154964013912325	0	0.00280657047418988	0	0.0121646750921175	0.000266882468404559	6.88728950721444e-05	0.00198870484520817	0	0	0	0	0.000198009573332415	0	0	0	0	0.00210923241158442	0	0.0268346017424842	0	0	0	0.0011450118805744	0	0	0	0	0	S2
Lb_2_Starved_H	0.997380964852548	0	0	0	0	0	0	0	0	0.000146665968257294	0	0	0	0	0	0	0	0	0	0	0.000136189827667487	0	0	0	0	0	0	0	0	0	3.14284217694201e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09522811796134e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219998952385941	0	0	6.28568435388403e-05	0	0	0	1.04761405898067e-05	0	0	0	0	2.09522811796134e-05	0	0	0	2.09522811796134e-05	0	0	0	0	0	0	0	0	0	0	0	7.3332984128647e-05	0	3.14284217694201e-05	0	0	0	0	2.09522811796134e-05	0	0	0	0	0	0	0	0.00120475616782777	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219998952385941	0	0	1.04761405898067e-05	0	0	0	0	0	0	1.04761405898067e-05	0	0	0	0	0	0	0	3.14284217694201e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178094390026714	0	0	0	0	0	0	0	0	0	0	0	0	0	8.38091247184537e-05	0	6.28568435388403e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09522811796134e-05	0	0	0	0	0	0	0	0	0	S2
Lb_2_Starved_I	0.203418057569873	0	0	0.000116762124824857	0	0	0.000780462623829306	0	0	0.0241205968388191	0	0	0	0	0	0	0.000995550748506674	0	0	0	0.0277832403333251	0	0	0	0	0.00022123349966815	0	0	0	0.000510066124234901	0	0	0	0	0.000848061748727907	0.000884933998672599	0	0	3.07268749539097e-05	0	0	0	0	0	0	0	0	0	0	0.0175696270986456	0.000737444998893833	0	0	9.21806248617291e-05	0	0	0	0	0.000184361249723458	0	0	0	0	0	0.000178215874732676	0.000522356874216465	0.0141097809788353	0	0	0	0	0	0.000485484624271773	0	4.30176249354736e-05	0.00742975836385536	0	0	0.00251345837122981	0	0	0	0	0	1.22907499815639e-05	0	0	0	0	0	0	0	0.000233524249649714	0.0069074014896389	0	6.14537499078194e-06	0	0	0	0	0.592494038986259	0	0	0	0.00668002261497997	0	0	0	0	0.00525429561711856	0	0	0.0065325336152012	0	0	0	0	0	0	0.00417270961874094	0	0	0	0	0	0.00341682849487476	0	0	0	0.000294977999557533	0	0	0.00107544062338684	0	0	0	0	0	0	0	0.000454757749317863	0	0	0	0	0.00261792974607311	0	6.14537499078194e-05	0	1.84361249723458e-05	0	0	0	0	0	1.22907499815639e-05	0	0	0	0	0	0	0	0	0	0	0.0021078636218382	0.0019050662471424	0	0	0	0	0.000344140999483788	0	0	0	0.000891079373663381	0.00237826012143261	0	2.45814999631277e-05	0	0	0	0.00076202649885696	0	0	0	0.000639118999041322	0	0	0.00100169612349746	0	0.00035028637447457	0	0.000645264374032103	0	0.0273161918340257	0.000319559499520661	0.000325704874511443	0.00108158599837762	0	0	0	0	0	0	0	0	0	0.000725154248912269	0	0.0246122268380817	0	0	0	0.000700572748949141	4.91629999262555e-05	0	0	0	0	S2
Lb_2_Starved_J	0.298353779047992	0	0	0	0	0	0.000558919959204605	0	0	0.0256987940005416	0	0	0	0	0	0	0.00125036733141649	0	0	0	0.0283839146292978	0	0	4.60964914807922e-05	0	0.000322675440365545	0	0	0	0.000512823467723813	0	0	5.76206143509902e-06	0	0.000674161187906585	0.000737543863692675	0	0.000334199563235743	1.72861843052971e-05	0	0	0	0	0	0	0	0	0	0	0.019550674449291	0.000478251099113219	0	8.06688600913863e-05	9.79550443966834e-05	0	0	0	0	0.000109479167266881	0	0	0	0	0.00299050988481639	9.21929829615843e-05	0.00041486842332713	0.0149237391169065	0	0	0	0	0	0.000218958334533763	0	7.49067986562873e-05	0.00855666123112205	0	0	0	0	0	0	0	0	0	0	0	3.45723686105941e-05	0	0	0	0	0.000201672150228466	0.0070700493808665	2.88103071754951e-05	7.49067986562873e-05	0	0	0	0	0.467487568352454	0	0	0	0.0070470011351261	0.000270816887449654	4.03344300456931e-05	0	0	0.00507637612432224	0	5.76206143509902e-06	0.00617116779699105	3.45723686105941e-05	0	0.00047248903767812	0	0.000144051535877476	0	0.00461541120951432	0	0	0	0	0	0.00238549343413099	0	0	0	0.000190148027358268	0.00158456689465223	0	0.00140018092872906	0	0	0	0	0	0	0	0	0	0.000322675440365545	0	0.00011524122870198	0.00205129387089525	4.03344300456931e-05	0	0	0	0	0	0	0.000754830047997972	0	5.76206143509902e-05	0	0	0.000916167768180744	0	9.79550443966834e-05	0	0	0	4.60964914807922e-05	2.30482457403961e-05	0.0023451590040853	0.00212620066955154	0	0	0.000933453952486041	0	0.000553157897769506	0	0	0	0.0011524122870198	0.00182081141349129	0	1.72861843052971e-05	0	0	0	0.000702971495082081	0	1.1524122870198e-05	0	0.000887357461005249	0	0	0.000858547153829754	0.000420630484762229	0.000397582239021832	0.0139269024886343	0.000507061406288714	0	0.0298705264795533	0.000443678730502625	0.000524347590594011	0.000870071276699952	0	0	0	0	0	0.000564682020639704	0	0	0	0.000489775221983417	0	0.0266264858915926	0	0	0	0.000702971495082081	0	0	0	0	0	S2
Lb_2_Starved_K	0.145387684339179	0	0	0	0	0	0.000500724165594327	0	0	0.0179022349527004	0	0	0	0	0	0	0.000629943305102541	0	0	0	0.0201528016324685	0	0	2.69206540642111e-05	0	9.69143546311601e-05	0	0	0	0.000258438279016427	0	0	5.38413081284223e-06	0	0.00116297225557392	0.000576101996974118	0	0	5.38413081284223e-06	0	0	0	0	0	0	0	0	0	0	0.0119743069277611	0.000813003752739177	0	0	5.92254389412645e-05	0	0	0	0	0	0	0	0	0	0	0.00014537153194674	0.000306895456332007	0.00993910548050675	0	0	0	0	0	5.92254389412645e-05	0	2.69206540642111e-05	0.0054702769058477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102298485444002	0.004743419246114	0	0	0	0	0	0	0.712148214353016	0	0	0	0.0049857051326919	0.000527644819658538	0	0	0	0.00316586891795123	0	0	0.00478649229261674	0	0	0.000258438279016427	0	0	0	0.00339738654290345	0	0	0	0	0	0.00228825559545795	0	0	0	0.000134603270321056	0	0	0.000425346334214536	0	0	0	0	0	0	0	0.000549181342909907	0	0.000156139793572425	0	0	0.00157755032816277	0	0	0	0	0	0	0	0	0	4.30730465027378e-05	0	0	0	0	0	0	0	0	0	0	0.0014537153194674	0.00165292815954256	0	0	0	0	0.000215365232513689	0	0	0	0.000355352633647587	0.00143756292702888	0	0	0	0	0	0.000484571773155801	0	0	0	0.000226133494139374	0	0	0.00050610829640717	0	0.000123835008695371	0	0.00038765741852464	0	0.0191028961239642	9.69143546311601e-05	0.000220749363326531	0.000743010052172228	0	0	0	0	0	0	0	0	0	0.000522260688845696	0	0.0171161518540254	0	0	0	0.000565333735348434	0	0	0	0	0	S2
Lb_2_Starved_L	0.00118018276441421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113100848256362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311437118387084	0.00133590132360775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91742818505921e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993099209113634	0	0	0	0	0.000606482809490636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079498422325124	0	0	0	0	0.000516329959431217	0	0	0	0	0.000934311355161251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09785682088268e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S2
